,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),genre,genre_id
58673,['Mason Williams'],[955647],0.474,0.722,0.713,155.516,-10.603,0,9,0.843,0.902,0.103,0.0348,0,184067,44,2005,10/18/2005,********* Gas,Easy Listening,5.0
2163,['Jackie Gleason'],[781399],0.119,0.523,0.0847,160.026,-9.523,1,7,0.687,0.226,0.2,0.0412,0,181040,3,1955,6/6/1955,I'm Always Chasing Rainbows,Easy Listening,5.0
67669,['Percy Faith'],[305541],0.19,0.383,0.0514,78.975,-12.368,1,7,0.944,0.841,0.304,0.0335,0,155480,27,1963,11/12/1963,Carolina Moon,Easy Listening,5.0
39512,['Henry Mancini'],[678009],0.66,0.492,0.741,123.877,-10.607,0,4,0.789,0.0773,0.0914,0.0315,0,179173,11,1961,1/1/1961,The Dancing Cat,Easy Listening,5.0
39625,['Henry Mancini'],[678009],0.319,0.178,0.122,94.525,-17.064,0,9,0.962,0.951,0.083,0.0294,0,171733,33,1970,4/1/1970,"Theme from ""Love Story""",Easy Listening,5.0
2245,['Jackie Gleason'],[781399],0.201,0.439,0.27,121.052,-7.53,1,3,0.917,0.824,0.292,0.0352,0,202227,2,1953,3/16/1953,Flirtation,Easy Listening,5.0
57949,['Martin Denny'],[311074],0.454,0.58,0.808,179.985,-12.832,0,0,0.289,0.676,0.371,0.0511,0,157560,8,1959,1/1/1959,Swamp Fire,Easy Listening,5.0
39656,['Herb Alpert & the Tijuana Brass'],[955773],0.571,0.424,0.502,79.956,-11.109,0,5,0.771,0.881,0.111,0.0368,0,163747,49,1965,4/1/1965,A Taste Of Honey,Easy Listening,5.0
71191,['Ray Conniff'],[869487],0.489,0.424,0.814,89.827,-10.549,1,8,0.735,0.702,0.29,0.0253,0,144373,38,1959,4/1/1959,Love Is a Many-Splendored Thing,Easy Listening,5.0
2236,['Jackie Gleason'],[781399],0.103,0.183,0.111,63.489,-13.58,1,3,0.932,0.835,0.118,0.0396,0,207907,15,1954,8/2/1954,Shangri-La,Easy Listening,5.0
57912,['Martin Denny'],[311074],0.312,0.289,0.172,123.497,-15.297,1,4,0.819,1.53e-05,0.222,0.0392,0,151027,12,1959,1/1/1959,Pagan Love Song,Easy Listening,5.0
2159,['Jackie Gleason'],[781399],0.159,0.0991,0.155,172.399,-20.784,1,3,0.942,0.932,0.109,0.0349,0,188520,16,1963,4/29/1963,La Dolce Vita,Easy Listening,5.0
58000,['Martin Denny'],[311074],0.468,0.284,0.19,91.26,-12.693,1,9,0.517,1.25e-05,0.0936,0.0337,0,140000,14,1959,1/1/1959,"Baubles, ******* and Beads",Easy Listening,5.0
39627,['Henry Mancini'],[678009],0.319,0.31,0.0599,86.292,-11.04,0,11,0.854,2.87e-05,0.114,0.028,0,155467,9,1958,1958,Charade (Main ******,Easy Listening,5.0
57944,['Martin Denny'],[311074],0.577,0.176,0.709,152.758,-23.407,1,0,0.672,0.149,0.1,0.0441,0,147760,13,1964,1/1/1964,The **** From Ipanema,Easy Listening,5.0
71174,['Ray Conniff'],[869487],0.473,0.607,0.362,83.94,-10.659,0,5,0.76,0.0559,0.278,0.0327,0,168960,17,1963,1963,Mack The Knife,Easy Listening,5.0
7671,['André Kostelanetz'],[754767],0.617,0.73,0.901,124.298,-10.657,1,7,0.199,0.924,0.645,0.042,0,137693,2,1954,1954,Fools Rush (Where Angels Fear To Tread),Easy Listening,5.0
39659,['Herb Alpert & the Tijuana Brass'],[955773],0.832,0.53,0.867,81.673,-11.55,1,8,0.404,0.956,0.0669,0.0788,0,126893,51,1965,10/1/1965,Spanish Flea,Easy Listening,5.0
19216,['Chantal Kreviazuk'],[199917],0.562,0.385,0.2,99.142,-7.279,1,2,0.733,0.00438,0.11,0.0258,0,279867,43,2002,2002,Feels Like Home,Easy Listening,5.0
2235,['Jackie Gleason'],[781399],0.172,0.28,0.0676,66.154,-11.499,1,2,0.945,0.755,0.104,0.0331,0,142480,15,1954,8/2/1954,The Song Is Ended,Easy Listening,5.0
39695,['Herb Alpert & the Tijuana Brass'],[955773],0.721,0.401,0.434,95.716,-12.639,1,5,0.144,0.768,0.068,0.0338,0,156413,17,1962,12/1/1962,Mexico,Easy Listening,5.0
71164,['Ray Conniff'],[869487],0.424,0.68,0.646,117.306,-13.942,1,8,0.354,0.915,0.458,0.0633,0,190107,22,1962,1962,Swing Little Glow Worm,Easy Listening,5.0
57976,['Martin Denny'],[311074],0.8,0.443,0.852,109.622,-11.441,0,11,0.511,0.301,0.0784,0.0408,0,151987,21,1958,1/1/1958,Voodoo Dreams,Easy Listening,5.0
67668,['Percy Faith'],[305541],0.0859,0.272,0.117,80.219,-11.363,1,5,0.933,0.526,0.113,0.0362,0,216960,33,1963,11/12/1963,Autumn in New York,Easy Listening,5.0
88040,['The Piano Guys'],[2895189],0.542,0.492,0.349,127.922,-9.389,0,0,0.947,0.851,0.0966,0.0275,0,290307,53,2013,1/18/2013,******** / Pavane,Easy Listening,5.0
66912,['Paul Mauriat'],[22574],0.492,0.547,0.945,114.964,-12.762,0,11,0.104,0.185,0.677,0.0311,0,151493,41,1988,2/29/1988,El **** - Version 88,Easy Listening,5.0
63560,['Nelson Riddle'],[322027],0.568,0.52,0.872,74.185,-12.936,1,5,0.13,0.149,0.0953,0.0337,0,142867,23,1962,1/1/1962,My ***** Sons,Easy Listening,5.0
39541,['Henry Mancini'],[678009],0.506,0.363,0.395,120.55,-16.748,1,5,0.869,0.373,0.109,0.0333,0,152147,16,1963,1963,Latin Snowfall,Easy Listening,5.0
63547,['Nelson Riddle'],[322027],0.665,0.434,0.836,102.084,-11.613,0,7,0.676,0.000577,0.12,0.0362,0,132800,12,1962,6/21/1962,Instant Music (Two Beat Society),Easy Listening,5.0
9167,['Arthur Lyman'],[607028],0.548,0.243,0.353,109.681,-21.042,1,8,0.172,0.0454,0.111,0.0416,0,153027,16,1958,1958,Caravan,Easy Listening,5.0
11483,['Bert Kaempfert'],[748088],0.407,0.223,0.155,69.862,-7.989,1,5,0.927,0.213,0.106,0.0286,0,180947,13,1961,1/1/1961,Dreaming The *****,Easy Listening,5.0
57943,['Martin Denny'],[311074],0.49,0.201,0.704,128.717,-22.521,0,9,0.782,0.517,0.096,0.0364,0,174573,8,1962,1/1/1962,Black Orchid,Easy Listening,5.0
39673,['Herb Alpert & the Tijuana Brass'],[955773],0.556,0.657,0.666,93.783,-9.118,0,2,0.59,0.783,0.313,0.0288,0,180933,33,1965,4/1/1965,Love ****** No. 9,Easy Listening,5.0
2210,['Jackie Gleason'],[781399],0.179,0.281,0.087,109.413,-13.695,0,2,0.922,0.834,0.16,0.0347,0,202027,22,1952,11/3/1952,My Funny Valentine,Easy Listening,5.0
9127,['Arthur Lyman'],[607028],0.399,0.195,0.35,69.362,-23.399,0,9,0.137,0.000299,0.159,0.045,0,143627,11,1960,1960,Sakura,Easy Listening,5.0
11489,['Bert Kaempfert'],[748088],0.447,0.331,0.556,110.872,-12.092,0,7,0.766,0.945,0.21,0.0269,0,176107,13,1962,1/1/1962,Similau,Easy Listening,5.0
39539,['Henry Mancini'],[678009],0.531,0.513,0.515,115.4,-11.876,0,5,0.544,0.193,0.0986,0.0625,0,174480,14,1962,1962,"Crocodile, Go Home",Easy Listening,5.0
39551,['Henry Mancini'],[678009],0.482,0.257,0.502,149.406,-12.261,1,0,0.603,0.0887,0.107,0.0294,0,195160,5,1958,1958,One Eyed Cat,Easy Listening,5.0
2203,['Jackie Gleason'],[781399],0.126,0.197,0.0396,77.479,-15.219,0,4,0.943,0.359,0.136,0.041,0,208467,4,1956,12/1/1956,Christmas In Paris,Easy Listening,5.0
2249,['Jackie Gleason'],[781399],0.267,0.074,0.149,137.732,-20.313,1,7,0.914,0.9,0.209,0.0356,0,212173,30,1963,3/4/1963,"It's Been A Long, Long Time",Easy Listening,5.0
57921,['Martin Denny'],[311074],0.713,0.733,0.824,162.65,-6.525,1,9,0.553,0.814,0.173,0.0778,0,143907,11,1957,1957,******** Farewell Song,Easy Listening,5.0
2209,['Jackie Gleason'],[781399],0.196,0.232,0.0914,109.243,-13.955,1,5,0.929,0.54,0.568,0.0352,0,202560,23,1952,11/3/1952,Our Love Is Here To Stay,Easy Listening,5.0
9170,['Arthur Lyman'],[607028],0.604,0.204,0.335,122.859,-18.63,1,5,0.128,0.000121,0.0836,0.0665,0,227360,15,1959,1959,Quiet Village,Easy Listening,5.0
71186,['Ray Conniff'],[869487],0.647,0.42,0.931,119.826,-11.515,1,5,0.568,0.621,0.248,0.0305,0,183267,53,1960,1960,Stranger In Paradise,Easy Listening,5.0
71202,['Ray Conniff'],[869487],0.569,0.363,0.332,123.817,-14.122,1,8,0.758,0.733,0.121,0.031,0,217440,36,1960,1960,Temptation,Easy Listening,5.0
2152,['Jackie Gleason'],[781399],0.181,0.277,0.151,91.177,-12.3,0,2,0.961,0.834,0.184,0.0333,0,221560,3,1954,1/18/1954,I Cover The Waterfront,Easy Listening,5.0
71211,['Ray Conniff'],[869487],0.432,0.56,0.926,77.507,-13.967,1,1,0.64,0.976,0.227,0.0301,0,168067,27,1962,1962,The Poor People of Paris,Easy Listening,5.0
9129,['Arthur Lyman'],[607028],0.261,0.0452,0.0386,63.567,-24.478,1,0,0.92,0.00526,0.0854,0.0391,0,302973,9,1961,1961,September Song,Easy Listening,5.0
39574,['Henry Mancini'],[678009],0.198,0.195,0.0513,94.157,-17.81,1,0,0.982,0.462,0.112,0.0327,0,166159,32,1961,1961,Moon River ******* Version),Easy Listening,5.0
2154,['Jackie Gleason'],[781399],0.0918,0.419,0.0393,174.021,-10.762,0,9,0.816,0.91,0.157,0.0395,0,194640,4,1955,6/6/1955,Come Rain Or Come Shine,Easy Listening,5.0
2240,['Jackie Gleason'],[781399],0.213,0.154,0.0873,112.837,-14.99,1,3,0.872,0.898,0.0931,0.0341,0,189653,13,1954,8/2/1954,Time On My ***** (You In My Arms),Easy Listening,5.0
2168,['Jackie Gleason'],[781399],0.125,0.373,0.06,83.527,-12.699,1,3,0.8,0.798,0.131,0.0381,0,156493,3,1955,6/6/1955,******* I'll Find You,Easy Listening,5.0
39620,['Henry Mancini'],[678009],0.637,0.353,0.81,129.604,-11.752,0,7,0.888,0.405,0.156,0.0339,0,211067,14,1960,1/1/1960,My Friend Andamo,Easy Listening,5.0
57956,['Martin Denny'],[311074],0.317,0.24,0.259,80.123,-10.11,0,9,0.27,0.0,0.097,0.0323,0,177693,6,1958,1/1/1958,Chinese Lullaby,Easy Listening,5.0
28912,['Eden Ahbez'],[53441],0.644,0.228,0.571,130.758,-14.755,1,5,0.858,1.37e-06,0.12,0.0287,0,170160,19,1960,1960,Banana Boy,Easy Listening,5.0
39577,['Henry Mancini'],[678009],0.684,0.303,0.551,106.532,-14.514,1,7,0.752,0.0265,0.0913,0.0277,0,170427,31,1961,1/1/1961,Siesta,Easy Listening,5.0
39629,['Henry Mancini'],[678009],0.302,0.155,0.215,85.052,-18.428,0,7,0.953,0.822,0.159,0.0289,0,163920,12,1960,1/1/1960,Softly,Easy Listening,5.0
61715,['Mitch Miller'],[577261],0.593,0.593,0.835,108.906,-9.365,1,0,0.752,0.768,0.376,0.0272,0,143867,21,1950,1950,March From The River Kwai and Colonel *****,Easy Listening,5.0
2279,['Jackie Gleason'],[781399],0.0943,0.483,0.0383,82.674,-8.115,0,7,0.648,0.539,0.199,0.0379,0,193613,4,1955,6/6/1955,The Thrill Is Gone,Easy Listening,5.0
11469,['Bert Kaempfert'],[748088],0.259,0.171,0.158,78.933,-16.331,1,3,0.605,0.86,0.212,0.0332,0,170160,7,1961,1/1/1961,When I Fall In Love,Easy Listening,5.0
39529,['Henry Mancini'],[678009],0.389,0.463,0.331,99.235,-10.338,1,0,0.897,1.1e-06,0.203,0.0307,0,156267,7,1958,1958,In the Arms of Love,Easy Listening,5.0
39523,['Henry Mancini'],[678009],0.544,0.465,0.607,95.32,-10.666,0,0,0.686,0.684,0.119,0.0333,0,224467,11,1959,1959,**** Steel,Easy Listening,5.0
39658,['Herb Alpert & the Tijuana Brass'],[955773],0.603,0.36,0.614,171.056,-12.999,1,5,0.338,0.329,0.0489,0.0456,0,229827,35,1962,12/1/1962,**********,Easy Listening,5.0
57962,['Martin Denny'],[311074],0.443,0.293,0.27,84.062,-14.393,0,9,0.783,0.31,0.212,0.0311,0,121107,42,1959,1/1/1959,The Enchanted Sea,Easy Listening,5.0
2221,['Jackie Gleason'],[781399],0.206,0.18,0.0743,80.346,-13.483,1,5,0.898,0.899,0.142,0.0338,0,192720,25,1954,8/2/1954,I Remember You,Easy Listening,5.0
57942,['Martin Denny'],[311074],0.522,0.528,0.203,104.461,-15.615,1,5,0.0515,0.0196,0.295,0.097,0,162547,9,1959,1/1/1959,Caravan,Easy Listening,5.0
28913,['Eden Ahbez'],[53441],0.799,0.423,0.648,113.86,-13.87,0,10,0.853,0.0,0.103,0.0572,0,111133,18,1960,1960,Mongoose,Easy Listening,5.0
7675,['André Kostelanetz'],[754767],0.326,0.299,0.207,136.595,-17.151,1,5,0.922,0.877,0.307,0.0402,0,415067,0,1949,1949,Capriccio Burlesco,Easy Listening,5.0
39562,['Henry Mancini'],[678009],0.0833,0.139,0.0393,169.573,-19.683,1,1,0.948,0.838,0.115,0.0326,0,159745,53,1961,1961,Moon River(Original Main ******,Easy Listening,5.0
39712,['Herb Alpert & the Tijuana Brass'],[955773],0.593,0.317,0.69,132.235,-12.203,0,7,0.696,0.88,0.115,0.0312,0,156760,23,1965,10/1/1965,And The Angels Sing,Easy Listening,5.0
39624,['Henry Mancini'],[678009],0.247,0.258,0.215,128.742,-10.024,1,7,0.988,2.57e-05,0.232,0.0315,0,161360,30,1965,1965,Dear Heart,Easy Listening,5.0
39520,['Henry Mancini'],[678009],0.63,0.968,0.973,144.087,-6.715,0,9,0.857,0.916,0.342,0.0366,0,87560,23,1963,1963,Shades Of Sennett,Easy Listening,5.0
2243,['Jackie Gleason'],[781399],0.209,0.334,0.0586,78.232,-7.986,1,10,0.891,0.893,0.137,0.0299,0,195973,2,1953,3/16/1953,Temptation,Easy Listening,5.0
39610,['Henry Mancini'],[678009],0.554,0.512,0.739,136.877,-11.162,0,0,0.762,0.734,0.138,0.0458,0,189667,12,1961,10/19/1961,Loose Caboose - Remastered,Easy Listening,5.0
9122,['Arthur Lyman'],[607028],0.386,0.00701,0.284,110.583,-35.704,1,5,0.929,0.86,0.0891,0.0502,0,181240,8,1958,1958,Ke Kali Ne Au,Easy Listening,5.0
57938,['Martin Denny'],[311074],0.33,0.434,0.231,188.264,-13.695,0,4,0.857,0.000595,0.0888,0.0566,0,176960,8,1958,1/1/1958,Summertime,Easy Listening,5.0
11459,['Bert Kaempfert'],[748088],0.384,0.434,0.325,56.204,-7.435,1,10,0.785,0.926,0.204,0.0308,0,156147,17,1965,1/1/1965,Moon Over Naples (Spanish Eyes),Easy Listening,5.0
2189,['Jackie Gleason'],[781399],0.197,0.272,0.0539,141.061,-13.707,1,10,0.839,0.629,0.128,0.0384,0,173360,4,1956,12/1/1956,Winter Wonderland,Easy Listening,5.0
88043,['The Piano Guys'],[2895189],0.602,0.667,0.489,140.038,-7.55,1,8,0.809,0.892,0.109,0.0317,0,241840,53,2014,10/3/2014,Let It Go,Easy Listening,5.0
63551,['Nelson Riddle'],[322027],0.595,0.534,0.845,83.455,-10.882,1,5,0.594,8.01e-05,0.753,0.0284,0,145720,12,1964,1964,Java,Easy Listening,5.0
39584,['Henry Mancini'],[678009],0.558,0.437,0.746,136.788,-13.911,0,0,0.754,0.857,0.0711,0.0419,0,192212,28,1961,1961,Loose Caboose,Easy Listening,5.0
39696,['Herb Alpert & the Tijuana Brass'],[955773],0.614,0.388,0.905,151.571,-10.319,1,3,0.657,0.789,0.378,0.034,0,167227,17,1962,12/1/1962,Tijuana **********,Easy Listening,5.0
39722,['Herb Alpert'],[674332],0.559,0.49,0.464,80.225,-12.983,0,5,0.499,2.69e-05,0.365,0.0286,0,354973,39,1987,2/1/1987,Making Love In The Rain,Easy Listening,5.0
39544,['Henry Mancini'],[678009],0.404,0.187,0.0604,85.839,-13.863,0,2,0.95,0.921,0.0947,0.0272,0,159627,5,1958,1958,Ludmilla's Theme,Easy Listening,5.0
