,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),genre,genre_id
53315,['Leonard Bernstein'],[239859],0.536,0.266,0.311,126.629,-14.261,0,5,0.954,0.928,0.499,0.0579,0,202573,20,1960,1960,Billy the Kid Suite: II. Street in a Frontier Town,Classical,2.0
36755,['Giuseppe di Stefano'],[731975],0.403,0.232,0.443,91.751,-19.671,1,10,0.955,0.00178,0.219,0.0753,0,157373,5,1955,1/1/1955,"L'elisir d'amore / Act ** ""Signor sargente""",Classical,2.0
57236,['Maria Callas'],[740576],0.211,0.0738,0.0432,84.173,-18.933,0,9,0.984,0.000687,0.0925,0.0435,0,333413,10,1954,1954,"Puccini: Suor Angelica, 'Sister Angelica': ""Senza mamma, O ****** (Sister Angelica)",Classical,2.0
37251,['Glenn Gould'],[803752],0.226,0.0527,0.0628,61.794,-25.561,1,11,0.979,0.948,0.0926,0.0367,0,563293,27,1966,1966,"Piano Concerto No. 5 in E-Flat Major, Op. 73: II. Adagio un poco mosso",Classical,2.0
53355,['Leonard Bernstein'],[239859],0.105,0.123,0.0382,86.619,-20.965,1,4,0.944,0.551,0.0946,0.0443,0,507293,0,1935,1935,"Violin Concerto, Op. *** II. Andante",Classical,2.0
57337,['Maria Callas'],[740576],0.209,0.129,0.073,77.514,-13.94,1,1,0.991,0.0526,0.0788,0.043,0,287867,35,1955,1955,"Puccini: Madama Butterfly, Act * Scene ** ""Un bel di vedremo"" (Butterfly)",Classical,2.0
37068,['Glenn Gould'],[803752],0.387,0.163,0.615,88.722,-26.44,0,4,0.994,0.895,0.146,0.0428,0,169907,23,1964,1964,"Prelude & Fugue No. **** E Minor, BWV 855: Prelude",Classical,2.0
3624,['Wolfgang Amadeus Mozart'],[26350],0.401,0.14,0.326,130.037,-22.696,1,0,0.99,0.929,0.078,0.0338,0,283213,54,2006,6/5/2006,"Mozart / Arr Grieg: Piano Sonata No. ** in C Major, K. 545: I. Allegro (Arr. Grieg for * Pianos) [Live]",Classical,2.0
3347,['Wolfgang Amadeus Mozart'],[26350],0.302,0.0985,0.182,116.951,-19.963,1,0,0.976,0.767,0.0967,0.0431,0,372027,0,1938,1938,"Quatuor à cordes No. ** in F Major, K. 590: II. Allegretto",Classical,2.0
3105,['Wolfgang Amadeus Mozart'],[26350],0.403,0.232,0.534,153.767,-12.137,1,0,0.902,0.248,0.135,0.0415,0,429240,0,1948,1948,"Quintet No. 3 in C Major for Strings, K. **** IV. Allegro",Classical,2.0
55863,['Luciano Pavarotti'],[579458],0.244,0.174,0.0398,84.824,-16.742,1,7,0.974,0.0485,0.105,0.0424,0,252453,47,1973,1/1/1973,"La Bohème / Act ** ""O soave fanciulla""",Classical,2.0
37110,['Glenn Gould'],[803752],0.259,0.296,0.611,86.279,-17.406,0,6,0.995,0.93,0.115,0.0392,0,194747,8,1957,1957,"The Well-Tempered Clavier, Book II: Fugue in F-Sharp Minor, BWV 883 - Remastered",Classical,2.0
53162,['Leonard Bernstein'],[239859],0.137,0.273,0.118,84.138,-14.106,1,2,0.876,0.932,0.248,0.0328,0,874160,16,1968,1968,"Symphony No. * in D Major, Op. 43: IV. Finale. Allegro moderato",Classical,2.0
37198,['Glenn Gould'],[803752],0.562,0.461,0.961,86.493,-14.43,1,7,0.951,0.802,0.141,0.0521,0,50480,43,1981,1981,"Goldberg Variations, BWV 988: Variation 4 a * Clav.",Classical,2.0
36996,['Glenn Gould'],[803752],0.264,0.33,0.947,146.103,-18.012,1,2,0.989,0.881,0.147,0.0339,0,66027,7,1955,1955,"******* No. 5 in G Major, BWV **** III. Courente",Classical,2.0
2948,['Wolfgang Amadeus Mozart'],[26350],0.307,0.0721,0.15,82.628,-20.791,1,5,0.994,0.000421,0.098,0.0551,0,324893,0,1954,1/1/1954,"Mozart: Abendempfindung, K. ***",Classical,2.0
53172,['Leonard Bernstein'],[239859],0.233,0.066,0.0398,83.503,-21.132,0,9,0.866,0.756,0.0988,0.0365,0,583160,11,1960,1960,"Symphony No. 7 in A Major, Op. *** II. Allegretto",Classical,2.0
57255,['Maria Callas'],[740576],0.439,0.0761,0.0963,80.354,-17.713,1,5,0.985,2.56e-06,0.252,0.0829,0,104800,0,1953,1953,"Ponchielli : La Gioconda : Act * ""E' un anatema!"" [Gioconda, Laura]",Classical,2.0
11723,['Bidu Sayão'],[1950198],0.319,0.246,0.187,106.959,-13.432,1,9,0.972,0.00129,0.345,0.0478,0,137307,0,1942,1942,Quando m'en vo soletta (Musetta's Waltz) from La bohème (Act II),Classical,2.0
19051,['Cecilia Bartoli'],[641626],0.179,0.00752,0.046,69.023,-30.396,0,5,0.993,0.19,0.0606,0.049,0,350827,50,1992,1/1/1992,Sposa son disprezzata,Classical,2.0
3544,['Wolfgang Amadeus Mozart'],[26350],0.484,0.128,0.297,122.656,-19.312,1,10,0.987,1.02e-05,0.16,0.0668,0,274467,8,1955,1955,"Le nozze di Figaro, K. **** Act IV Scene 8: Tutto è disposto … Aprite un po' quelgli occhi (Figaro)",Classical,2.0
2794,['Wolfgang Amadeus Mozart'],[26350],0.383,0.132,0.237,109.379,-20.337,1,10,0.99,0.00787,0.542,0.0693,0,167440,0,1942,1/1/1942,"Don Giovanni, K. *** (Excerpts): Là ci darem la mano",Classical,2.0
7758,['André Previn'],[30250],0.708,0.279,0.585,64.2,-14.254,1,8,0.926,0.905,0.0935,0.0382,0,256209,15,1953,6/24/1953,Ain't Misbehaving,Classical,2.0
36752,['Giuseppe di Stefano'],[731975],0.43,0.245,0.338,118.642,-14.882,1,9,0.97,0.0723,0.659,0.0417,0,271893,0,1953,1953,"I Puritani ***** - Remaster), Act I, Scena terza: Ferma. Invan rapir pretendi ... (Riccardo/Arturo/Enrichetta/Elvira/Bruno/Giorgio/Coro)",Classical,2.0
2961,['Wolfgang Amadeus Mozart'],[26350],0.215,0.0329,0.0348,129.74,-27.218,0,5,0.987,0.952,0.132,0.052,0,257493,24,1984,1/1/1984,Giovanni Battista Pergolesi: Stabat Mater: Quando Corpus Morietur And Amen,Classical,2.0
7769,['André Previn'],[30250],0.123,0.0564,0.0353,68.025,-19.547,0,0,0.966,0.837,0.139,0.0392,0,606587,8,1949,1949,"Symphonie concertante: II. Adagio, ma non troppo",Classical,2.0
3052,['Wolfgang Amadeus Mozart'],[26350],0.387,0.308,0.259,146.046,-10.84,1,6,0.938,0.781,0.24,0.0524,0,523653,0,1948,1948,"Symphony No. ** in C Major, K. *** ""Jupiter"": I. Allegro vivace",Classical,2.0
53411,['Leonard Bernstein'],[239859],0.0883,0.025,0.0343,166.005,-31.774,1,11,0.957,0.853,0.119,0.0413,0,313693,13,1958,1958,The Firebird Suite ***** Version): IV. The Princesses' Round,Classical,2.0
37187,['Glenn Gould'],[803752],0.388,0.31,0.938,107.869,-22.989,0,9,0.993,0.916,0.135,0.0555,0,109373,24,1957,1957,"******* No. 3 in A Minor, BWV **** I. Fantasia",Classical,2.0
3144,['Wolfgang Amadeus Mozart'],[26350],0.392,0.0722,0.253,92.167,-27.466,1,3,0.994,0.894,0.121,0.0468,0,374227,0,1945,1945,Adagio II,Classical,2.0
2956,['Wolfgang Amadeus Mozart'],[26350],0.216,0.00843,0.144,70.452,-27.064,1,8,0.99,0.845,0.111,0.0401,0,283133,33,1979,1979,"Concerto for Horn and Orchestra in E-flat Major, K.447: II. Romance. Larghetto - ************",Classical,2.0
53114,['Leonard Bernstein'],[239859],0.164,0.0746,0.0388,133.527,-26.333,0,10,0.884,0.773,0.095,0.0405,0,209920,18,1958,1958,"Le sacre du printemps: Pt. * ""Adoration of the Earth"", Introduction - **** Version",Classical,2.0
57295,['Maria Callas'],[740576],0.395,0.0832,0.106,172.796,-23.859,1,0,0.951,0.0,0.177,0.376,0,69840,1,1955,1955,"La Forza del Destino ***** - Remaster), Act II: Chi mi cerca?",Classical,2.0
37048,['Glenn Gould'],[803752],0.616,0.49,0.93,104.12,-13.617,1,9,0.979,0.267,0.245,0.0362,0,245027,14,1957,1957,"Keyboard Concerto No. 4 in A Major, BWV ***** I. Allegro",Classical,2.0
53033,['Leonard Bernstein'],[239859],0.191,0.266,0.105,80.329,-13.881,0,0,0.816,0.927,0.128,0.0395,0,520173,11,1960,1960,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Classical,2.0
11731,['Bidu Sayão'],[1950198],0.542,0.133,0.527,120.005,-15.67,1,8,0.99,0.0902,0.0836,0.0559,0,128507,0,1942,1942,Folk Songs of Brazil: Capim di Pranta,Classical,2.0
55861,['Luciano Pavarotti'],[579458],0.467,0.309,0.461,81.555,-14.882,1,3,0.977,0.00143,0.181,0.0962,0,103867,43,1968,1/1/1968,"La fille du régiment / Act ** Ah! mes amis, quel jour de fête!",Classical,2.0
53158,['Leonard Bernstein'],[239859],0.428,0.346,0.504,124.572,-14.561,1,0,0.743,0.911,0.134,0.037,0,245133,11,1962,1962,"Slovanic Dances, Op. 46, B. 83: No. ** Furiant",Classical,2.0
36944,['Glenn Gould'],[803752],0.382,0.047,0.133,129.998,-27.737,0,11,0.994,0.872,0.0946,0.0381,0,142787,16,1961,1961,"Intermezzo No. * in B Minor, Op. *** - Adagio - Remastered",Classical,2.0
37119,['Glenn Gould'],[803752],0.307,0.227,0.777,171.192,-22.673,0,11,0.994,0.927,0.118,0.0504,0,63373,16,1963,1963,"Sinfonia No. ** in B Minor, BWV ***",Classical,2.0
2807,['Wolfgang Amadeus Mozart'],[26350],0.303,0.137,0.428,150.284,-14.866,1,7,0.945,0.899,0.291,0.0349,0,285867,0,1947,1947,"Symphony No. ** in C Major, K. *** ""Jupiter"" ***** Mono Version): III. Menuetto. Allegretto",Classical,2.0
37259,['Glenn Gould'],[803752],0.289,0.103,0.88,122.551,-29.626,1,0,0.992,0.912,0.0983,0.0495,0,145107,15,1956,1956,"The Well-Tempered Clavier, Book ** Prelude No. * in C Major, BWV 846",Classical,2.0
68560,['Pierre Boulez'],[795288],0.434,0.199,0.55,95.151,-13.685,1,2,0.983,0.769,0.505,0.0319,0,142133,28,1975,1975,"Water Music: Suite No. * in D Major, HWV 349, I. Allegro",Classical,2.0
53372,['Leonard Bernstein'],[239859],0.27,0.225,0.157,66.71,-16.085,0,4,0.844,0.908,0.0598,0.0344,0,664293,20,1962,1962,"Symphony No. 9 in E Minor, Op. 95, B. *** ""From the New World"": I. Adagio - Allegro molto",Classical,2.0
36940,['Glenn Gould'],[803752],0.346,0.21,0.242,89.095,-18.643,1,0,0.973,0.864,0.0851,0.0285,0,771867,16,1957,1957,"Piano Concerto No. * in C Major, Op. *** I. Allegro con brio",Classical,2.0
55859,['Luciano Pavarotti'],[579458],0.212,0.301,0.0798,84.025,-12.505,1,2,0.963,0.0033,0.13,0.0384,0,177333,63,1973,1/1/1973,"Turandot / Act 3: ""Nessun dorma!""",Classical,2.0
3392,['Wolfgang Amadeus Mozart'],[26350],0.32,0.0428,0.173,66.667,-24.863,1,10,0.977,0.532,0.191,0.0367,0,418133,52,1997,1997,"Piano Quartet No. * in G Minor, K. 478: II. Andante",Classical,2.0
3059,['Wolfgang Amadeus Mozart'],[26350],0.349,0.102,0.404,115.846,-21.377,1,9,0.957,0.016,0.252,0.0373,0,563213,0,1949,1/1/1949,"Concerto for Clarinet and Orchestra in A Major, ****** 3. Rondo (Allegro)",Classical,2.0
3510,['Wolfgang Amadeus Mozart'],[26350],0.313,0.341,0.377,96.449,-9.315,0,7,0.912,0.91,0.169,0.0319,0,277080,0,1942,1942,"Symphony No. ** in G Minor, K. **** I. Allegro con brio",Classical,2.0
3487,['Wolfgang Amadeus Mozart'],[26350],0.445,0.127,0.319,160.774,-20.387,1,5,0.986,0.003,0.135,0.0638,0,385893,9,1955,1955,"Le nozze di Figaro, K. **** Act II Scene *** Ah signor (Antonio, Conte, Susanna, Contessa, Figaro)",Classical,2.0
53157,['Leonard Bernstein'],[239859],0.0854,0.00697,0.0594,166.511,-38.076,1,1,0.776,0.0676,0.08,0.039,0,74667,9,1962,1962,Appalachian Spring: VI. Meno mosso,Classical,2.0
37153,['Glenn Gould'],[803752],0.337,0.134,0.725,92.351,-23.837,1,10,0.995,0.904,0.0773,0.0432,0,114760,29,1957,1957,"******* No. * in B-Flat Major, BWV **** I. Prelude",Classical,2.0
3602,['Wolfgang Amadeus Mozart'],[26350],0.296,0.115,0.102,90.029,-19.629,1,3,0.969,0.749,0.132,0.0431,0,401400,49,1994,1/25/1994,"Die Zauberflöte, K. **** Ouverture",Classical,2.0
37065,['Glenn Gould'],[803752],0.269,0.428,0.947,107.608,-22.335,1,10,0.989,0.918,0.113,0.0505,0,54547,17,1964,1964,"Invention No. ** in G Minor, BWV *** - Remastered",Classical,2.0
7779,['André Previn'],[30250],0.43,0.0218,0.122,124.857,-29.4,1,0,0.98,0.933,0.0779,0.0426,0,339707,15,1959,1959,Gigi,Classical,2.0
2853,['Wolfgang Amadeus Mozart'],[26350],0.598,0.13,0.519,80.295,-19.058,1,10,0.982,0.0,0.0992,0.0947,0,220773,0,1948,1948,"Le nozze di Figaro, K. **** Act IV: ""Aprite un po'que gl'occhi""",Classical,2.0
36951,['Glenn Gould'],[803752],0.317,0.139,0.685,97.494,-21.881,1,0,0.995,0.908,0.102,0.0351,0,341920,34,1970,1970,Sellinger's Round,Classical,2.0
36914,['Glenn Gould'],[803752],0.703,0.254,0.962,95.996,-25.798,0,0,0.995,0.932,0.111,0.0594,0,132480,18,1957,1957,"Fantasy in C minor, BWV ***",Classical,2.0
3241,['Wolfgang Amadeus Mozart'],[26350],0.525,0.0708,0.435,113.769,-23.52,1,10,0.99,0.00201,0.162,0.0461,0,154333,16,1955,1955,"Le nozze di Figaro, K. **** Act I Scene ** Se a caso madama (Figaro, Susanna)",Classical,2.0
53228,['Leonard Bernstein'],[239859],0.675,0.419,0.622,118.958,-10.943,1,0,0.566,0.0,0.106,0.504,0,126000,38,1961,1961,West Side Story: Act I: Jet Song,Classical,2.0
53056,['Leonard Bernstein'],[239859],0.447,0.112,0.451,134.448,-21.055,1,0,0.963,4e-05,0.891,0.0587,0,79373,0,1950,1950,"**** Theatre Piece for Singers, Players and Dancers I: 3. Trope: ""Hurry""",Classical,2.0
3368,['Wolfgang Amadeus Mozart'],[26350],0.124,0.086,0.128,88.017,-26.862,1,3,0.91,0.515,0.111,0.045,0,459067,0,1948,1948,"Quintet No. * in B-Flat Major for Strings, K. **** II. Adagio",Classical,2.0
2899,['Wolfgang Amadeus Mozart'],[26350],0.381,0.0861,0.202,75.419,-18.525,1,5,0.96,8.16e-05,0.0403,0.0386,0,259040,24,1964,1964,"Mozart: Die Zauberflöte, K. **** Act * Scene *** No. *** Arie, ""Ein Mädchen oder Weibchen"" (Papageno)",Classical,2.0
53023,['Leonard Bernstein'],[239859],0.1,0.0431,0.039,89.816,-26.814,0,9,0.924,0.948,0.0718,0.0387,0,552533,0,1950,1950,"Chichester Psalms: III. Psalm *** ""Adonai, Adonai"" - Psalm ***** ""Hineh mah tov""",Classical,2.0
3008,['Wolfgang Amadeus Mozart'],[26350],0.0647,0.023,0.0502,67.459,-28.525,1,5,0.99,0.878,0.1,0.0432,0,459000,36,1998,1/1/1998,"******* Concerto In B Flat, ****** ** Andante ma adagio - Cadenza: Dietmar Zeman",Classical,2.0
7748,['André Previn'],[30250],0.0866,0.239,0.178,84.494,-17.612,1,2,0.867,0.348,0.363,0.0355,0,74867,4,1958,8/4/1958,Gigi's Big Moment,Classical,2.0
57303,['Maria Callas'],[740576],0.402,0.433,0.324,80.045,-10.504,1,8,0.902,0.0187,0.102,0.0434,0,111600,11,1954,1954,"Verdi : La Traviata : Act * ""Si ridesta in ciel l'aurora"" [Violetta, Alfredo, Gastone, Barone, Marchese, Flora]",Classical,2.0
53061,['Leonard Bernstein'],[239859],0.243,0.0561,0.0396,128.42,-22.131,0,4,0.887,0.626,0.0875,0.0403,0,583200,11,1960,1960,"Symphony No. 7 in A Major, Op. *** II. Allegretto",Classical,2.0
7768,['André Previn'],[30250],0.194,0.0733,0.158,97.21,-24.556,1,10,0.936,0.579,0.0937,0.0373,0,85600,4,1953,11/26/1953,Lilli's Cork,Classical,2.0
53365,['Leonard Bernstein'],[239859],0.441,0.204,0.562,117.348,-18.049,0,9,0.878,0.0355,0.713,0.0635,0,103627,0,1950,1950,"**** Theatre Piece for Singers, Players and Dancers I: 4. Trope: ""World Without End""",Classical,2.0
53181,['Leonard Bernstein'],[239859],0.369,0.175,0.662,84.886,-16.151,1,0,0.943,0.903,0.111,0.0449,0,407200,9,1962,1962,Danzón Cubano,Classical,2.0
3311,['Wolfgang Amadeus Mozart'],[26350],0.171,0.0617,0.112,93.664,-25.353,1,3,0.93,0.389,0.154,0.0459,0,438760,0,1938,1938,"Quatuor à cordes No. ** in B-Flat Major, K. 458 ""La ******** III. Adagio",Classical,2.0
57296,['Maria Callas'],[740576],0.242,0.113,0.0365,88.85,-19.19,0,3,0.982,9.07e-05,0.0918,0.0433,0,273293,0,1950,1950,"Un ballo in maschera*: Act III: Morro, ma prima in grazia",Classical,2.0
3398,['Wolfgang Amadeus Mozart'],[26350],0.379,0.0686,0.287,137.578,-20.443,1,3,0.994,0.904,0.116,0.0369,0,673373,0,1938,1938,"Quintette pour piano et vents in E-Flat Major, K. **** I. Largo - Allegro moderato",Classical,2.0
37211,['Glenn Gould'],[803752],0.413,0.357,0.897,109.422,-21.115,0,9,0.992,0.903,0.183,0.0548,0,87627,23,1957,1957,"******* No. 3 in A Minor, BWV **** VII. Gigue",Classical,2.0
53029,['Leonard Bernstein'],[239859],0.291,0.547,0.318,146.355,-13.241,1,4,0.845,0.84,0.26,0.152,0,280680,14,1957,1957,West Side Story: Overture,Classical,2.0
53252,['Leonard Bernstein'],[239859],0.531,0.394,0.708,79.584,-9.978,1,0,0.769,0.0,0.265,0.0886,0,202200,36,1961,1961,West Side Story: Act II: ******* - Quintet,Classical,2.0
