,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),genre,genre_id
15177,['Bob Newhart'],[67561],0.489,0.953,0.182,81.907,-10.525,0,10,0.941,1.5e-06,0.976,0.916,0,163773,8,1961,1961,TV Commericals,Comedy/Spoken,4.0
81654,['The Smothers Brothers'],[899198],0.622,0.214,0.694,139.479,-19.795,1,4,0.683,0.0,0.0863,0.0401,0,189133,6,1962,1962,Apples Peaches And Cherries,Comedy/Spoken,4.0
1301,['Jack Kerouac'],[120487],0.565,0.0743,0.326,87.313,-24.968,1,1,0.959,1.39e-05,0.191,0.311,0,112733,13,1959,1959,The Wheel of the Quivering Meat Conception (with Steve Allen),Comedy/Spoken,4.0
1309,['Jack Kerouac'],[120487],0.657,0.0698,0.414,109.84,-23.183,1,1,0.889,0.0,0.518,0.535,0,605040,8,1959,1959,Conclusion of the Railroad Earth,Comedy/Spoken,4.0
33296,['Flight of the Conchords'],[513813],0.823,0.783,0.866,95.986,-7.839,0,5,0.0761,0.00754,0.107,0.0744,0,245160,48,2008,4/22/2008,Business Time,Comedy/Spoken,4.0
11915,['Bill Cosby'],[70534],0.561,0.673,0.592,62.984,-11.158,1,8,0.925,0.0,0.244,0.945,0,181307,13,1963,1963,"Noah: Me and You, Lord",Comedy/Spoken,4.0
33297,['Flight of the Conchords'],[513813],0.897,0.594,0.557,106.0,-7.408,1,1,0.0805,0.0,0.438,0.264,0,158147,48,2009,10/20/2009,Hurt Feelings,Comedy/Spoken,4.0
5717,['Adam Sandler'],[500612],0.788,0.455,0.605,131.459,-8.761,1,9,0.362,0.0,0.139,0.0587,1,235040,39,1996,2/9/1996,Ode to My Car,Comedy/Spoken,4.0
72806,['Robin Williams'],[287860],0.604,0.874,0.273,104.986,-11.406,1,8,0.882,0.0,0.96,0.948,0,141907,26,1986,4/11/1986,Marijuana - Live,Comedy/Spoken,4.0
92485,['Tom Lehrer'],[611877],0.586,0.607,0.857,134.66,-11.918,1,3,0.889,0.0,0.739,0.777,0,194800,20,1965,1/1/1965,****,Comedy/Spoken,4.0
77737,['Spinal Tap'],[12654],0.718,0.439,0.939,140.596,-13.236,1,9,0.778,0.000212,0.308,0.0524,0,145400,34,1984,1/1/1984,Gimme **** Money,Comedy/Spoken,4.0
15172,['Bob Newhart'],[67561],0.445,0.632,0.288,81.043,-18.626,1,11,0.914,0.0,0.956,0.942,0,569307,12,1960,1960,The Grace L. Ferguson Airline (And Storm Door Co.),Comedy/Spoken,4.0
43019,['Jerry Lewis'],[278559],0.508,0.317,0.733,112.15,-8.581,1,8,0.234,0.0,0.091,0.0338,0,173133,5,1956,1/1/1956,Back In Your Own Back Yard,Comedy/Spoken,4.0
1922,['Spike Jones'],[744548],0.647,0.656,0.903,98.393,-8.899,1,3,0.993,0.00909,0.393,0.152,0,152880,2,1943,10/14/1943,Ridin' for a Fall,Comedy/Spoken,4.0
72027,['Richard Pryor'],[295415],0.511,0.748,0.221,107.134,-13.023,1,6,0.855,0.0,0.848,0.935,1,70160,24,1975,1975,Flying Saucers - Remastered,Comedy/Spoken,4.0
96737,['Whoopi Goldberg'],[820780],0.699,0.417,0.372,121.855,-15.677,0,9,0.268,0.0,0.1,0.0926,0,220213,59,1994,1/1/1994,"Be Prepared - From ""The Lion King"" / Soundtrack Version",Comedy/Spoken,4.0
92468,['Tom Lehrer'],[611877],0.616,0.526,0.921,108.042,-12.266,1,3,0.86,0.0,0.719,0.886,0,155693,25,1965,1/1/1965,National Brotherhood Week,Comedy/Spoken,4.0
5719,['Adam Sandler'],[500612],0.396,0.577,0.343,88.212,-13.277,1,6,0.826,0.0,0.954,0.823,0,228133,29,1993,9/24/1993,The Thanksgiving Song,Comedy/Spoken,4.0
43022,['Jerry Lewis'],[278559],0.65,0.29,0.826,104.25,-10.413,1,0,0.609,0.0,0.329,0.0308,0,133533,14,1956,1/1/1956,I've Got The World On A String,Comedy/Spoken,4.0
73678,['Rudy Ray Moore'],[364861],0.662,0.464,0.437,85.035,-11.695,0,3,0.98,1.84e-05,0.752,0.939,0,159999,10,1959,1959,My ****,Comedy/Spoken,4.0
72030,['Richard Pryor'],[295415],0.429,0.75,0.234,76.301,-13.897,1,6,0.817,3.21e-06,0.682,0.958,1,222667,22,1975,1975,Black & White Life ****** - Remastered Version,Comedy/Spoken,4.0
28793,['Eddie Murphy'],[142208],0.485,0.978,0.0509,101.297,-9.503,1,9,0.88,0.0,0.678,0.888,1,411093,22,1982,1982,Singers,Comedy/Spoken,4.0
15180,['Bob Newhart'],[67561],0.493,0.536,0.432,94.967,-19.096,1,6,0.933,0.0,0.895,0.928,0,378960,15,1960,1960,Bus Drivers School,Comedy/Spoken,4.0
42514,['Jeff Foxworthy'],[225690],0.486,0.533,0.204,55.663,-15.784,0,0,0.82,0.0,0.876,0.949,0,589080,39,2004,7/6/2004,T.V. And Its Side Effects,Comedy/Spoken,4.0
60489,['Mike Birbiglia'],[404529],0.52,0.832,0.56,105.209,-6.715,0,3,0.875,0.0,0.535,0.924,0,391853,43,2011,4/18/2011,Don't Tell Anyone,Comedy/Spoken,4.0
11902,['Bill Cosby'],[70534],0.532,0.868,0.0549,91.105,-14.188,0,10,0.74,0.0,0.886,0.913,0,75640,16,1963,1963,Noah: And the Neighbor,Comedy/Spoken,4.0
72804,['Robin Williams'],[287860],0.581,0.905,0.198,95.519,-10.797,1,5,0.834,0.0,0.787,0.945,0,111347,26,1986,4/11/1986,Khadafi - Live,Comedy/Spoken,4.0
11918,['Bill Cosby'],[70534],0.438,0.746,0.577,85.178,-14.337,1,1,0.926,0.0,0.786,0.924,0,226373,14,1965,1965,Baby,Comedy/Spoken,4.0
92446,['Tom Lehrer'],[611877],0.501,0.451,0.847,80.614,-12.767,1,3,0.897,0.0,0.751,0.83,0,131893,16,1965,1/1/1965,The Folk Song Army,Comedy/Spoken,4.0
92488,['Tom Lehrer'],[611877],0.495,0.348,0.469,109.763,-17.059,1,8,0.941,0.0,0.738,0.64,0,141440,10,1960,1/1/1960,The Wiener Schnitzel Waltz,Comedy/Spoken,4.0
1299,['Jack Kerouac'],[120487],0.667,0.152,0.557,107.969,-22.002,1,5,0.971,0.0,0.117,0.5,0,370707,14,1959,1959,I Had a Slouch Hat Too One Time (with Steve Allen),Comedy/Spoken,4.0
72817,['Robin Williams'],[287860],0.545,0.735,0.168,81.632,-14.15,1,8,0.789,0.0,0.729,0.96,0,173640,24,1986,4/11/1986,Cops - Live,Comedy/Spoken,4.0
33294,['Flight of the Conchords'],[513813],0.848,0.56,0.724,99.856,-8.666,0,9,0.54,6.24e-05,0.0761,0.346,0,129107,48,2008,4/22/2008,************** vs. ************,Comedy/Spoken,4.0
72799,['Robin Williams'],[287860],0.52,0.552,0.424,111.722,-19.593,1,1,0.857,1.25e-05,0.972,0.907,1,486429,25,1979,1/1/1979,Nicky Lenin,Comedy/Spoken,4.0
11916,['Bill Cosby'],[70534],0.588,0.704,0.472,86.866,-11.302,1,8,0.88,0.0,0.897,0.919,0,105733,12,1963,1963,Little Tiny Hairs,Comedy/Spoken,4.0
72038,['Richard Pryor'],[295415],0.418,0.83,0.549,124.052,-7.7,0,6,0.234,0.00141,0.244,0.119,0,403800,28,1978,1/1/1978,Emerald City Sequence,Comedy/Spoken,4.0
7290,['Allan Sherman'],[2273],0.505,0.403,0.382,93.871,-12.125,1,8,0.85,0.0,0.661,0.129,0,197333,15,1963,1963,Return to Camp *******,Comedy/Spoken,4.0
92454,['Tom Lehrer'],[611877],0.562,0.435,0.591,111.367,-13.963,1,7,0.965,0.0,0.932,0.575,0,159467,34,1959,1/1/1959,Poisoning Pigeons In The Park,Comedy/Spoken,4.0
73682,['Rudy Ray Moore'],[364861],0.605,0.536,0.67,79.104,-9.131,1,8,0.969,1.19e-05,0.805,0.831,0,136094,9,1962,1962,The Plane Started Dipping,Comedy/Spoken,4.0
72810,['Robin Williams'],[287860],0.57,0.622,0.262,130.604,-22.756,1,9,0.876,0.000406,0.686,0.919,1,76017,24,1983,1/1/1983,Richard Simmons,Comedy/Spoken,4.0
11912,['Bill Cosby'],[70534],0.673,0.373,0.783,113.506,-16.268,1,3,0.931,0.0,0.956,0.945,0,167440,13,1964,1964,Rigor Mortis,Comedy/Spoken,4.0
92465,['Tom Lehrer'],[611877],0.52,0.519,0.532,138.795,-15.615,1,5,0.946,0.0,0.925,0.932,0,183187,17,1959,1/1/1959,Bright College Days,Comedy/Spoken,4.0
72813,['Robin Williams'],[287860],0.569,0.679,0.679,102.229,-16.447,1,9,0.858,0.0,0.697,0.927,1,145148,23,1979,1/1/1979,Come Inside My Mind,Comedy/Spoken,4.0
72824,['Robin Williams'],[287860],0.652,0.919,0.25,65.244,-11.395,1,10,0.814,0.0,0.924,0.952,0,273773,23,1986,4/11/1986,Dr. Roof - Live,Comedy/Spoken,4.0
92447,['Tom Lehrer'],[611877],0.68,0.238,0.517,120.33,-13.899,1,0,0.964,0.0,0.168,0.387,0,257973,9,1959,1/1/1959,Clementine,Comedy/Spoken,4.0
92211,['Tiny Tim'],[603980],0.616,0.236,0.772,122.302,-19.288,1,11,0.881,0.0283,0.198,0.036,0,220387,28,1968,1968,On the Old Front Porch,Comedy/Spoken,4.0
77733,['Spinal Tap'],[12654],0.507,0.804,0.508,112.849,-10.18,1,9,0.0244,0.0104,0.026,0.0754,0,200933,27,1984,1/1/1984,**** Farm,Comedy/Spoken,4.0
92469,['Tom Lehrer'],[611877],0.594,0.605,0.922,107.001,-11.084,1,3,0.86,0.0,0.728,0.804,0,119720,24,1965,1/1/1965,Who's Next?,Comedy/Spoken,4.0
72033,['Richard Pryor'],[295415],0.454,0.735,0.298,60.353,-12.97,0,6,0.833,1.39e-06,0.824,0.951,1,216573,21,1975,1975,The Back Down - Remastered,Comedy/Spoken,4.0
11921,['Bill Cosby'],[70534],0.621,0.68,0.654,110.247,-11.266,0,2,0.876,0.0,0.74,0.913,0,134133,11,1963,1963,The Difference Between Men and Woman,Comedy/Spoken,4.0
92481,['Tom Lehrer'],[611877],0.534,0.641,0.628,123.8,-8.971,0,2,0.903,0.0,0.898,0.572,0,210320,13,1959,1/1/1959,The Masochism Tango,Comedy/Spoken,4.0
86975,['The Lonely Island'],[1036613],0.52,0.795,0.394,67.875,-3.452,1,1,0.177,0.0,0.107,0.345,1,193013,48,2009,2009,Boombox,Comedy/Spoken,4.0
92442,['Tom Lehrer'],[611877],0.497,0.472,0.325,130.771,-14.86,1,0,0.911,0.0,0.699,0.791,0,172813,10,1959,1/1/1959,***** My ****,Comedy/Spoken,4.0
86974,['The Lonely Island'],[1036613],0.661,0.818,0.673,129.736,-4.286,1,8,0.00107,1.4e-05,0.066,0.347,0,158520,51,2011,1/1/2011,Threw It On The Ground,Comedy/Spoken,4.0
28791,['Eddie Murphy'],[142208],0.487,0.922,0.483,96.106,-9.35,0,6,0.855,0.0,0.956,0.759,1,349107,22,1982,1982,Hit By a Car,Comedy/Spoken,4.0
92487,['Tom Lehrer'],[611877],0.581,0.414,0.749,65.589,-17.244,1,5,0.94,0.0,0.899,0.912,0,158707,11,1959,1/1/1959,A Christmas Carol,Comedy/Spoken,4.0
92472,['Tom Lehrer'],[611877],0.506,0.255,0.61,204.113,-15.268,1,7,0.986,0.0,0.17,0.292,0,133493,15,1959,1/1/1959,Poisoning Pigeons In The Park,Comedy/Spoken,4.0
2640,['Cassius Clay'],[802264],0.747,0.397,0.967,115.381,-13.255,1,7,0.312,0.0,0.114,0.0406,0,131267,31,1963,1963,Stand by Me,Comedy/Spoken,4.0
72811,['Robin Williams'],[287860],0.466,0.528,0.184,166.82,-21.129,1,9,0.882,0.000149,0.922,0.936,1,245975,24,1983,1/1/1983,Shake ***** With Mr Happy,Comedy/Spoken,4.0
72815,['Robin Williams'],[287860],0.543,0.359,0.732,134.773,-18.435,1,0,0.914,1.81e-06,0.809,0.6,1,464910,23,1979,1/1/1979,Reverend Earnest Angry,Comedy/Spoken,4.0
35809,['George Carlin'],[639005],0.506,0.932,0.383,83.215,-10.328,1,2,0.757,0.0,0.521,0.925,1,482667,37,1999,2/10/1999,Airport Security,Comedy/Spoken,4.0
86977,['The Lonely Island'],[1036613],0.711,0.765,0.47,98.627,-4.85,1,5,0.297,0.0,0.282,0.263,1,150587,59,2016,6/3/2016,Finest **** (Bin Laden Song),Comedy/Spoken,4.0
16743,['Brian Regan'],[615937],0.445,0.543,0.356,178.007,-15.884,0,6,0.807,1.3e-06,0.67,0.938,0,94307,43,1997,10/28/1997,Hooked On Phonix,Comedy/Spoken,4.0
92459,['Tom Lehrer'],[611877],0.646,0.212,0.608,118.142,-14.477,1,5,0.984,0.0,0.122,0.131,0,207080,21,1959,1/1/1959,We Will All Go Together When We Go,Comedy/Spoken,4.0
78663,['Steve Martin'],[43444],0.758,0.545,0.919,149.479,-15.797,1,5,0.179,0.000751,0.419,0.2,0,148960,39,1986,11/24/1986,Dentist!,Comedy/Spoken,4.0
72032,['Richard Pryor'],[295415],0.511,0.385,0.25,76.983,-11.342,1,4,0.813,1.86e-06,0.175,0.351,0,166360,23,1978,1/1/1978,So You Wanted To See The Wizard,Comedy/Spoken,4.0
61710,['Mitch Hedberg'],[898946],0.491,0.938,0.145,78.065,-10.254,1,1,0.791,0.0,0.715,0.95,0,138893,44,2003,12/9/2003,Sandwiches,Comedy/Spoken,4.0
28789,['Eddie Murphy'],[142208],0.521,0.527,0.212,130.314,-20.479,1,1,0.9,4.13e-06,0.753,0.918,0,116627,23,1982,1982,"""Buckwheat""",Comedy/Spoken,4.0
11906,['Bill Cosby'],[70534],0.598,0.626,0.454,139.593,-11.955,1,8,0.869,0.0,0.953,0.939,0,310840,15,1963,1963,Karate,Comedy/Spoken,4.0
72827,['Robin Williams'],[287860],0.479,0.534,0.104,79.5,-26.651,0,10,0.832,1.39e-05,0.866,0.918,1,138315,21,1983,1/1/1983,****,Comedy/Spoken,4.0
11922,['Bill Cosby'],[70534],0.59,0.629,0.253,121.579,-12.376,1,9,0.92,0.0,0.76,0.935,0,187227,11,1963,1963,Greasy Kid Stuff,Comedy/Spoken,4.0
74350,['Sam Kinison'],[287092],0.455,0.761,0.679,98.618,-13.483,1,9,0.01,0.00603,0.663,0.0455,1,265507,29,1988,6/15/1988,Wild Thing,Comedy/Spoken,4.0
15174,['Bob Newhart'],[67561],0.544,0.88,0.359,87.524,-10.329,1,6,0.949,0.000315,0.733,0.935,0,310813,10,1961,1961,Tourist Meets Khrushchev,Comedy/Spoken,4.0
16740,['Brian Regan'],[615937],0.555,0.55,0.223,89.322,-16.25,1,6,0.871,0.000308,0.679,0.869,0,149760,33,1997,10/28/1997,*** Barking,Comedy/Spoken,4.0
11925,['Bill Cosby'],[70534],0.4,0.931,0.0372,84.547,-10.307,0,3,0.76,0.0,0.929,0.908,0,359816,22,1982,1/1/1982,The Dentist,Comedy/Spoken,4.0
72826,['Robin Williams'],[287860],0.495,0.876,0.13,77.555,-11.494,1,1,0.905,0.0,0.693,0.96,0,363413,23,1986,4/11/1986,Childhood - Live,Comedy/Spoken,4.0
19941,['Cheech & Chong'],[106298],0.412,0.771,0.517,135.015,-7.28,0,4,0.696,1.56e-05,0.884,0.108,0,244785,24,1973,1973,Basketball Jones,Comedy/Spoken,4.0
11908,['Bill Cosby'],[70534],0.538,0.622,0.409,112.344,-15.535,1,8,0.915,0.0,0.813,0.896,0,189000,16,1965,1965,Shop,Comedy/Spoken,4.0
5720,['Adam Sandler'],[500612],0.54,0.382,0.857,106.608,-12.183,1,9,0.858,0.0,0.0967,0.454,0,115320,44,1979,1979,Grow Old with You,Comedy/Spoken,4.0
24125,['David Cross'],[644216],0.604,0.611,0.574,80.186,-9.632,1,6,0.831,0.0,0.763,0.945,1,301333,41,2002,5/11/2002,Phone **** From A Cranky Terrorist,Comedy/Spoken,4.0
11910,['Bill Cosby'],[70534],0.426,0.823,0.507,171.037,-10.849,1,11,0.881,0.0,0.71,0.911,0,54547,13,1964,1964,The Water Bottle,Comedy/Spoken,4.0
72818,['Robin Williams'],[287860],0.569,0.79,0.166,95.798,-13.108,1,1,0.852,0.0,0.478,0.958,0,345253,24,1986,4/11/1986,Reagan - Live,Comedy/Spoken,4.0
5722,['Adam Sandler'],[500612],0.851,0.265,0.94,116.467,-14.402,1,4,0.712,0.000711,0.75,0.432,1,112859,44,1998,1998,******** **** Me,Comedy/Spoken,4.0
11931,['Bill Cosby'],[70534],0.708,0.318,0.628,61.309,-17.32,0,10,0.908,0.0,0.867,0.94,0,103307,10,1964,1964,Christmas Time,Comedy/Spoken,4.0
11941,['Bill Cosby'],[70534],0.711,0.474,0.404,105.261,-12.333,0,11,0.944,0.0,0.704,0.949,0,130347,17,1963,1963,Toss of the Coin,Comedy/Spoken,4.0
1310,['Jack Kerouac'],[120487],0.555,0.0539,0.3,79.426,-24.601,0,7,0.956,0.0,0.193,0.322,0,399107,8,1959,1959,Old Western Movies,Comedy/Spoken,4.0
78812,['Steven Wright'],[47246],0.448,0.917,0.118,88.044,-11.226,0,5,0.833,0.0,0.879,0.935,0,133880,25,1985,1985,Hitchhiking,Comedy/Spoken,4.0
72821,['Robin Williams'],[287860],0.585,0.47,0.212,57.073,-24.345,1,3,0.84,0.0,0.902,0.949,1,188873,21,1983,1/1/1983,The *********,Comedy/Spoken,4.0
11914,['Bill Cosby'],[70534],0.486,0.722,0.848,64.908,-14.568,1,7,0.941,1.41e-05,0.913,0.91,0,62493,15,1965,1965,Personal Hygiene,Comedy/Spoken,4.0
92466,['Tom Lehrer'],[611877],0.529,0.316,0.745,127.362,-17.099,1,7,0.913,0.0,0.687,0.626,0,147360,16,1960,1/1/1960,When You Are Old And Grey,Comedy/Spoken,4.0
92453,['Tom Lehrer'],[611877],0.656,0.372,0.916,115.39,-12.495,1,0,0.956,0.0,0.129,0.0811,0,86453,38,1959,1/1/1959,The Elements (Music By Sir Arthur Sullivan),Comedy/Spoken,4.0
72812,['Robin Williams'],[287860],0.521,0.887,0.154,64.525,-11.159,0,5,0.87,0.0,0.749,0.958,0,251147,25,1986,4/11/1986,Cocaine - Live,Comedy/Spoken,4.0
73687,['Rudy Ray Moore'],[364861],0.598,0.346,0.521,99.225,-13.611,1,7,0.799,0.0,0.517,0.855,1,265149,9,1964,1964,Indian Reservation: Mistreated,Comedy/Spoken,4.0
78662,['Steve Martin'],[43444],0.554,0.726,0.138,115.111,-15.596,1,10,0.795,0.0,0.685,0.884,0,186227,28,1979,9/14/1979,Googlephonics,Comedy/Spoken,4.0
92478,['Tom Lehrer'],[611877],0.616,0.259,0.685,117.719,-12.069,0,7,0.969,0.0,0.11,0.106,0,183253,14,1959,1/1/1959,The Masochism Tango,Comedy/Spoken,4.0
33295,['Flight of the Conchords'],[513813],0.814,0.516,0.708,144.032,-9.419,1,9,0.676,0.0,0.114,0.236,0,242160,48,2008,4/22/2008,The Most Beautiful **** (In The Room),Comedy/Spoken,4.0
72814,['Robin Williams'],[287860],0.549,0.65,0.45,45.518,-20.189,1,7,0.845,2.08e-05,0.768,0.623,1,64528,23,1979,1/1/1979,A Touch Of Fairfax,Comedy/Spoken,4.0
72025,['Richard Pryor'],[295415],0.414,0.822,0.179,83.979,-15.263,0,5,0.85,0.0,0.909,0.941,1,208200,27,1975,1975,I Hope I'm Funny - Remastered,Comedy/Spoken,4.0
72797,['Robin Williams'],[287860],0.583,0.78,0.348,113.531,-12.921,1,3,0.939,0.0,0.87,0.921,0,91320,28,1986,4/11/1986,Ballet - Live,Comedy/Spoken,4.0
92475,['Tom Lehrer'],[611877],0.604,0.59,0.945,134.474,-12.321,1,5,0.891,0.0,0.736,0.93,0,143320,22,1965,1/1/1965,"So Long, Mom (A Song For World War III)",Comedy/Spoken,4.0
5721,['Adam Sandler'],[500612],0.513,0.523,0.371,155.552,-5.844,1,0,0.486,0.0,0.102,0.0476,1,197293,41,1993,9/24/1993,At a Medium Pace,Comedy/Spoken,4.0
19942,['Cheech & Chong'],[106298],0.523,0.493,0.478,99.048,-9.218,1,9,0.117,5.88e-05,0.103,0.0355,1,237040,22,1978,1978,Up In Smoke ****,Comedy/Spoken,4.0
11938,['Bill Cosby'],[70534],0.554,0.745,0.662,96.319,-11.091,1,9,0.978,0.0,0.705,0.942,0,85867,12,1966,1966,Special *****,Comedy/Spoken,4.0
73681,['Rudy Ray Moore'],[364861],0.635,0.495,0.578,114.14,-6.55,1,7,0.968,0.0,0.891,0.423,0,209624,9,1962,1962,Beatniks *********** Trial,Comedy/Spoken,4.0
43026,['Jerry Lewis'],[278559],0.565,0.669,0.901,80.955,-11.417,1,0,0.593,0.0,0.508,0.0759,0,112533,28,1986,11/4/1986,Great Balls of Fire,Comedy/Spoken,4.0
92467,['Tom Lehrer'],[611877],0.486,0.322,0.834,94.174,-19.529,1,3,0.92,0.0,0.725,0.773,0,151307,16,1960,1/1/1960,The Wild West Is Where I Want To Be,Comedy/Spoken,4.0
1302,['Jack Kerouac'],[120487],0.694,0.269,0.822,140.37,-17.95,0,2,0.961,0.00256,0.172,0.103,0,37240,14,1959,1959,I'd Rather Be Thin Than Famous (with Steve Allen),Comedy/Spoken,4.0
72803,['Robin Williams'],[287860],0.524,0.512,0.101,108.305,-20.944,1,2,0.869,4.14e-05,0.894,0.918,1,179722,25,1983,1/1/1983,Cats,Comedy/Spoken,4.0
72808,['Robin Williams'],[287860],0.511,0.402,0.151,90.84,-25.399,1,2,0.791,0.0,0.961,0.93,1,258401,24,1983,1/1/1983,Wines,Comedy/Spoken,4.0
72816,['Robin Williams'],[287860],0.55,0.455,0.709,71.044,-20.605,1,4,0.797,0.000203,0.945,0.359,1,76744,23,1983,1/1/1983,Elmer Fudd Sings Bruce Springsteen,Comedy/Spoken,4.0
72034,['Richard Pryor'],[295415],0.417,0.983,0.0375,74.449,-12.949,1,2,0.764,0.0,0.955,0.943,1,73960,21,1983,1983,******* - Remastered,Comedy/Spoken,4.0
11937,['Bill Cosby'],[70534],0.626,0.415,0.619,75.833,-19.554,1,8,0.907,0.0,0.696,0.948,0,195587,10,1964,1964,The Neanderthal Man,Comedy/Spoken,4.0
72822,['Robin Williams'],[287860],0.612,0.787,0.172,132.39,-12.617,1,1,0.803,0.0,0.781,0.949,0,228267,23,1986,4/11/1986,**** - Live,Comedy/Spoken,4.0
72834,['Robin Williams'],[287860],0.655,0.218,0.374,78.465,-24.287,1,8,0.73,0.0,0.382,0.926,1,154645,19,1983,1/1/1983,Newsboy,Comedy/Spoken,4.0
1072,['Dick Gregory'],[211197],0.56,0.725,0.654,107.281,-11.888,0,1,0.932,2.74e-05,0.691,0.934,0,217173,7,1961,1961,Commentary on Affairs Political,Comedy/Spoken,4.0
92464,['Tom Lehrer'],[611877],0.549,0.646,0.44,129.636,-13.276,1,0,0.873,0.0,0.71,0.894,0,290520,18,1959,1/1/1959,It Makes A Fellow Proud To Be A Soldier,Comedy/Spoken,4.0
73685,['Rudy Ray Moore'],[364861],0.573,0.415,0.504,127.698,-9.819,0,3,0.984,2.39e-05,0.976,0.477,0,211001,9,1962,1962,I'm in Love *****,Comedy/Spoken,4.0
92445,['Tom Lehrer'],[611877],0.642,0.215,0.683,98.521,-13.375,1,5,0.967,0.0,0.0929,0.316,0,102840,9,1959,1/1/1959,A Christmas Carol,Comedy/Spoken,4.0
16745,['Brian Regan'],[615937],0.557,0.635,0.213,131.606,-14.276,0,6,0.794,2.88e-06,0.921,0.887,0,292920,39,1997,10/28/1997,You Too & Stuff,Comedy/Spoken,4.0
92210,['Tiny Tim'],[603980],0.588,0.165,0.605,135.958,-20.076,1,4,0.97,0.000117,0.206,0.0498,0,110840,49,1968,1968,Tip Toe Thru' the Tulips with Me,Comedy/Spoken,4.0
19943,['Cheech & Chong'],[106298],0.641,0.34,0.586,98.715,-11.368,1,9,0.803,0.0,0.096,0.0282,1,145640,40,1978,1978,Up in Smoke,Comedy/Spoken,4.0
73684,['Rudy Ray Moore'],[364861],0.543,0.44,0.53,165.049,-9.532,0,3,0.98,1.85e-05,0.235,0.643,0,107672,9,1962,1962,Problems of the World,Comedy/Spoken,4.0
11943,['Bill Cosby'],[70534],0.0,0.77,0.0,0.0,-15.316,0,9,0.862,1.88e-06,0.694,0.0,0,215280,16,1963,1963,Noah: Right!,Comedy/Spoken,4.0
