,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),genre,genre_id
44117,['Joan Baez'],[69153],0.447,0.0378,0.214,116.749,-14.033,0,3,0.942,8.4e-05,0.127,0.039,0,280907,27,1960,1960,All My Trials,Folk,15.0
37508,['Gordon Lightfoot'],[667794],0.63,0.164,0.47,97.377,-16.142,1,4,0.908,0.00747,0.109,0.0337,0,204627,34,1970,1970,Sit Down Young Stranger,Folk,15.0
45116,['John Fahey'],[223054],0.343,0.543,0.874,171.656,-9.699,1,11,0.86,0.807,0.145,0.0442,0,71040,18,1965,1965,Bicycle Built For Two,Folk,15.0
92537,['Tom Rush'],[517264],0.787,0.526,0.819,111.697,-13.767,0,10,0.767,0.00181,0.104,0.0751,0,154000,12,1962,1962,****** Earth,Folk,15.0
11446,['Bert Jansch'],[756656],0.48,0.224,0.395,80.035,-18.077,0,0,0.462,0.88,0.105,0.0401,0,189406,49,1965,1/1/1965,Angie - **** Remaster,Folk,15.0
45128,['John Fahey'],[223054],0.672,0.52,0.244,112.335,-7.806,1,0,0.789,0.238,0.122,0.0469,0,56067,14,1965,1965,Saint Patrick's Hymn,Folk,15.0
64949,['Odetta'],[888730],0.37,0.274,0.358,130.429,-7.749,1,0,0.858,0.0453,0.11,0.0372,0,366547,17,1956,1956,Spiritual Trilogy / Oh Freedom / Come and Go with Me / I'm on My Way,Folk,15.0
78283,['Steeleye Span'],[746068],0.53,0.486,0.903,169.844,-9.3,1,11,0.403,0.00602,0.116,0.0292,0,219453,29,1970,6/1/1970,The Blacksmith,Folk,15.0
34941,['Fred Neil'],[170815],0.495,0.398,0.452,155.502,-13.364,0,4,0.427,7.22e-06,0.0696,0.0371,0,220867,20,1966,12/1/1966,Green Rocky Road,Folk,15.0
52877,['Leo Kottke'],[45077],0.308,0.615,0.5,118.865,-14.688,1,3,0.0113,0.73,0.17,0.0414,0,188533,22,1974,1/1/1974,Vaseline Machine Gun,Folk,15.0
94629,['Vashti Bunyan'],[99104],0.343,0.0977,0.626,83.773,-18.912,1,2,0.986,0.0115,0.113,0.0477,0,202747,25,1970,1970,Rainbow River,Folk,15.0
1099,['Woody Guthrie'],[577531],0.658,0.275,0.865,128.982,-16.804,1,4,0.982,0.0759,0.284,0.0352,0,178373,18,1968,1/1/1968,Baltimore to Washington,Folk,15.0
60260,['Michael Hurley'],[394449],0.489,0.154,0.473,100.993,-12.139,1,6,0.951,1.29e-05,0.103,0.0373,0,222200,25,1971,9/1/1971,Light Green Fellow,Folk,15.0
21208,['Cisco Houston'],[112540],0.413,0.0343,0.441,99.985,-25.514,1,3,0.968,0.0783,0.323,0.0308,0,198880,0,1951,1/1/1951,The Rambler,Folk,15.0
68416,['Phil Ochs'],[333634],0.467,0.125,0.334,141.161,-16.331,1,1,0.803,0.0,0.117,0.0331,0,191933,23,1964,1964,Celia,Folk,15.0
93217,['Townes Van Zandt'],[744796],0.463,0.355,0.734,85.447,-16.15,0,8,0.857,6.03e-06,0.673,0.105,0,155253,26,1977,1977,Waiting 'Round to Die - Live,Folk,15.0
48260,['Judy Collins'],[294923],0.401,0.248,0.247,81.012,-10.213,1,0,0.895,0.000126,0.13,0.0302,0,178893,30,1966,1966,Sunny Goodge Street,Folk,15.0
72597,['Robert Earl Keen'],[286561],0.754,0.781,0.897,102.0,-9.097,0,11,0.206,0.0168,0.248,0.0353,0,185920,43,2011,1/1/2011,I Gotta Go,Folk,15.0
29281,['Elizabeth Cotten'],[796950],0.485,0.146,0.376,114.175,-18.318,0,4,0.967,0.058,0.106,0.034,0,283800,29,1989,12/1/1989,Oh babe it ain't no lie,Folk,15.0
72058,['Richie Havens'],[295545],0.661,0.351,0.833,124.932,-13.982,1,4,0.694,0.0,0.089,0.036,0,167933,33,1967,1967,I Can't Make It Anymore,Folk,15.0
26743,['Doc Watson'],[169202],0.603,0.285,0.669,100.185,-11.268,0,5,0.845,2.84e-05,0.121,0.0282,0,201013,43,1999,1/1/1999,House Of The Rising Sun,Folk,15.0
537,"[""Ramblin' Jack Elliott""]",[391398],0.482,0.299,0.152,108.101,-12.266,1,7,0.601,0.336,0.106,0.0295,0,304693,42,1968,1968,If I Were A Carpenter,Folk,15.0
45454,['John Martyn'],[196969],0.203,0.118,0.193,51.856,-21.103,0,5,0.927,0.426,0.133,0.0404,0,244467,22,1967,1967,One World,Folk,15.0
64916,['Odetta'],[888730],0.632,0.414,0.704,125.32,-4.948,1,0,0.841,0.00669,0.159,0.0389,0,102587,7,1956,1956,Alabama Bound,Folk,15.0
23735,['Dave Van Ronk'],[528221],0.503,0.00686,0.229,114.967,-28.507,0,0,0.915,0.0,0.136,0.0437,0,156653,13,1961,1/1/1961,Sweet **********,Folk,15.0
45140,['John Fahey'],[223054],0.289,0.409,0.357,89.849,-10.722,1,3,0.86,0.896,0.134,0.0283,0,235840,23,1965,1965,Orinda-Moraga,Folk,15.0
1096,['Woody Guthrie'],[577531],0.502,0.468,0.894,111.563,-8.718,1,9,0.972,0.509,0.354,0.0405,0,149400,8,1962,1962,Springfield Mountain,Folk,15.0
37461,['Gordon Lightfoot'],[667794],0.341,0.173,0.322,97.258,-17.755,1,4,0.852,4.09e-05,0.125,0.0326,0,207640,26,1970,1970,Minstrel of the Dawn,Folk,15.0
23743,['Dave Van Ronk'],[528221],0.519,0.227,0.674,150.237,-16.926,0,4,0.865,1.14e-05,0.0905,0.048,0,194453,29,1985,1/1/1985,Losers,Folk,15.0
68183,"['Peter, Paul and Mary']",[274321],0.595,0.31,0.811,83.432,-15.271,0,4,0.561,0.0,0.0881,0.0414,0,153173,24,1963,1963,Very Last Day,Folk,15.0
55559,['Loudon Wainwright III'],[282766],0.635,0.194,0.582,130.019,-17.722,1,7,0.809,0.0,0.102,0.0512,0,180400,24,1972,1972,New Paint,Folk,15.0
60269,['Michael Hurley'],[394449],0.565,0.04,0.103,146.063,-24.66,1,1,0.93,0.074,0.0927,0.0365,0,380893,25,1964,1964,**** Mountain,Folk,15.0
44135,['Joan Baez'],[69153],0.413,0.134,0.446,141.186,-16.023,0,11,0.957,0.0,0.0841,0.0443,0,140533,36,1967,1967,Eleanor Rigby,Folk,15.0
72606,['Robert Earl Keen'],[286561],0.658,0.439,0.565,106.932,-10.454,1,7,0.711,0.0,0.0922,0.0348,0,220907,46,2004,8/10/2004,The Front Porch Song,Folk,15.0
68401,['Phil Ochs'],[333634],0.478,0.347,0.527,128.246,-15.804,1,6,0.746,0.0,0.095,0.113,0,121400,13,1964,1964,What's That I Hear,Folk,15.0
72050,['Richie Havens'],[295545],0.555,0.42,0.69,126.13,-16.319,0,7,0.797,0.000195,0.155,0.0957,0,226160,26,1972,1972,All Along The Watchtower,Folk,15.0
21223,['Cisco Houston'],[112540],0.634,0.203,0.856,110.808,-18.258,1,1,0.952,5.43e-05,0.0767,0.0408,0,119587,11,1952,1/1/1952,Chisholm Trail,Folk,15.0
21212,['Cisco Houston'],[112540],0.584,0.0153,0.685,110.392,-26.693,1,7,0.995,0.21,0.096,0.0757,0,114160,2,1953,1/1/1953,The Brave Engineer,Folk,15.0
92496,['Tom Paxton'],[934721],0.579,0.0998,0.448,82.203,-15.232,1,9,0.883,8.22e-05,0.111,0.0319,0,186320,41,1964,1964,The Last Thing on My Mind,Folk,15.0
49054,['Karen Dalton'],[299882],0.429,0.0581,0.281,180.659,-22.046,1,9,0.935,0.62,0.11,0.0374,0,187280,46,1969,1/1/1969,It Hurts Me Too,Folk,15.0
93249,['Townes Van Zandt'],[744796],0.506,0.145,0.492,77.744,-20.627,1,4,0.611,2.09e-05,0.0971,0.0347,0,232107,25,1987,1987,Snowin' On Raton,Folk,15.0
1614,['Shel Silverstein'],[20319],0.659,0.317,0.587,121.946,-7.363,1,11,0.697,0.0,0.142,0.175,0,218027,12,1962,1962,** Minutes to Go,Folk,15.0
78174,['Stan Rogers'],[13377],0.439,0.56,0.591,82.427,-9.113,1,7,0.739,0.00203,0.728,0.0429,0,319853,36,1979,1979,The Witch of the Westmorland,Folk,15.0
88785,['The Roches'],[791120],0.297,0.168,0.431,136.7,-14.368,1,11,0.485,0.000412,0.0998,0.0309,0,258206,23,1979,4/11/1979,Quitting Time,Folk,15.0
93296,['Townes Van Zandt'],[744796],0.511,0.387,0.556,105.818,-11.028,1,0,0.4,0.0,0.162,0.031,0,286907,24,1968,1968,For the Sake of the Song,Folk,15.0
60256,['Michael Hurley'],[394449],0.574,0.0294,0.311,101.038,-24.654,1,1,0.951,6.27e-05,0.104,0.038,0,342187,15,1964,1964,The Werewolf Song,Folk,15.0
49040,['Karen Dalton'],[299882],0.588,0.0776,0.188,80.604,-19.491,1,10,0.71,0.000255,0.0903,0.0396,0,163320,30,1969,1/1/1969,Sweet **********,Folk,15.0
21221,['Cisco Houston'],[112540],0.795,0.2,0.644,117.636,-16.938,1,0,0.964,0.0,0.089,0.139,0,123293,8,1960,1/1/1960,"Whoopie Ti-Yi-Yo, Get Along Little ******",Folk,15.0
20778,['Chris Thile'],[779146],0.612,0.531,0.881,89.748,-11.324,1,2,0.815,0.13,0.133,0.0351,0,187385,41,2006,1/1/2006,Dead Leaves And The Dirty Ground,Folk,15.0
94637,['Vashti Bunyan'],[99104],0.535,0.0851,0.549,115.75,-19.843,1,7,0.988,0.000663,0.109,0.0466,0,151453,23,1970,1970,Iris's Song - Version Two,Folk,15.0
19753,['Charlie Parr'],[317129],0.466,0.715,0.824,117.511,-7.608,1,9,0.725,0.353,0.128,0.0341,0,164320,48,2011,11/21/2011,**** *****,Folk,15.0
26740,['Doc Watson'],[169202],0.292,0.0579,0.442,173.963,-20.936,0,11,0.877,0.0,0.119,0.0474,0,209000,22,1964,1964,St. James Hospital,Folk,15.0
724,"[""The Lovin' Spoonful""]",[52900],0.415,0.313,0.359,97.167,-11.505,1,7,0.146,0.104,0.132,0.0271,0,213013,18,1965,1965,Darling Be Home Soon,Folk,15.0
23054,['Damien Rice'],[667584],0.642,0.284,0.439,147.874,-15.317,1,1,0.845,0.000234,0.113,0.0326,0,310000,49,2003,6/3/2003,Cannonball,Folk,15.0
78626,['Steve Goodman'],[32366],0.695,0.601,0.903,99.75,-9.902,1,0,0.252,0.0,0.502,0.0375,0,171293,38,1994,9/15/1994,Go Cubs Go,Folk,15.0
68191,"['Peter, Paul and Mary']",[274321],0.617,0.514,0.811,128.138,-11.054,1,8,0.294,0.0,0.263,0.0532,0,211640,28,1967,10/31/1967,Roling Home,Folk,15.0
83870,['The Brothers Four'],[937703],0.357,0.352,0.673,90.485,-15.391,1,11,0.92,5.12e-06,0.131,0.032,0,165960,19,1960,7/14/1960,Nine Pound Hammer,Folk,15.0
1092,['Woody Guthrie'],[577531],0.708,0.371,0.496,55.378,-12.11,1,6,0.982,1.62e-06,0.174,0.333,0,105667,6,1958,1958,Howdido,Folk,15.0
17579,['Buffy Sainte-Marie'],[626268],0.628,0.494,0.765,110.562,-20.699,0,4,0.85,0.0,0.0705,0.0512,0,110000,20,1964,1964,Cripple Creek,Folk,15.0
44137,['Joan Baez'],[69153],0.483,0.319,0.802,179.698,-13.49,1,9,0.726,0.0,0.139,0.035,0,149933,34,1974,4/1/1974,De Colores,Folk,15.0
48262,['Judy Collins'],[294923],0.352,0.3,0.295,58.686,-9.282,1,8,0.413,0.0,0.1,0.0301,0,195840,48,2001,8/21/2001,Both Sides Now,Folk,15.0
93257,['Townes Van Zandt'],[744796],0.622,0.315,0.676,75.703,-16.641,1,11,0.558,0.0303,0.0849,0.0329,0,224200,53,1972,1972,If I Needed You,Folk,15.0
93284,['Townes Van Zandt'],[744796],0.66,0.317,0.648,131.651,-13.717,1,4,0.922,0.000306,0.222,0.0505,0,145600,32,1972,1972,Don't Let The Sunshine Fool Ya',Folk,15.0
87850,['The New Christy Minstrels'],[328352],0.618,0.456,0.96,100.329,-13.086,1,4,0.579,0.0,0.592,0.0366,0,145373,13,1963,11/12/1963,"Song of the Pious Itinerant (Hallelujah, I'm a Bum)",Folk,15.0
42417,['Jean Ritchie'],[231645],0.542,0.0448,0.465,92.247,-16.792,1,0,0.97,0.000276,0.104,0.0562,0,136800,3,1956,9/4/1956,Locks and Bolts,Folk,15.0
86641,['The Kingston Trio'],[102050],0.605,0.125,0.623,130.907,-20.93,1,10,0.913,4.37e-06,0.205,0.034,0,184293,42,1990,6/18/1990,Where Have All The Flowers Gone? - Remastered,Folk,15.0
86591,['The Kingston Trio'],[102050],0.635,0.101,0.364,94.988,-17.323,1,5,0.835,0.000365,0.13,0.0376,0,160907,12,1959,6/1/1959,The Seine,Folk,15.0
699,"[""The Lovin' Spoonful""]",[52900],0.428,0.341,0.509,179.295,-12.037,1,9,0.323,0.000352,0.0843,0.0311,0,192093,17,1966,1966-03,Day *****,Folk,15.0
86630,['The Kingston Trio'],[102050],0.5,0.61,0.591,128.791,-15.691,1,7,0.897,0.0,0.824,0.829,0,146507,20,1959,1/5/1959,Merry Little Minuet - Live,Folk,15.0
92493,['Tom Paxton'],[934721],0.834,0.54,0.863,123.118,-6.981,1,2,0.811,4.94e-05,0.25,0.0342,0,104373,20,1964,1964,What Did You Learn in School Today?,Folk,15.0
17674,['Burl Ives'],[536754],0.654,0.136,0.803,125.463,-13.205,1,2,0.873,0.0,0.0606,0.051,0,148283,31,1949,1949,The Little White Duck,Folk,15.0
44096,['Joan Baez'],[69153],0.537,0.632,0.799,97.123,-10.639,1,9,0.162,9.14e-05,0.149,0.0348,0,165667,32,1975,4/1/1975,**** Sky,Folk,15.0
42412,['Jean Ritchie'],[231645],0.644,0.254,0.354,128.623,-12.277,0,3,0.992,4.33e-05,0.112,0.0926,0,97040,8,1956,9/4/1956,The Gambling Suitor,Folk,15.0
78166,['Stan Rogers'],[13377],0.507,0.447,0.613,139.472,-12.054,1,10,0.825,0.000823,0.0883,0.0355,0,210987,30,1976,1976,Forty-five Years,Folk,15.0
17587,['Buffy Sainte-Marie'],[626268],0.504,0.425,0.576,134.24,-12.24,1,2,0.596,0.000421,0.0991,0.0338,0,191000,37,1971,1971,Helpless,Folk,15.0
8909,['Arlo Guthrie'],[927736],0.615,0.407,0.158,79.78,-11.894,1,7,0.741,0.00388,0.973,0.0763,0,477107,21,1968,7/22/1968,The Motorcycle Song - Remastered,Folk,15.0
67875,['Pete Seeger'],[266160],0.671,0.69,0.846,103.678,-7.427,0,5,0.947,0.0,0.126,0.0401,0,138947,23,1955,1/1/1955,We Shall Not Be Moved,Folk,15.0
26727,['Doc Watson'],[169202],0.547,0.127,0.73,89.404,-21.435,1,3,0.892,1.58e-05,0.112,0.0373,0,159000,46,1964,1964,Sittin On Top Of The World,Folk,15.0
42420,['Jean Ritchie'],[231645],0.458,0.014,0.628,171.799,-21.487,1,1,0.98,0.0,0.208,0.0444,0,59773,13,1952,1952,A Short Life of Trouble,Folk,15.0
45882,['John Stewart'],[812480],0.412,0.414,0.751,87.267,-11.817,1,0,0.199,0.0,0.158,0.0338,0,293907,29,1969,1/1/1969,****** Country,Folk,15.0
44124,['Joan Baez'],[69153],0.391,0.0191,0.266,135.193,-21.609,0,7,0.938,8.98e-05,0.115,0.038,0,233467,25,1960,1960,John Riley,Folk,15.0
23753,['Dave Van Ronk'],[528221],0.562,0.0665,0.367,139.943,-20.062,1,7,0.891,4.2e-06,0.0988,0.0687,0,156427,18,1961,1/1/1961,Hesitation *****,Folk,15.0
64937,['Odetta'],[888730],0.785,0.105,0.507,108.855,-15.413,1,1,0.865,0.0,0.128,0.356,0,111800,2,1956,1956,***** Gonna Cut You Down,Folk,15.0
91665,['Theodore Bikel'],[588679],0.612,0.317,0.569,108.359,-12.51,0,0,0.475,0.000306,0.291,0.0635,0,220973,5,1955,1955,Polso Bylo Lyublyatse (I Never Meant to Love),Folk,15.0
45459,['John Martyn'],[196969],0.673,0.168,0.726,124.825,-15.333,1,4,0.891,0.79,0.11,0.0369,0,220493,51,1973,1973,May You Never,Folk,15.0
68407,['Phil Ochs'],[333634],0.458,0.488,0.51,142.22,-12.202,1,0,0.0878,0.0,0.152,0.0338,0,173600,16,1969,1969,I **** Therefore I Am,Folk,15.0
94642,['Vashti Bunyan'],[99104],0.166,0.107,0.49,179.743,-18.609,1,0,0.976,0.0241,0.181,0.0396,0,136453,29,1970,1970,Swallow Song,Folk,15.0
54966,['Loreena McKennitt'],[829267],0.142,0.133,0.0395,55.684,-13.019,0,11,0.96,0.401,0.103,0.0369,0,218347,23,1989,9/22/1989,Ancient Pines,Folk,15.0
37478,['Gordon Lightfoot'],[667794],0.559,0.491,0.658,81.85,-14.57,1,2,0.296,0.000473,0.303,0.0346,0,258333,53,1974,1974,The Watchman's Gone,Folk,15.0
68175,"['Peter, Paul and Mary']",[274321],0.533,0.264,0.735,161.989,-16.34,1,2,0.763,0.0,0.143,0.0486,0,187387,35,1969,4/1/1969,The Marvelous Toy,Folk,15.0
37469,['Gordon Lightfoot'],[667794],0.399,0.154,0.182,102.815,-17.305,1,4,0.772,0.00859,0.151,0.0291,0,237307,24,1970,1970,Your Love's Return,Folk,15.0
72598,['Robert Earl Keen'],[286561],0.562,0.196,0.297,120.556,-18.386,1,0,0.852,2.31e-05,0.144,0.0327,0,272373,23,1989,1989,Maria,Folk,15.0
64956,['Odetta'],[888730],0.533,0.174,0.502,108.956,-16.235,1,9,0.936,0.00173,0.134,0.0342,0,376667,24,1965,1965,Masters Of War,Folk,15.0
692,"[""The Lovin' Spoonful""]",[52900],0.424,0.666,0.544,111.065,-9.986,1,10,0.0568,0.000131,0.111,0.0403,0,161107,13,1965,1965,Summer in the City - Remastered,Folk,15.0
17693,['Burl Ives'],[536754],0.647,0.288,0.877,90.017,-13.158,1,0,0.845,0.0,0.357,0.0324,0,82773,22,1965,1/1/1965,Rudolph The Red-Nosed Reindeer - Finale,Folk,15.0
87863,['The New Christy Minstrels'],[328352],0.415,0.242,0.364,98.759,-15.81,1,0,0.904,0.0,0.096,0.028,0,163800,35,1964,8/26/1964,Today,Folk,15.0
67898,['Pete Seeger'],[266160],0.621,0.0368,0.418,169.224,-19.807,1,9,0.902,0.0,0.135,0.358,0,180813,6,1954,1/1/1954,Joe Bowers,Folk,15.0
87852,['The New Christy Minstrels'],[328352],0.681,0.667,0.863,114.015,-8.804,1,0,0.542,0.0,0.0958,0.0301,0,141907,13,1964,10/7/1964,Corn Whiskey,Folk,15.0
93250,['Townes Van Zandt'],[744796],0.394,0.181,0.475,184.365,-19.229,1,7,0.891,0.198,0.1,0.0417,0,217173,19,1971,1971,F.F.V.,Folk,15.0
68132,"['Peter, Paul and Mary']",[274321],0.584,0.214,0.791,134.943,-14.846,1,7,0.82,0.0,0.748,0.164,0,49733,39,1969,4/1/1969,Boa Constrictor,Folk,15.0
83871,['The Brothers Four'],[937703],0.534,0.298,0.726,177.467,-16.544,1,1,0.806,1.94e-06,0.116,0.123,0,161533,18,1960,7/14/1960,Frogg No. *,Folk,15.0
60186,['Michael Chapman'],[451183],0.426,0.37,0.239,89.998,-12.433,0,5,0.512,0.0111,0.113,0.0271,0,200320,32,1970,6/5/1970,Kodak Ghosts,Folk,15.0
86637,['The Kingston Trio'],[102050],0.711,0.409,0.766,134.093,-12.705,1,7,0.34,0.000929,0.172,0.0566,0,161107,18,1960,7/2/1960,To Morrow,Folk,15.0
8908,['Arlo Guthrie'],[927736],0.574,0.692,0.903,144.867,-9.438,1,0,0.551,1.01e-05,0.154,0.0383,0,150493,26,1969,8/2/1969,Wheel of Fortune - Remastered,Folk,15.0
37448,['Gordon Lightfoot'],[667794],0.519,0.22,0.656,174.542,-13.752,1,4,0.95,0.117,0.0984,0.0416,0,152600,22,1966,1/1/1966,Changes,Folk,15.0
