,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),genre,genre_id
27418,['Donovan'],[1276114],0.406,0.357,0.577,82.824,-12.914,1,3,0.191,0.123,0.0997,0.0322,0,208133,21,1965,10/22/1965,Turquoise,Reggae,8.0
98194,['Ziggy Marley'],[697350],0.832,0.704,0.773,95.541,-6.981,1,9,0.194,0.0,0.386,0.05,0,223653,55,2006,7/2/2006,Love Is My Religion,Reggae,8.0
19553,['Charlie Chaplin'],[205627],0.343,0.177,0.351,88.34,-12.608,1,1,0.27,0.487,0.111,0.0615,0,482288,0,1931,1931,The Party / The Morning After,Reggae,8.0
89495,['The Silvertones'],[897783],0.812,0.641,0.98,123.123,-8.608,1,7,0.698,0.000103,0.0638,0.0392,0,162040,21,1966,1966,True Confession,Reggae,8.0
72045,['Richie Spice'],[352171],0.765,0.601,0.773,80.018,-7.399,0,5,0.168,0.00976,0.122,0.256,0,219040,50,2007,2/20/2007,***** Skin,Reggae,8.0
48708,['Junior Kelly'],[302955],0.713,0.608,0.787,80.505,-6.339,1,9,0.264,0.0,0.0731,0.175,0,240053,41,2000,11/17/2000,Love So Nice,Reggae,8.0
14934,['Bob Marley & the Wailers'],[69402],0.754,0.545,0.939,121.696,-7.784,1,1,0.166,1.14e-05,0.254,0.14,0,116493,19,1971,1971,Climb the Ladder,Reggae,8.0
90652,['The Wailers'],[923432],0.844,0.362,0.786,104.529,-15.701,0,4,0.481,0.753,0.0663,0.113,0,225480,42,1973,10/19/1973,Rastaman Chant,Reggae,8.0
27406,['Donovan'],[1276114],0.408,0.124,0.232,102.1,-17.456,1,7,0.759,0.0,0.133,0.0417,0,220907,27,1966,1966-09,Guinevere,Reggae,8.0
90112,['The Techniques'],[919928],0.774,0.414,0.605,86.043,-8.472,1,10,0.647,2.98e-05,0.111,0.234,0,159347,27,1989,1/1/1989,You Don't Care (a.k.a. You'll Want Me Back),Reggae,8.0
43895,['Jimmy Cliff'],[295276],0.802,0.7,0.961,79.932,-7.571,1,1,0.0269,0.0538,0.2,0.0801,0,264107,32,1969,1969,Roots Radical,Reggae,8.0
27394,['Donovan'],[1276114],0.523,0.282,0.628,108.89,-16.588,1,11,0.831,0.0724,0.0874,0.0316,0,217493,29,1965,10/22/1965,To Try for the Sun,Reggae,8.0
15040,['Bob Marley & the Wailers'],[69402],0.583,0.501,0.607,148.564,-8.598,0,6,0.14,5.7e-06,0.0887,0.194,0,145773,49,1978,1978,***** Gone,Reggae,8.0
27332,['Donovan'],[1276114],0.795,0.256,0.961,130.801,-19.03,1,0,0.857,0.0,0.19,0.0621,0,134507,26,1968,1968-10,West Indian Lady,Reggae,8.0
4505,['Shaggy'],[156938],0.957,0.554,0.64,101.783,-6.618,0,3,0.0052,0.00185,0.249,0.067,0,199893,59,2002,10/29/2002,Hey **** Lady,Reggae,8.0
54858,['Lord Creator'],[230784],0.667,0.906,0.878,81.2,-5.38,1,7,0.787,0.0,0.273,0.0726,0,157246,17,1957,1/12/1957,Big Bamboo - Remastered,Reggae,8.0
15091,['Bob Marley & the Wailers'],[69402],0.718,0.459,0.862,142.243,-9.134,1,5,0.25,0.0,0.0496,0.101,0,156760,44,1983,1983,Chant Down Babylon,Reggae,8.0
55902,['Lucky Dube'],[255268],0.697,0.72,0.658,129.453,-4.658,1,11,0.266,0.0,0.201,0.0277,0,322533,47,1991,5/8/1991,It's Not Easy,Reggae,8.0
14901,['Bob Marley & the Wailers'],[69402],0.792,0.441,0.763,145.922,-10.756,0,10,0.0778,0.0,0.18,0.325,0,242987,31,1976,4/30/1976,War - Alternate Mix,Reggae,8.0
10679,['Barrington Levy'],[138063],0.582,0.663,0.695,170.82,-6.547,0,4,0.161,0.0,0.198,0.0828,0,217200,61,2012,12/14/2012,Here I Come,Reggae,8.0
91896,['Third World'],[494474],0.862,0.514,0.946,140.073,-13.385,0,9,0.00587,0.00121,0.0367,0.0723,0,230333,27,1977,1/1/1977,Feel A Little Better,Reggae,8.0
14928,['Bob Marley & the Wailers'],[69402],0.491,0.826,0.452,95.404,-8.283,0,10,0.875,1.96e-05,0.975,0.571,0,38359,32,1976,4/30/1976,Introduction - Live At The Roxy Show,Reggae,8.0
68081,['Peter Tosh'],[328014],0.69,0.691,0.93,148.256,-7.392,1,0,0.327,0.0706,0.0368,0.159,0,145533,19,1976,1976,Whatcha Gonna Do,Reggae,8.0
11880,['Big Youth'],[762652],0.822,0.616,0.665,83.692,-5.509,1,8,0.25,1.15e-05,0.107,0.181,0,203093,55,2013,3/26/2013,Cool Breeze,Reggae,8.0
15108,['Bob Marley & the Wailers'],[69402],0.706,0.427,0.815,152.217,-9.271,0,6,0.259,2.47e-06,0.262,0.0292,0,227827,39,1976,4/30/1976,Johnny Was,Reggae,8.0
27347,['Donovan'],[1276114],0.501,0.169,0.407,112.31,-15.229,1,6,0.917,0.0941,0.129,0.0329,0,207067,20,1967,1967-12,The Mandolin Man and His Secret,Reggae,8.0
19590,['Charlie Chaplin'],[205627],0.304,0.224,0.471,97.607,-10.057,1,6,0.315,0.126,0.101,0.0483,0,123454,2,1931,1931,Afternoon,Reggae,8.0
28962,['Eek-A-Mouse'],[175775],0.855,0.602,0.809,77.514,-7.289,1,0,0.378,0.0,0.167,0.0595,0,235373,56,2007,2007,Wa-Do-Dem,Reggae,8.0
15065,['Bob Marley & the Wailers'],[69402],0.687,0.465,0.671,145.09,-7.472,0,11,0.000744,0.0,0.0621,0.261,0,303760,46,1978,1978,Smile Jamaica - Single Version,Reggae,8.0
43889,['Jimmy Cliff'],[295276],0.434,0.172,0.188,136.88,-15.075,1,5,0.617,0.00999,0.065,0.0462,0,182160,33,1975,1/1/1975,"Many Rivers To Cross - From ""The Harder They Come"" Soundtrack",Reggae,8.0
25591,['Desmond Dekker'],[819344],0.709,0.5,0.973,73.359,-8.59,1,10,0.812,1.88e-06,0.0915,0.0488,0,157693,36,1968,12/31/1968,Israelites,Reggae,8.0
38208,['Gregory Isaacs'],[160848],0.869,0.348,0.964,76.702,-11.791,1,2,0.115,0.0459,0.0366,0.16,0,252267,42,1982,1/1/1982,Sad To Know (You're Leaving),Reggae,8.0
38202,['Gregory Isaacs'],[160848],0.793,0.282,0.964,148.993,-15.461,1,0,0.328,0.0531,0.366,0.0837,0,390467,30,1990,1/1/1990,Soon Forward - **** Digital Remaster,Reggae,8.0
96247,['Wayne Wonder'],[254083],0.767,0.541,0.516,169.068,-4.877,1,1,0.00165,4.75e-06,0.29,0.0766,0,223400,48,2003,2003,Saddest Day,Reggae,8.0
43866,['Jimmy Cliff'],[295276],0.683,0.423,0.938,89.336,-14.597,1,0,0.0307,0.0,0.245,0.0332,0,311333,34,1983,1983,Power and the Glory,Reggae,8.0
40333,['Hugh Mundell'],[233300],0.818,0.418,0.609,148.588,-9.336,0,4,0.0321,1.56e-05,0.0736,0.2,0,216280,43,1978,7/1/1978,My Mind,Reggae,8.0
75145,['Sean Paul'],[264350],0.839,0.938,0.891,170.19,-2.427,1,7,0.151,0.0,0.0549,0.271,0,227760,48,2002,11/12/2002,Punkie,Reggae,8.0
15147,['Bob Marley & the Wailers'],[69402],0.575,0.653,0.858,151.277,-7.588,1,9,0.101,8.07e-05,0.966,0.129,0,221107,38,1978,1/1/1978,"Rat Race - Live At The Pavillon De Paris, ****",Reggae,8.0
68089,['Peter Tosh'],[328014],0.791,0.481,0.926,146.032,-9.39,1,4,0.0649,1.47e-06,0.0247,0.124,0,269547,57,1977,1977,I Am That I Am,Reggae,8.0
93603,['Tribal Seeds'],[1476233],0.844,0.494,0.873,140.999,-9.398,1,1,0.0735,0.000193,0.0683,0.0667,0,305630,51,2011,7/19/2011,In Your Eyes,Reggae,8.0
43893,['Jimmy Cliff'],[295276],0.87,0.515,0.93,111.248,-13.104,0,9,0.0908,0.000133,0.081,0.0329,0,290867,41,1983,1983,Sunshine in the Music,Reggae,8.0
38214,['Gregory Isaacs'],[160848],0.801,0.4,0.874,77.551,-13.607,0,8,0.452,0.000203,0.138,0.182,0,256163,33,1985,1985,Private Beach Party,Reggae,8.0
27376,['Donovan'],[1276114],0.297,0.34,0.509,178.795,-12.881,1,3,0.899,0.277,0.109,0.0308,0,135627,41,1965,5/14/1965,Catch the Wind - Single Version with Strings,Reggae,8.0
15125,['Bob Marley & the Wailers'],[69402],0.688,0.495,0.862,145.862,-10.65,0,0,0.205,0.000317,0.0801,0.0466,0,165253,40,1973,4/13/1973,400 Years - Original Album Version,Reggae,8.0
90330,['The Uniques'],[1292549],0.622,0.567,0.758,78.151,-10.095,0,9,0.761,0.371,0.0541,0.0438,0,197160,40,1968,6/1/1968,Gypsy Woman,Reggae,8.0
90645,['The Wailers'],[923432],0.503,0.591,0.648,85.01,-11.378,1,5,0.246,2.39e-05,0.508,0.181,0,419000,27,1973,10/19/1973,"No More Trouble - Live At Leeds Polytechnic, ****",Reggae,8.0
38191,['Gregory Isaacs'],[160848],0.87,0.323,0.94,78.605,-16.507,0,0,0.432,0.000595,0.104,0.407,0,192000,37,1990,1/1/1990,Hush Darling - **** Digital Remaster,Reggae,8.0
17654,['Bunny Wailer'],[636474],0.797,0.388,0.945,82.212,-15.304,1,3,0.0252,0.0992,0.0548,0.171,0,249693,31,1980,10/13/1980,I Gotta Keep On Moving,Reggae,8.0
15054,['Bob Marley & the Wailers'],[69402],0.757,0.457,0.94,147.525,-10.901,1,9,0.626,0.339,0.0283,0.106,0,331453,45,1984,5/1/1984,Stir It Up - Original Album Version,Reggae,8.0
66573,['Pato Banton'],[3627],0.796,0.755,0.824,92.831,-9.778,1,9,0.0157,9.22e-06,0.303,0.0453,0,277293,49,1992,1/1/1992,Go Pato,Reggae,8.0
15049,['Bob Marley & the Wailers'],[69402],0.773,0.568,0.773,122.233,-8.369,0,6,0.0991,0.0,0.0858,0.0794,0,230800,46,1984,5/1/1984,Is This Love,Reggae,8.0
13793,['Black Uhuru'],[81683],0.649,0.524,0.586,172.045,-11.376,1,7,0.0302,0.464,0.1,0.161,0,315320,30,1980,7/1/1980,World Is Africa,Reggae,8.0
97762,['Yellowman'],[681340],0.699,0.775,0.58,82.058,-5.936,1,0,0.33,0.0,0.121,0.123,0,223107,48,1984,1984,****** Move ****** Get Hurt,Reggae,8.0
14889,['Bob Marley & the Wailers'],[69402],0.727,0.53,0.764,80.042,-10.376,0,9,0.15,0.00375,0.099,0.453,0,307413,38,1991,2/4/1991,**** ******,Reggae,8.0
23041,['Damian Marley'],[951374],0.639,0.788,0.847,155.913,-2.879,1,6,0.455,0.0,0.058,0.35,1,234973,60,2017,7/7/2017,Bam,Reggae,8.0
43886,['Jimmy Cliff'],[295276],0.909,0.471,0.885,127.878,-9.618,1,1,0.57,2.05e-06,0.522,0.0543,0,166760,52,2003,1/1/2003,You Can Get It If You Really Want,Reggae,8.0
92921,['Tony Rebel'],[4358],0.846,0.706,0.923,82.131,-4.611,1,0,0.338,0.0,0.086,0.265,0,229000,40,2000,7/8/2000,Fresh Vegetable,Reggae,8.0
14978,['Bob Marley & the Wailers'],[69402],0.929,0.463,0.757,124.084,-8.651,1,9,0.142,5.26e-06,0.0634,0.308,0,255840,73,1983,1983,Buffalo Soldier,Reggae,8.0
26919,['Don Carlos'],[177957],0.787,0.442,0.546,129.335,-9.138,0,9,0.155,0.000102,0.133,0.0534,0,218293,31,1982,1982,Roots Man Party,Reggae,8.0
76570,['Slim Smith'],[28316],0.712,0.107,0.451,91.991,-15.863,1,7,0.989,5.18e-06,0.115,0.101,0,204042,0,1931,4/16/1931,Bread Line *****,Reggae,8.0
43881,['Jimmy Cliff'],[295276],0.799,0.662,0.717,120.082,-8.585,1,7,0.00482,0.000505,0.0484,0.0347,0,196000,66,1969,1969,I Can See Clearly Now,Reggae,8.0
86092,['The Heptones'],[85448],0.886,0.402,0.631,124.186,-12.524,1,1,0.0315,0.000739,0.0873,0.196,0,176000,24,1976,1/1/1976,Country Boy,Reggae,8.0
14965,['Bob Marley & the Wailers'],[69402],0.779,0.418,0.425,127.942,-9.207,1,7,0.00333,0.000138,0.252,0.188,0,271000,69,1978,1978,Satisfy My Soul,Reggae,8.0
40723,['Ini Kamoze'],[90011],0.769,0.528,0.637,71.872,-8.909,1,6,0.0212,0.00137,0.294,0.264,0,377160,35,1984,1984,General,Reggae,8.0
21495,['Cocoa Tea'],[165830],0.776,0.324,0.591,80.03,-11.876,1,3,0.00903,0.0,0.117,0.0621,0,228973,38,1994,1994,*** Loves Me Now,Reggae,8.0
19147,['Chaka Demus & Pliers'],[161436],0.867,0.715,0.852,95.099,-9.315,0,11,0.0543,0.000231,0.356,0.127,0,246213,30,1982,1982,**** *** Wrote,Reggae,8.0
35022,['Freddie McGregor'],[798477],0.693,0.47,0.659,81.41,-16.054,1,7,0.0722,0.0,0.285,0.118,0,220440,40,1986,1/1/1986,Push Come to Shove,Reggae,8.0
15022,['Bob Marley & the Wailers'],[69402],0.775,0.559,0.804,122.229,-8.377,0,6,0.108,0.0,0.0945,0.088,0,230733,59,2002,1/1/2002,Is This Love,Reggae,8.0
27411,['Donovan'],[1276114],0.784,0.319,0.313,124.154,-10.98,1,2,0.717,0.000242,0.102,0.0395,0,241480,26,1965,5/14/1965,You're Gonna Need ******** on Your Bond,Reggae,8.0
11363,['Beres Hammond'],[759668],0.722,0.544,0.805,83.789,-5.924,1,8,0.0969,0.0,0.0836,0.075,0,239200,53,2001,2001,Rock Away,Reggae,8.0
14887,['Bob Marley & the Wailers'],[69402],0.565,0.743,0.646,144.25,-10.806,0,9,0.00833,0.0,0.906,0.186,0,643227,30,1978,3/23/1978,Exodus - Live At Ahoy ***********,Reggae,8.0
97761,['Yellowman'],[681340],0.749,0.296,0.475,164.707,-17.927,1,4,0.0713,0.00458,0.0879,0.356,0,388227,50,1983,6/1/1983,Zungguzungguguzungguzeng,Reggae,8.0
14938,['Bob Marley & the Wailers'],[69402],0.817,0.34,0.829,123.11,-9.186,1,10,0.218,0.0,0.586,0.347,0,188027,27,1977,6/3/1977,So Much Things To Say,Reggae,8.0
96245,['Wayne Wonder'],[254083],0.77,0.683,0.964,95.699,-5.337,0,0,0.117,0.0,0.0396,0.27,0,290493,48,2003,2003,Bounce Along,Reggae,8.0
87988,['The Paragons'],[893111],0.742,0.374,0.833,97.164,-10.414,1,1,0.522,0.707,0.0828,0.0334,0,175280,27,1967,1/1/1967,Only a Smile,Reggae,8.0
38203,['Gregory Isaacs'],[160848],0.824,0.366,0.895,73.949,-10.96,1,7,0.039,0.106,0.0403,0.145,0,249533,65,1982,1/1/1982,***** Nurse,Reggae,8.0
25595,['Desmond Dekker'],[819344],0.842,0.344,0.892,80.256,-11.514,0,8,0.452,0.000882,0.139,0.0678,0,169347,36,1969,1/1/1969,Beautiful and Dangerous,Reggae,8.0
15159,['Bob Marley & the Wailers'],[69402],0.707,0.463,0.64,132.485,-13.367,0,6,0.531,0.0013,0.954,0.118,0,329760,34,1978,3/23/1978,Positive Vibration - Live At Ahoy ***********,Reggae,8.0
68087,['Peter Tosh'],[328014],0.71,0.589,0.65,144.601,-11.933,1,0,0.068,4.38e-06,0.176,0.167,0,279360,59,1976,1976,Legalize It,Reggae,8.0
38207,['Gregory Isaacs'],[160848],0.854,0.322,0.934,134.595,-11.887,1,7,0.164,0.000999,0.0856,0.108,0,276440,43,1982,1/1/1982,Hot Stepper,Reggae,8.0
68111,['Peter Tosh'],[328014],0.464,0.56,0.549,73.461,-11.309,1,9,0.114,0.0,0.224,0.0945,0,370507,32,1976,1976,Till Your Well Runs Dry,Reggae,8.0
22095,['Cornell Campbell'],[121459],0.637,0.612,0.711,76.295,-7.298,1,1,0.0314,0.000326,0.155,0.0661,0,191160,51,2007,8/29/2007,The Sun Stop Shining,Reggae,8.0
35307,['Garnett Silk'],[165068],0.768,0.32,0.741,166.788,-12.677,0,4,0.0346,1.82e-06,0.161,0.276,0,212827,39,1992,1992,It's Growing,Reggae,8.0
54892,['Lord Invader'],[828740],0.761,0.312,0.892,144.862,-13.058,0,9,0.977,1.55e-05,0.263,0.221,0,164440,13,1955,1/1/1955,Reincarnation,Reggae,8.0
78255,['Steel Pulse'],[745584],0.713,0.541,0.577,83.338,-12.636,0,6,0.0183,0.000661,0.97,0.1,0,358400,36,1992,1/1/1992,Stepping Out - Live,Reggae,8.0
15042,['Bob Marley & the Wailers'],[69402],0.814,0.355,0.428,118.503,-10.66,1,8,0.123,0.0,0.115,0.117,0,255533,48,1978,1978,Running Away,Reggae,8.0
78250,['Steel Pulse'],[745584],0.683,0.682,0.96,78.526,-8.165,1,0,0.212,0.0,0.0831,0.147,0,236773,22,1982,1982,Ravers,Reggae,8.0
78265,['Steel Pulse'],[745584],0.859,0.668,0.958,111.493,-7.23,0,8,0.026,7.28e-06,0.298,0.0463,0,270520,39,1982,1982,Chant a Psalm,Reggae,8.0
19542,['Charlie Chaplin'],[205627],0.489,0.615,0.585,140.121,-5.306,1,6,0.765,0.892,0.211,0.118,0,255765,7,1931,1931,Overture / Unveiling the Monument,Reggae,8.0
4493,['Shaggy'],[156938],0.529,0.794,0.543,119.956,-3.903,1,5,0.122,0.0,0.117,0.164,0,216667,61,2014,12/22/2014,"I Need Your Love (feat. Mohombi, Faydee & Costi)",Reggae,8.0
27343,['Donovan'],[1276114],0.609,0.309,0.551,131.329,-13.104,1,11,0.683,1.79e-06,0.122,0.0454,0,106907,21,1967,1967-12,Oh Gosh,Reggae,8.0
43871,['Jimmy Cliff'],[295276],0.654,0.953,0.805,168.988,-6.902,1,0,0.0433,3.62e-05,0.353,0.0847,0,257960,26,1969,1969,Hitting With Music,Reggae,8.0
60524,['Mikey Dread'],[896965],0.796,0.734,0.84,143.647,-6.84,1,8,0.00678,0.00122,0.155,0.206,0,309827,29,1980,1/1/1980,The Jumping Master,Reggae,8.0
25598,['Desmond Dekker'],[819344],0.597,0.479,0.828,182.295,-8.808,1,8,0.693,0.0,0.327,0.0787,0,138787,29,1967,1/1/1967,Rude Boy Train,Reggae,8.0
15086,['Bob Marley & the Wailers'],[69402],0.804,0.7,0.767,132.491,-7.934,0,11,0.471,0.134,0.96,0.0771,0,427293,41,1977,1/3/1977,"Jammin' - Live At Rainbow Theatre, ***********",Reggae,8.0
15162,['Bob Marley & the Wailers'],[69402],0.456,0.681,0.504,80.717,-10.463,1,0,0.0661,0.0,0.93,0.127,0,402360,33,1978,3/23/1978,No Woman No Cry - Live At Ahoy ***********,Reggae,8.0
14900,['Bob Marley & the Wailers'],[69402],0.862,0.576,0.884,126.259,-10.948,0,6,0.135,3.21e-05,0.147,0.228,0,188120,31,1976,4/30/1976,Crazy Baldhead - Alternate Mix,Reggae,8.0
14949,['Bob Marley & the Wailers'],[69402],0.772,0.46,0.8,78.786,-11.489,1,8,0.0279,2.21e-05,0.0633,0.327,0,256240,27,1977,6/3/1977,Waiting In Vain,Reggae,8.0
27375,['Donovan'],[1276114],0.326,0.313,0.344,76.785,-16.17,1,0,0.177,0.000569,0.0828,0.0348,0,302640,52,1969,8/11/1969,Atlantis,Reggae,8.0
19563,['Charlie Chaplin'],[205627],0.203,0.418,0.182,89.15,-6.824,1,11,0.562,0.837,0.103,0.0392,0,570203,0,1931,1931,Money for the **** / The Flower Shop,Reggae,8.0
15000,['Bob Marley & the Wailers'],[69402],0.839,0.634,0.883,137.73,-6.452,1,5,0.0828,9.21e-05,0.0808,0.317,0,222027,52,1973,4/13/1973,**** ****** - Jamaican Version,Reggae,8.0
84634,['The Congos'],[66395],0.71,0.401,0.662,141.64,-17.128,1,1,0.287,0.000178,0.0666,0.0662,0,346973,27,1977,1977,Can't Come In,Reggae,8.0
17658,['Bunny Wailer'],[636474],0.773,0.516,0.52,81.996,-15.575,1,2,0.0222,0.202,0.0791,0.182,0,236227,27,1980,10/13/1980,Walk The Proud Land,Reggae,8.0
