,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),genre,genre_id
73228,['Rosanne Cash'],[285272],0.832,0.278,0.643,119.032,-13.144,1,10,0.29,4.8e-05,0.102,0.0396,0,240800,1,1947,1947,Runaway Train,Country,1.0
36871,['Glen Campbell'],[664378],0.606,0.692,0.707,115.052,-4.532,1,0,0.142,0.00273,0.0952,0.0253,0,210320,39,1975,1975,Rhinestone ******,Country,1.0
22567,['Cross Canadian Ragweed'],[130037],0.61,0.763,0.582,98.453,-7.288,0,6,0.293,0.0,0.13,0.0332,0,202933,46,2002,1/1/2002,Brooklyn Kid,Country,1.0
87005,['The Louvin Brothers'],[45057],0.564,0.0564,0.484,126.274,-16.949,1,10,0.744,0.0,0.107,0.0344,0,173093,22,1960,1960,The Kneeling ********** Plea,Country,1.0
68055,['Peter Rowan'],[322339],0.432,0.433,0.713,97.257,-11.176,1,7,0.604,0.0,0.0116,0.0345,0,361227,35,1978,10/3/1978,The Free Mexican Airforce,Country,1.0
45157,['John Hartford'],[221603],0.557,0.59,0.496,106.219,-9.038,1,7,0.694,0.0,0.257,0.0396,0,173307,19,1968,1968,A Simple Thing as Love,Country,1.0
31378,['Eric Church'],[632233],0.693,0.335,0.623,136.071,-10.863,1,0,0.338,0.000552,0.118,0.0395,0,198907,63,2014,1/1/2014,Like A Wrecking Ball,Country,1.0
13175,['Billy Joe Shaver'],[72205],0.55,0.439,0.557,127.633,-10.773,1,9,0.496,2.42e-05,0.104,0.0332,0,249707,31,1981,1981,Ragged Old Truck,Country,1.0
11746,['Big & Rich'],[762821],0.599,0.574,0.677,147.751,-7.363,1,11,0.32,0.0,0.226,0.0434,0,210843,49,2007,6/5/2007,Lost in This Moment,Country,1.0
32264,['Faith Hill'],[162269],0.569,0.343,0.28,77.378,-9.922,1,6,0.407,0.0,0.0977,0.0254,0,242373,35,1995,8/18/1995,I Can't Do That Anymore,Country,1.0
49810,['Kenny Chesney'],[68551],0.559,0.795,0.553,160.039,-6.255,1,7,0.0787,4.83e-06,0.102,0.052,0,225427,60,2013,4/30/2013,Pirate Flag,Country,1.0
28895,['Eddy Arnold'],[796741],0.269,0.117,0.393,199.613,-17.465,1,11,0.901,0.000331,0.118,0.0375,0,209133,21,1963,11/19/1963,A ******** Dream,Country,1.0
36221,['George Strait'],[944084],0.664,0.601,0.934,168.979,-13.379,1,2,0.137,3.09e-05,0.0567,0.0616,0,154360,55,1984,1/1/1984,The Fireman,Country,1.0
81320,['Tennessee Ernie Ford'],[20403],0.895,0.555,0.909,102.1,-10.304,1,7,0.681,3.45e-05,0.12,0.191,0,137547,5,1956,3/5/1956,The Rovin' Gambler,Country,1.0
54818,['Lonestar'],[281254],0.276,0.876,0.499,205.576,-3.507,1,5,0.0531,0.0,0.258,0.0766,0,223200,37,2003,1/1/2003,My Front Porch Looking In,Country,1.0
96964,['Willie Nelson'],[583959],0.718,0.633,0.826,97.436,-8.705,1,7,0.248,1.16e-05,0.0835,0.0332,0,197933,30,1975,1975,Nothing I Can Do About It Now,Country,1.0
60376,['Mickey Gilley'],[471156],0.564,0.832,0.897,181.071,-11.206,1,5,0.737,0.00764,0.245,0.0532,0,144707,24,1974,1974,The Power Of Positive Drinkin',Country,1.0
22040,['Conway Twitty'],[780451],0.609,0.154,0.193,75.468,-19.443,1,7,0.502,3.09e-06,0.0846,0.0276,0,240160,31,1982,1982,The Clown,Country,1.0
25764,['Diamond Rio'],[254827],0.746,0.443,0.554,91.11,-11.305,1,4,0.663,0.0,0.223,0.0359,0,198333,67,1991,7/1/1991,Meet In the Middle,Country,1.0
46794,['Johnny Cash'],[816890],0.656,0.309,0.418,124.304,-11.842,1,7,0.878,0.0196,0.103,0.0294,0,204800,45,2006,1/1/2006,Further On Up The Road,Country,1.0
71429,['Reba McEntire'],[409968],0.387,0.432,0.268,144.744,-10.18,1,9,0.346,0.0,0.124,0.0289,0,259347,46,2005,1/1/2005,Does He Love You,Country,1.0
86116,['The Highwaymen'],[75801],0.594,0.412,0.5,76.403,-11.042,1,5,0.743,0.627,0.0984,0.038,0,205787,36,1995,1995,I Do Believe,Country,1.0
7216,['Alison Krauss'],[745071],0.592,0.511,0.272,91.763,-10.31,1,4,0.816,3.01e-05,0.146,0.0477,0,208533,34,1999,1/1/1999,Forget About It,Country,1.0
58158,['Marty Robbins'],[858710],0.471,0.282,0.304,102.549,-11.428,1,0,0.811,0.0,0.104,0.0302,0,215107,31,1970,1970,"My Woman, My Woman, My Wife",Country,1.0
22566,['Cross Canadian Ragweed'],[130037],0.747,0.667,0.405,122.595,-6.75,1,9,0.274,5.03e-05,0.109,0.0304,0,257467,48,2002,1/1/2002,Constantly,Country,1.0
43054,['Jerry Reed'],[334644],0.766,0.705,0.777,110.867,-13.793,1,9,0.475,0.0,0.213,0.319,0,196467,45,1982,4/1/1982,*** Got the Goldmine (I Got the Shaft),Country,1.0
71271,['Ray Price'],[409954],0.641,0.501,0.839,134.262,-7.325,1,11,0.54,0.00018,0.121,0.029,0,161667,5,1956,1956,The Same Old Me - Single Version,Country,1.0
72258,['Ricky Van Shelton'],[207127],0.574,0.252,0.247,86.651,-14.133,1,4,0.476,2e-06,0.103,0.0243,0,181667,23,1986,1986,I Meant Every Word He Said,Country,1.0
18957,['Carrie Underwood'],[861252],0.451,0.893,0.0971,139.763,-2.721,1,7,0.0243,0.0,0.0813,0.0627,0,238173,58,2014,12/9/2014,********* in the Water,Country,1.0
46681,['Johnny Cash'],[816890],0.618,0.387,0.432,113.801,-10.713,1,5,0.924,1.65e-06,0.0975,0.0354,0,152600,20,1959,5/1/1959,I Saw a Man,Country,1.0
96959,['Willie Nelson'],[583959],0.591,0.287,0.409,78.879,-15.955,1,4,0.615,0.0795,0.104,0.0274,0,193160,28,1973,1973,***** Not for You,Country,1.0
52760,['Lefty Frizzell'],[190946],0.538,0.333,0.953,208.394,-12.486,1,2,0.827,0.000101,0.246,0.0512,0,177907,8,1952,2/1/1952,If You've Got the Money I've Got the Time,Country,1.0
92275,['Toby Keith'],[510805],0.679,0.879,0.656,118.994,-3.71,1,5,0.341,0.0,0.157,0.041,0,227893,44,2008,1/1/2008,As Good As I Once Was,Country,1.0
6528,['Alabama'],[936206],0.661,0.445,0.522,83.579,-11.206,1,4,0.297,0.0,0.173,0.0318,0,197613,48,2004,10/8/2004,Born Country,Country,1.0
79392,['Stonewall Jackson'],[523661],0.711,0.341,0.535,116.276,-12.434,1,6,0.79,2.22e-06,0.156,0.0322,0,147413,18,1964,1964,State Side,Country,1.0
26847,['Dolly Parton'],[175286],0.496,0.694,0.473,153.881,-6.331,1,8,0.4,0.0,0.088,0.0374,0,223348,61,2019,10/4/2019,There Was Jesus,Country,1.0
28154,['Dwight Yoakam'],[791483],0.639,0.78,0.916,123.556,-11.053,1,0,0.126,0.0141,0.0753,0.032,0,169333,34,1986,1986,I'll Be Gone,Country,1.0
19806,['Charlie Walker'],[83106],0.516,0.539,0.903,180.167,-10.532,1,5,0.64,0.0,0.111,0.031,0,158120,21,1967,1/1/1967,Don't Squeeze My Sharmon,Country,1.0
49502,['Keith Urban'],[81619],0.656,0.792,0.885,119.791,-6.65,1,2,0.171,0.0016,0.0357,0.039,0,255747,42,2002,1/1/2002,Who Wouldn't Wanna Be Me,Country,1.0
58082,['Marty Robbins'],[858710],0.598,0.413,0.8,114.871,-13.507,1,4,0.803,0.00209,0.123,0.0406,0,150000,33,1952,1952,Ribbon Of Darkness,Country,1.0
54422,['Little Jimmy Dickens'],[314346],0.682,0.178,0.707,120.244,-9.895,1,8,0.79,0.0,0.238,0.0351,0,156160,2,1949,1949,Take Me As I Am (Or Let Me Go),Country,1.0
49813,['Kenny Chesney'],[68551],0.655,0.807,0.73,120.781,-7.674,1,0,0.0056,2.42e-05,0.159,0.0309,0,239560,49,2002,4/2/2002,Big Star,Country,1.0
36135,['George Strait'],[944084],0.659,0.472,0.741,78.327,-9.428,1,2,0.11,0.0,0.262,0.0264,0,186320,47,2011,1/1/2011,Ocean Front Property,Country,1.0
59588,['Merle Travis'],[246022],0.412,0.389,0.816,152.807,-9.382,1,1,0.923,0.806,0.11,0.0498,0,141880,7,1956,1/1/1956,Bugle **** Rag - ************,Country,1.0
70890,['Rascal Flatts'],[868174],0.587,0.778,0.319,81.943,-4.233,1,7,0.31,0.0,0.318,0.0343,0,254493,54,2002,1/1/2002,These Days,Country,1.0
49773,['Kenny Chesney'],[68551],0.532,0.491,0.154,72.722,-8.939,1,4,0.0896,5.41e-06,0.11,0.0334,0,217773,34,2000,9/25/2000,The Tin Man - New Version,Country,1.0
46311,['Johnny Cash'],[816890],0.721,0.613,0.812,98.477,-9.26,1,9,0.431,0.000565,0.205,0.0302,0,167667,46,2002,2/12/2002,The One on the Right Is on the Left,Country,1.0
19775,['Charlie Rich'],[179730],0.413,0.817,0.547,183.421,-8.873,1,5,0.773,2.06e-05,0.13,0.0964,0,126109,24,1969,1/1/1969,Lonely Weekends,Country,1.0
57751,['Mark Chesnutt'],[283405],0.5,0.865,0.777,172.946,-9.706,1,9,0.313,0.0,0.11,0.044,0,163307,49,2001,1/1/2001,It's A Little Too Late,Country,1.0
46900,['Johnny Horton'],[198783],0.716,0.29,0.554,117.407,-11.264,1,2,0.635,0.0,0.115,0.0352,0,128600,22,1958,1958,Counterfeit Love,Country,1.0
77426,['Sonny James'],[36849],0.432,0.291,0.491,121.235,-13.941,1,9,0.857,3.5e-05,0.143,0.0329,0,133400,21,1966,11/11/1966,You're The Only World I Know,Country,1.0
72250,['Ricky Van Shelton'],[207127],0.371,0.458,0.706,199.727,-7.827,1,2,0.377,0.0,0.255,0.0324,0,140493,27,1987,1987,From A **** To A King,Country,1.0
34805,['Frankie Miller'],[1061504],0.754,0.399,0.76,121.666,-14.03,1,9,0.321,1.03e-06,0.102,0.0305,0,184414,45,1979,4/14/1979,Darlin' - **** Remaster,Country,1.0
32839,['Flatt & Scruggs'],[227527],0.607,0.348,0.823,149.518,-8.234,1,6,0.81,0.00012,0.136,0.0299,0,160067,2,1952,1952,What's Good About It,Country,1.0
95007,['Vince Gill'],[214162],0.506,0.11,0.208,70.554,-17.615,1,5,0.35,0.00144,0.139,0.0307,0,255133,55,1989,1/1/1989,When I **** Your Name,Country,1.0
26821,['Dolly Parton'],[175286],0.508,0.499,0.434,84.024,-9.109,1,2,0.509,0.0,0.114,0.0565,0,196600,31,1980,1980,But You Know I Love You,Country,1.0
75594,['Shania Twain'],[161808],0.483,0.79,0.565,85.992,-4.737,1,6,0.179,0.0,0.165,0.0371,0,243493,51,2004,1/1/2004,Forever And For Always - Pop Red Edit,Country,1.0
46423,['Johnny Cash'],[816890],0.569,0.751,0.646,123.283,-10.629,1,10,0.309,3e-06,0.7,0.206,0,156453,21,1968,5/2/1968,"Long-Legged Guitar Pickin' Man - Live at Folsom State Prison, Folsom, CA **** Show) - January ****",Country,1.0
13875,['Blake Shelton'],[46814],0.502,0.533,0.281,86.406,-6.983,1,4,0.312,0.0,0.277,0.0263,0,234733,46,2003,2003,The Baby,Country,1.0
89832,['The Statler Brothers'],[578031],0.692,0.57,0.788,99.991,-10.721,0,8,0.775,1.13e-06,0.133,0.0828,0,138600,30,1954,1954,Flowers On the Wall (Live in Denmark),Country,1.0
26815,['Dolly Parton'],[175286],0.71,0.57,0.927,118.833,-12.176,1,9,0.216,0.00618,0.118,0.0746,0,156933,25,1974,9/16/1974,Gettin' Happy,Country,1.0
33397,['Florida Georgia Line'],[2942900],0.457,0.948,0.878,148.0,-3.364,1,10,0.0191,0.0,0.0536,0.0354,0,208960,73,2012,1/1/2012,Cruise,Country,1.0
48918,['K.T. Oslin'],[352999],0.585,0.295,0.293,88.084,-12.636,1,0,0.315,1.88e-06,0.45,0.0242,0,304600,30,1993,4/25/1993,Hold Me,Country,1.0
1942,['Tracy Lawrence'],[746387],0.599,0.699,0.517,125.555,-7.279,1,7,0.424,0.0,0.132,0.0299,0,218053,36,1991,10/29/1991,Sticks and Stones,Country,1.0
52698,['Lefty Frizzell'],[190946],0.612,0.289,0.697,126.103,-14.051,1,4,0.915,0.00274,0.0609,0.0446,0,156267,9,1959,1959,Ballad of the **** and Grey,Country,1.0
43548,['Jim Reeves'],[903609],0.498,0.3,0.499,107.05,-15.313,1,9,0.729,0.399,0.299,0.0298,0,165333,22,1966,1966,Not Until the Next Time,Country,1.0
97129,['Willie Nelson'],[583959],0.432,0.362,0.433,140.685,-13.536,1,7,0.707,0.000339,0.232,0.0407,0,200827,32,1975,1975,Living in the Promiseland,Country,1.0
25888,['Dierks Bentley'],[825883],0.528,0.871,0.675,181.903,-8.01,1,9,0.125,0.0,0.23,0.122,0,228438,42,2003,1/1/2003,How Am I Doin',Country,1.0
44598,['John Anderson'],[218994],0.721,0.342,0.566,124.095,-16.094,1,4,0.516,1.37e-06,0.063,0.033,0,183387,35,1980,1980,Your Lying **** Eyes,Country,1.0
23813,['David Allan Coe'],[629609],0.429,0.415,0.614,92.874,-14.017,1,7,0.492,0.0,0.269,0.034,0,202440,48,1974,1974,Longhaired Redneck,Country,1.0
97136,['Willie Nelson'],[583959],0.37,0.422,0.298,136.638,-9.694,1,9,0.542,0.00477,0.903,0.0309,0,264133,30,1975,1975,Angel Flying Too Close to the Ground,Country,1.0
35035,['Freddy Fender'],[188342],0.783,0.481,0.832,114.544,-9.43,1,3,0.667,0.000909,0.273,0.0337,0,175540,24,1975,1975,You Can't Get Here From There,Country,1.0
30905,['Emmylou Harris'],[159699],0.764,0.736,0.96,134.336,-7.571,1,3,0.251,0.000294,0.121,0.0333,0,186333,51,1978,1978,Two More Bottles of Wine - **** Remaster,Country,1.0
81350,['Tennessee Ernie Ford'],[20403],0.814,0.406,0.767,109.458,-10.452,1,5,0.48,0.0,0.146,0.0447,0,197267,22,1961,7/10/1961,Goober Peas,Country,1.0
13174,['Billy Joe Shaver'],[72205],0.689,0.598,0.883,100.623,-11.226,1,9,0.175,4.48e-05,0.178,0.0327,0,121400,33,1981,1981,I'm Just an Old Chunk of Coal (But I'm Gonna Be a Diamond ********,Country,1.0
20825,['Chris Young'],[1379627],0.616,0.893,0.567,111.959,-3.588,1,11,0.000937,0.0,0.111,0.0375,0,218947,64,2015,11/13/2015,Think of You,Country,1.0
41366,['Jake Owen'],[1009342],0.432,0.926,0.692,170.996,-3.269,0,1,0.00251,0.0,0.442,0.0367,0,199653,45,2011,8/26/2011,Keepin' It Country,Country,1.0
36022,['George Jones'],[944310],0.656,0.728,0.919,134.431,-12.39,1,7,0.0214,0.000107,0.242,0.0277,0,164693,58,1992,1/1/1992,Finally Friday,Country,1.0
72273,['Ricochet'],[212006],0.698,0.861,0.941,134.726,-4.756,1,2,0.189,0.0,0.0602,0.0289,0,182462,59,1996,2/6/1996,Daddy's Money,Country,1.0
20812,['Chris Young'],[1379627],0.486,0.506,0.275,137.784,-6.123,1,2,0.616,0.0,0.123,0.0291,0,211453,42,2009,9/1/2009,The Dashboard,Country,1.0
46772,['Johnny Cash'],[816890],0.41,0.373,0.613,128.824,-9.075,1,1,0.786,4.45e-05,0.0983,0.0318,0,146347,14,1962,8/1/1962,I Forgot More Than You'll Ever Know,Country,1.0
6606,['Alan Jackson'],[605375],0.579,0.801,0.972,174.755,-7.454,1,0,0.121,7.58e-05,0.0821,0.0449,0,237267,59,1989,1989,************* - Extended Mix,Country,1.0
33415,['Florida Georgia Line'],[2942900],0.441,0.921,0.443,164.063,-2.835,0,11,0.0122,0.0,0.107,0.0431,0,208253,54,2013,1/1/2013,Take It Out On Me,Country,1.0
38352,['Guy Clark'],[543867],0.833,0.704,0.779,100.771,-8.226,0,2,0.525,0.0,0.0934,0.0927,0,228893,32,1976,1976,Texas Cookin',Country,1.0
44412,['Joe Maphis'],[141256],0.525,0.874,0.963,99.241,-5.469,1,7,0.275,0.783,0.205,0.0333,0,142840,2,1955,1955,Guitar Rock And Roll,Country,1.0
13869,['Blake Shelton'],[46814],0.613,0.667,0.481,130.023,-6.874,0,1,0.356,1.29e-05,0.111,0.029,0,220413,60,2016,5/20/2016,Came Here to Forget,Country,1.0
38616,"['Hank Williams, Jr.']",[117844],0.314,0.355,0.493,183.179,-14.085,1,7,0.251,0.0,0.114,0.0381,0,236000,23,1976,1976,"Clovis, New Mexico",Country,1.0
60403,['Midland'],[3567510],0.622,0.763,0.621,102.0,-6.4,1,9,0.055,8.91e-06,0.315,0.0263,0,221467,64,2017,9/22/2017,Drinkin' Problem,Country,1.0
49580,['Keith Whitley'],[81561],0.79,0.455,0.405,119.49,-11.039,1,9,0.548,0.000105,0.108,0.0536,0,244067,44,1984,1984,It Ain't Nothin',Country,1.0
20714,['Chris LeDoux'],[107466],0.549,0.587,0.422,120.821,-10.557,0,4,0.0766,4.23e-05,0.279,0.043,0,227493,36,1995,1/1/1995,Billy The Kid,Country,1.0
26887,['Dolly Parton'],[175286],0.363,0.316,0.291,171.796,-13.006,1,11,0.594,0.00018,0.135,0.0669,0,168640,42,1969,9/8/1969,In the Ghetto,Country,1.0
81492,['Tex Williams'],[32193],0.782,0.599,0.964,123.766,-8.6,1,5,0.786,0.0,0.275,0.0998,0,166307,12,1960,1/1/1960,One-Eyed Sam,Country,1.0
21722,['Cole Swindell'],[2795282],0.542,0.797,0.593,113.95,-4.45,0,9,0.00111,0.0,0.0906,0.0379,0,204720,66,2018,8/17/2018,Love You Too Late,Country,1.0
49509,['Keith Urban'],[81619],0.633,0.834,0.869,97.991,-6.072,1,7,0.0542,1.76e-05,0.115,0.0327,0,218000,43,2004,1/1/2004,***** Been Good To Me,Country,1.0
6465,['Alabama'],[936206],0.546,0.215,0.141,143.594,-16.462,1,2,0.408,0.000216,0.111,0.0307,0,295240,25,1986,1/21/1986,The Fans - Original Version,Country,1.0
96084,['Waylon Jennings'],[200791],0.577,0.844,0.801,114.503,-7.028,1,2,0.597,0.551,0.976,0.0524,0,165600,21,1976,12/1/1976,I'm A Ramblin' Man - Live in Texas - September ****,Country,1.0
59600,['Merle Travis'],[246022],0.644,0.163,0.57,147.498,-11.035,1,9,0.87,0.0,0.226,0.0839,0,167600,29,1947,1947,Dark As A Dungeon,Country,1.0
39905,['Holly Dunn'],[579823],0.551,0.269,0.476,76.511,-9.782,1,2,0.54,0.0,0.103,0.028,0,209467,44,1991,7/19/1991,Daddy's *****,Country,1.0
73452,['Roy Acuff'],[848784],0.834,0.366,0.962,120.103,-14.506,1,9,0.931,0.00373,0.209,0.0404,0,168200,0,1936,1936,***** Train to Memphis,Country,1.0
58064,['Marty Robbins'],[858710],0.403,0.144,0.187,80.108,-15.434,0,11,0.914,0.000348,0.235,0.0275,0,186373,10,1963,12/31/1963,The Sea and Me,Country,1.0
43545,['Jim Reeves'],[903609],0.512,0.301,0.181,80.955,-11.755,1,1,0.822,0.0237,0.107,0.035,0,139667,43,1992,2/25/1992,He'll Have to Go,Country,1.0
92567,['Tom T. Hall'],[515628],0.544,0.343,0.929,145.411,-15.537,1,0,0.829,6e-05,0.0837,0.0295,0,132733,22,1975,3/29/1975,Country Is,Country,1.0
57792,['Mark Wills'],[334041],0.572,0.416,0.257,93.509,-9.733,1,9,0.277,0.0,0.0968,0.0236,0,216067,33,1996,1/1/1996,Places I've Never Been,Country,1.0
60393,['Mickey Gilley'],[471156],0.542,0.523,0.662,204.271,-9.854,1,3,0.584,2.81e-06,0.106,0.0865,0,179827,33,1985,4/1/1985,Paradise ******* (with Mickey Gilley),Country,1.0
71284,['Ray Price'],[409954],0.406,0.567,0.767,116.474,-7.24,1,5,0.605,0.0178,0.24,0.036,0,152107,25,1954,1954,Crazy Arms,Country,1.0
36044,['George Jones'],[944310],0.684,0.544,0.734,93.934,-11.69,1,7,0.151,0.0,0.388,0.0239,0,209893,43,1992,1/1/1992,I Don't Need Your Rockin' Chair,Country,1.0
41823,['Jamey Johnson'],[627787],0.479,0.718,0.398,149.576,-4.271,1,2,0.0344,0.0,0.282,0.0368,0,245333,56,2006,1/31/2006,Redneck Side of Me,Country,1.0
21423,['Clint Black'],[792370],0.582,0.678,0.827,92.978,-9.25,1,10,0.0905,0.0,0.356,0.0299,0,240400,34,1993,7/5/1993,No Time To ****,Country,1.0
38626,"['Hank Williams, Jr.']",[117844],0.635,0.421,0.495,97.353,-13.055,1,2,0.374,3.09e-05,0.245,0.0318,0,159933,21,1983,1983,Twodot Montana,Country,1.0
58019,['Martina McBride'],[368112],0.431,0.657,0.259,142.527,-5.12,1,5,0.317,0.0,0.0893,0.0304,0,227613,50,2011,1/1/2011,I'm Gonna Love You Through It,Country,1.0
3916,['Shenandoah'],[21292],0.445,0.419,0.326,82.976,-11.045,1,8,0.516,0.0,0.14,0.0264,0,202907,25,1989,1989,Mama Knows,Country,1.0
23826,['David Allan Coe'],[629609],0.538,0.534,0.85,153.405,-9.612,1,2,0.744,0.000182,0.299,0.0324,0,188160,41,1979,11/1/1979,The Fish Aren't Bitin' Today,Country,1.0
20736,['Chris LeDoux'],[107466],0.557,0.414,0.285,75.206,-8.907,1,2,0.343,0.000881,0.144,0.0276,0,189053,39,2008,1/1/2008,Look At You ****,Country,1.0
61317,['Mindy McCready'],[495861],0.58,0.538,0.318,109.753,-6.42,1,3,0.575,0.0,0.116,0.0259,0,239067,37,1996,4/30/1996,Maybe He'll Notice Her Now (feat. Richie McDonald),Country,1.0
44414,['Joe Maphis'],[141256],0.537,0.751,0.959,145.576,-8.004,1,2,0.23,0.956,0.218,0.0414,0,130893,11,1957,1957,Twin Banjo Special,Country,1.0
26534,['Dixie Chicks'],[162487],0.681,0.731,0.82,120.736,-4.64,1,5,0.192,0.0,0.356,0.0289,0,206618,49,1998,1/15/1998,******* the Heartache's on Me,Country,1.0
36237,['George Strait'],[944084],0.715,0.461,0.775,139.291,-14.473,1,10,0.124,1.99e-06,0.0662,0.0394,0,145160,48,1981,1/1/1981,Unwound,Country,1.0
93517,['Travis Tritt'],[15318],0.324,0.574,0.335,74.101,-5.647,1,7,0.239,0.0,0.143,0.0292,0,217533,46,2000,10/1/2000,Love of a Woman,Country,1.0
16970,['Brooks & Dunn'],[522768],0.703,0.855,0.883,120.308,-4.822,1,9,0.205,9.84e-05,0.582,0.0328,0,221286,42,2009,9/8/2009,Rock My World - Little Country ****,Country,1.0
59524,['Merle Haggard'],[410219],0.735,0.464,0.758,118.597,-13.136,1,11,0.321,0.00792,0.153,0.034,0,209000,22,1980,1/1/1980,I Don't Want To Sober Up *******,Country,1.0
72252,['Ricky Van Shelton'],[207127],0.792,0.706,0.702,120.708,-7.246,1,9,0.371,1.57e-06,0.0877,0.0351,0,198400,25,1986,1986,Wild Man,Country,1.0
42062,['Jason Aldean'],[318882],0.43,0.841,0.489,180.977,-2.99,1,6,0.13,0.0,0.0517,0.037,0,183440,56,2009,4/7/2009,Crazy Town,Country,1.0
81323,['Tennessee Ernie Ford'],[20403],0.275,0.338,0.247,92.516,-6.731,0,3,0.883,0.245,0.112,0.0284,0,193093,8,1957,1/1/1957,Give Me Your Word,Country,1.0
36064,['George Jones'],[944310],0.692,0.27,0.495,114.804,-14.539,1,0,0.459,1e-06,0.264,0.0281,0,193773,31,1986,7/11/1986,The Right Left ****,Country,1.0
42913,['Jerry Jeff Walker'],[845468],0.624,0.407,0.847,111.924,-12.222,1,4,0.55,0.0,0.213,0.0282,0,149133,22,1968,1968,Gypsy Songman,Country,1.0
45173,['John Hartford'],[221603],0.499,0.19,0.43,149.46,-16.435,1,7,0.654,0.00409,0.0898,0.0454,0,219827,40,1971,1971,Back in the Goodle Days,Country,1.0
30917,['Emmylou Harris'],[159699],0.654,0.376,0.482,123.072,-8.695,1,3,0.435,6.77e-06,0.106,0.0304,0,191293,40,1981,1981,Evangeline,Country,1.0
61500,['Miranda Lambert'],[503242],0.584,0.813,0.774,95.081,-7.221,1,6,0.0297,0.000197,0.272,0.0582,0,204387,56,2014,6/2/2014,Little Red Wagon,Country,1.0
81334,['Tennessee Ernie Ford'],[20403],0.575,0.202,0.295,105.353,-10.16,1,5,0.823,2.48e-06,0.0938,0.0366,0,171467,30,1956,3/5/1956,Dark As A Dungeon,Country,1.0
