,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),genre,genre_id
88392,['The Prodigy'],[492162],0.639,0.872,0.608,147.096,-10.968,1,9,0.00147,0.315,0.106,0.0555,0,298227,48,1992,9/21/1992,Out Of *****,Electronic,3.0
6147,['Air'],[607202],0.565,0.547,0.298,132.937,-11.107,0,11,0.0703,0.861,0.114,0.0302,0,256707,38,1998,1/14/1998,Talisman,Electronic,3.0
92152,['Timeflies'],[3044549],0.786,0.687,0.345,105.021,-5.914,1,0,0.00758,0.0,0.619,0.141,1,215160,63,2016,3/18/2016,Once In a While,Electronic,3.0
40485,['Ikon'],[72861],0.806,0.707,0.746,118.011,-4.623,1,7,0.331,0.0,0.294,0.0307,0,209648,73,2018,1/25/2018,LOVE SCENARIO,Electronic,3.0
94618,['Various Artists'],[258947],0.49,0.12,0.633,85.397,-17.87,1,2,0.959,0.000256,0.112,0.0625,0,212907,0,1949,1949,South Pacific: Act II: Happy Talk,Electronic,3.0
1654,['Girl Talk'],[660155],0.826,0.782,0.668,127.477,-8.502,0,6,0.0155,0.0132,0.313,0.0416,1,260288,41,2008,9/23/2008,***** In The Air,Electronic,3.0
8531,['Aphex Twin'],[493848],0.142,0.042,0.0427,141.164,-26.441,0,9,0.971,0.913,0.052,0.0432,0,255333,45,1994,3/7/1994,***,Electronic,3.0
61746,['Moby'],[477116],0.252,0.364,0.0749,96.579,-11.373,1,2,0.5,0.974,0.621,0.0277,0,309674,34,1999,5/17/1999,Memory Gospel (B-Sides),Electronic,3.0
9858,['Avicii'],[2393596],0.608,0.947,0.667,128.224,-3.932,1,0,0.0798,0.759,0.355,0.055,0,207451,56,2011,3/29/2011,Street Dancer - Radio Edit,Electronic,3.0
92151,['Timeflies'],[3044549],0.953,0.652,0.73,122.997,-4.159,0,11,0.00456,0.0,0.0287,0.0849,0,214787,57,2015,9/18/2015,Undress Rehearsal,Electronic,3.0
18982,['Cascada'],[666073],0.64,0.989,0.49,142.024,-3.707,1,8,0.00328,2.07e-06,0.364,0.0708,0,199867,51,2005,8/16/2005,Everytime We Touch,Electronic,3.0
22963,['Daft Punk'],[667669],0.45,0.278,0.0421,108.004,-14.318,1,1,0.95,0.646,0.185,0.034,0,202147,44,2010,1/1/2010,Flynn Lives,Electronic,3.0
84268,['The Chemical Brothers'],[67631],0.492,0.956,0.36,126.968,-4.186,1,5,0.00892,0.872,0.288,0.0472,0,387173,53,2002,1/1/2002,Star Guitar,Electronic,3.0
51012,['Kygo'],[3314964],0.673,0.596,0.19,123.969,-7.891,1,10,0.166,0.0,0.11,0.0354,0,208567,68,2019,2/14/2019,Think About You,Electronic,3.0
42439,['Jean-Jacques Perrey'],[189641],0.859,0.831,0.986,100.617,-10.117,1,0,0.393,0.424,0.345,0.0791,0,139000,31,1968,1968,The Little Ships,Electronic,3.0
2599,['Massive Attack'],[378288],0.727,0.666,0.564,129.995,-9.777,1,8,0.0371,0.128,0.157,0.0334,0,356267,47,1998,1/1/1998,Man Next Door,Electronic,3.0
22619,['Crystal Castles'],[724598],0.745,0.696,0.33,104.97,-9.906,1,4,0.846,0.893,0.101,0.0533,0,366867,52,2008,3/18/2008,Magic Spells,Electronic,3.0
33463,['Flying Lotus'],[717419],0.722,0.828,0.275,117.693,-3.227,0,8,0.0505,0.0,0.114,0.19,0,237920,49,2010,5/3/2010,Do The Astral Plane,Electronic,3.0
95091,['Vitalic'],[220024],0.63,0.918,0.485,126.322,-5.052,0,10,0.000325,0.626,0.103,0.0412,0,234240,42,2009,2009,Poison Lips,Electronic,3.0
50898,['Kraftwerk'],[104714],0.931,0.342,0.829,129.483,-12.472,0,2,0.81,0.854,0.145,0.0613,0,306200,31,1981,1981,Computer World - **** Remaster,Electronic,3.0
28923,['EDEN'],[3523590],0.387,0.376,0.395,116.667,-6.743,0,9,0.881,0.0,0.851,0.0338,0,279828,65,2015,8/19/2015,Wake Up,Electronic,3.0
64831,['Nosaj Thing'],[1573712],0.635,0.655,0.271,91.026,-9.521,1,0,0.15,0.553,0.129,0.0484,0,184000,54,2006,1/1/2006,Aquarium,Electronic,3.0
8503,['Aphex Twin'],[493848],0.619,0.0327,0.0785,102.884,-20.273,0,10,0.995,0.712,0.0865,0.0371,0,447800,42,1994,3/7/1994,**,Electronic,3.0
94591,['Various Artists'],[258947],0.678,0.409,0.749,111.989,-14.811,1,11,0.987,0.00154,0.656,0.0961,0,195867,0,1950,1/1/1950,Omorfi Thessaloniki,Electronic,3.0
24192,['David Guetta'],[213561],0.526,0.52,0.13,149.119,-7.985,0,6,0.435,0.0,0.197,0.0569,0,183637,70,2017,12/1/2017,So Far Away (feat. Jamie Scott & Romy Dya),Electronic,3.0
26690,['DJ Shadow'],[949820],0.701,0.535,0.398,70.746,-14.798,0,9,0.504,1.04e-06,0.182,0.881,0,46533,39,1996,1/1/1996,Best **** Forward,Electronic,3.0
18084,['Calvin Harris'],[945951],0.591,0.693,0.432,131.005,-6.564,1,7,0.0051,0.123,0.293,0.032,0,211733,40,2009,8/18/2009,I'm Not Alone - Radio Edit,Electronic,3.0
57123,['Marconi Union'],[419197],0.139,0.22,0.0789,71.432,-19.974,0,2,0.856,0.831,0.17,0.0324,0,480107,67,2012,10/29/2012,Weightless,Electronic,3.0
80722,['Tangerine Dream'],[2411],0.251,0.348,0.0361,130.186,-20.339,0,10,0.843,0.917,0.196,0.0534,0,1037451,30,1975,3/21/1975,Rubycon - Pt. * / Remastered ****,Electronic,3.0
51009,['Kygo'],[3314964],0.614,0.814,0.345,128.024,-9.731,0,9,0.296,0.382,0.0645,0.0515,0,364818,56,2013,5/15/2013,Epsilon - Original Mix,Electronic,3.0
88381,['The Prodigy'],[492162],0.64,0.992,0.17,144.994,-6.974,0,5,0.00567,0.802,0.164,0.0523,0,377827,57,1994,1994,No Good (Start the Dance) [Remastered],Electronic,3.0
63593,['Neu!'],[387815],0.602,0.254,0.0902,82.882,-15.397,1,8,0.267,0.812,0.134,0.0259,0,414227,26,1975,1975,Seeland,Electronic,3.0
26290,['Diplo'],[793225],0.648,0.553,0.275,110.949,-6.35,1,11,0.212,0.0,0.0728,0.0409,1,172973,69,2020,5/29/2020,Heartless (with Julia Michaels & ****** Wallen),Electronic,3.0
61740,['Moby'],[477116],0.797,0.297,0.232,92.002,-11.122,0,9,0.653,0.902,0.106,0.0533,0,362667,38,1999,5/17/1999,Whispering Wind (B-Sides),Electronic,3.0
3889,['Kaytranada'],[3306945],0.835,0.527,0.611,106.003,-7.272,0,7,0.204,0.000423,0.283,0.128,0,218200,66,2018,11/30/2018,CHANCES,Electronic,3.0
2724,['Basement Jaxx'],[142249],0.713,0.829,0.844,126.853,-4.171,1,2,0.00769,0.00203,0.139,0.0491,0,217493,55,2001,6/25/2001,Romeo,Electronic,3.0
88393,['The Prodigy'],[492162],0.667,0.998,0.32,149.012,-5.892,0,6,0.00144,0.423,0.301,0.065,0,387067,55,1994,1994,Voodoo People (Remastered),Electronic,3.0
54304,['Little Dragon'],[992751],0.7,0.738,0.796,144.035,-4.398,1,1,0.0381,0.00527,0.22,0.0324,0,210267,56,2011,7/25/2011,Ritual Union,Electronic,3.0
4348,['Cluster'],[129430],0.876,0.492,0.907,135.73,-17.263,0,10,0.429,0.887,0.576,0.0669,0,189040,35,1974,1/1/1974,Caramel,Electronic,3.0
8513,['Aphex Twin'],[493848],0.497,0.127,0.0402,134.902,-29.508,0,5,0.993,0.859,0.147,0.051,0,440333,38,1994,3/7/1994,***,Electronic,3.0
70329,['Röyksopp'],[293969],0.68,0.849,0.806,106.486,-5.295,1,6,0.00746,0.0694,0.108,0.0444,0,218320,41,2001,8/22/2001,Eple,Electronic,3.0
94559,['Vangelis'],[840000],0.195,0.139,0.035,58.638,-20.849,0,2,0.476,0.706,0.0671,0.0381,0,218960,45,1992,9/22/1992,Monastery of La Rabida,Electronic,3.0
26695,['DJ Shadow'],[949820],0.674,0.737,0.385,146.389,-8.21,1,8,0.574,0.779,0.32,0.064,0,561360,37,1996,1/1/1996,**** Brain / Scatter Brain - Medley,Electronic,3.0
49100,['Kaskade'],[854866],0.622,0.694,0.146,126.978,-7.572,0,11,0.23,0.398,0.105,0.0389,0,219066,48,2008,5/6/2008,4 AM - Adam K & Soha Radio Edit,Electronic,3.0
6093,['Aim'],[604090],0.771,0.492,0.601,85.987,-8.568,1,0,0.147,0.638,0.1,0.0532,0,263280,53,2002,2002,Good Disease,Electronic,3.0
48751,['Justice'],[648106],0.619,0.726,0.424,116.966,-6.422,1,7,0.00231,0.766,0.652,0.125,0,200827,52,2007,6/11/2007,Phantom Pt. II,Electronic,3.0
75167,['Seefeel'],[621959],0.284,0.489,0.25,104.624,-14.848,1,6,0.00164,0.817,0.116,0.0352,0,447400,34,1993,1993,Charlotte’s Mouth,Electronic,3.0
88604,['The Rapture'],[487038],0.606,0.94,0.31,133.964,-3.381,0,8,0.000319,0.021,0.0933,0.268,0,186507,41,2003,1/1/2003,Echoes,Electronic,3.0
26696,['DJ Shadow'],[949820],0.621,0.814,0.304,160.066,-5.937,1,2,0.0405,0.00274,0.263,0.154,1,195966,67,2016,6/24/2016,****** Speak,Electronic,3.0
94598,['Various Artists'],[258947],0.227,0.255,0.142,100.048,-12.037,1,5,0.871,0.000221,0.119,0.0354,0,206827,0,1949,1949,South Pacific: Younger Than Springtime,Electronic,3.0
98170,['Zero 7'],[696668],0.519,0.389,0.107,121.802,-9.807,1,5,0.514,0.153,0.1,0.0304,0,330373,52,2004,3/2/2004,Warm Sound,Electronic,3.0
18987,['Cash Cash'],[1035160],0.55,0.875,0.291,113.707,-0.755,0,11,0.0665,0.0,0.658,0.3,0,246447,52,2013,10/29/2013,Overtime,Electronic,3.0
7544,['Amon Tobin'],[24329],0.575,0.637,0.122,136.025,-8.874,0,1,0.0792,0.911,0.384,0.0348,0,337507,43,2000,5/16/2000,Slowly,Electronic,3.0
80727,['Tangerine Dream'],[2411],0.387,0.564,0.0489,138.024,-11.253,0,4,0.111,0.841,0.0791,0.0376,0,448596,42,1979,2/1/1979,Cloudburst Flight,Electronic,3.0
84269,['The Chemical Brothers'],[67631],0.446,0.995,0.248,135.041,-1.169,1,6,0.000738,0.13,0.354,0.223,0,328733,46,1997,1/1/1997,Setting Sun,Electronic,3.0
3793,['Nightmares on Wax'],[869417],0.804,0.429,0.963,156.777,-14.992,0,11,0.00477,0.952,0.0974,0.111,0,419427,40,1995,9/25/1995,Stars,Electronic,3.0
94561,['Vangelis'],[840000],0.308,0.108,0.035,155.851,-20.017,0,0,0.864,0.312,0.174,0.0324,0,473253,45,1996,2/19/1996,Ask the Mountains,Electronic,3.0
97710,['Yello'],[683795],0.871,0.647,0.273,119.585,-14.025,0,11,0.185,0.15,0.105,0.1,0,200151,49,1992,1/1/1992,The Race,Electronic,3.0
22613,['Crystal Castles'],[724598],0.551,0.694,0.299,126.0,-5.81,0,11,0.0186,0.00936,0.116,0.0334,0,228400,49,2011,1/1/2011,Celestica,Electronic,3.0
79967,['Susumu Yokota'],[49163],0.241,0.254,0.0378,138.97,-17.03,1,6,0.994,0.88,0.0639,0.0416,0,278693,45,1999,7/21/1999,TOBIUME,Electronic,3.0
61742,['Moby'],[477116],0.602,0.936,0.381,124.182,-4.222,1,11,0.00027,0.906,0.277,0.0455,0,203333,42,1997,7/3/1997,James Bond Theme - Moby's Re-version,Electronic,3.0
2605,['Massive Attack'],[378288],0.546,0.749,0.136,95.304,-8.345,0,1,0.0109,0.378,0.0854,0.0371,0,492267,43,1998,1/1/1998,Group Four,Electronic,3.0
28918,['EDEN'],[3523590],0.261,0.524,0.119,58.883,-6.697,1,2,0.612,2.11e-06,0.0923,0.0437,0,274668,59,2016,8/19/2016,Circles,Electronic,3.0
83892,['The Bucketheads'],[524634],0.781,0.881,0.868,125.935,-3.804,0,9,0.0119,0.389,0.0797,0.0423,0,203827,41,1995,1995,The Bomb! (These Sound Fall into My Mind) - Radio Edit,Electronic,3.0
92995,['Tool'],[1340026],0.639,0.681,0.371,129.098,-6.735,1,2,0.000698,0.198,0.119,0.0334,1,331853,53,1993,4/6/1993,Swamp Song,Electronic,3.0
74974,['Scooter'],[253076],0.53,0.994,0.68,139.992,-9.629,0,2,0.000592,0.00708,0.364,0.0613,0,227000,60,1998,7/20/1998,How Much Is The Fish?,Electronic,3.0
8516,['Aphex Twin'],[493848],0.352,0.0562,0.15,80.156,-21.075,1,11,0.994,0.894,0.0872,0.059,0,394240,36,1994,3/7/1994,**,Electronic,3.0
98119,['Zara Larsson'],[3105903],0.707,0.629,0.457,122.863,-4.581,0,0,0.259,1.6e-05,0.138,0.0563,0,212459,77,2017,3/16/2017,Symphony (feat. Zara Larsson),Electronic,3.0
9856,['Avicii'],[2393596],0.569,0.785,0.303,128.031,-4.057,0,1,0.0505,1.12e-06,0.086,0.0457,0,148387,68,2013,9/13/2013,Addicted To You,Electronic,3.0
61760,['Moby'],[477116],0.322,0.754,0.392,62.839,-6.416,0,10,0.299,0.0,0.136,0.275,1,315773,65,2018,5/25/2018,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",Electronic,3.0
24198,['David Guetta'],[213561],0.604,0.787,0.301,126.062,-3.674,0,0,0.0679,0.15,0.127,0.103,0,245040,64,2011,8/31/2011,******** (feat. Sia),Electronic,3.0
76343,['Skrillex'],[2365087],0.788,0.874,0.629,126.988,-3.336,1,0,0.00219,0.00231,0.0998,0.0805,0,297986,51,2010,12/21/2010,**** EVERYBODY,Electronic,3.0
41543,['James Blake'],[2435745],0.754,0.37,0.228,114.941,-9.854,0,6,0.403,6.22e-05,0.107,0.12,0,193600,70,2019,1/18/2019,Mile High (feat. Travis Scott & Metro Boomin),Electronic,3.0
93608,['Tricky'],[25462],0.73,0.436,0.501,80.84,-14.19,0,10,0.0363,0.296,0.138,0.0637,0,458667,46,1995,1/1/1995,Aftermath,Electronic,3.0
56800,['Major Lazer'],[2036252],0.723,0.809,0.274,98.007,-3.081,0,7,0.00346,0.00123,0.565,0.0625,0,176561,72,2015,11/27/2015,Lean On,Electronic,3.0
50895,['Kraftwerk'],[104714],0.77,0.464,0.419,110.387,-11.391,1,11,0.0408,0.649,0.199,0.0571,0,581027,41,1977,1977,Europe Endless - **** Remaster,Electronic,3.0
51289,['Ladytron'],[780948],0.526,0.768,0.699,120.31,-5.966,0,4,0.00883,1.06e-05,0.183,0.0323,0,276493,41,2005,2005,Destroy Everything You Touch,Electronic,3.0
24199,['David Guetta'],[213561],0.544,0.87,0.502,129.984,-6.103,1,8,0.0015,2.8e-06,0.246,0.26,0,210093,60,2009,8/21/2009,Memories (feat. Kid Cudi),Electronic,3.0
51004,['Kygo'],[3314964],0.636,0.6,0.476,100.051,-6.964,1,6,0.211,0.0,0.141,0.0288,0,214827,66,2017,11/3/2017,Sunrise (feat. Jason Walker),Electronic,3.0
26687,['DJ Shadow'],[949820],0.405,0.793,0.938,104.036,-7.364,0,7,0.0658,0.809,0.106,0.103,0,274267,42,1996,1/1/1996,The Number Song,Electronic,3.0
22943,['Daft Punk'],[667669],0.883,0.743,0.336,111.019,-8.418,0,5,0.00695,0.796,0.0936,0.162,0,164560,44,1997,1/16/1997,Daftendirekt,Electronic,3.0
94576,['Vangelis'],[840000],0.239,0.0196,0.0326,72.839,-27.547,1,9,0.869,0.761,0.0723,0.0442,0,200467,43,1981,3/14/1981,Abraham's Theme,Electronic,3.0
80726,['Tangerine Dream'],[2411],0.275,0.381,0.0648,148.955,-18.374,0,2,0.87,0.932,0.0865,0.042,0,1059351,38,1974,2/20/1974,Phaedra - Remastered ****,Electronic,3.0
93011,['Tool'],[1340026],0.477,0.688,0.455,126.291,-8.256,0,7,0.00746,0.211,0.131,0.0373,0,324427,54,1996,9/17/1996,Jimmy,Electronic,3.0
4349,['Cluster'],[129430],0.331,0.451,0.382,208.663,-13.752,1,0,0.452,0.963,0.116,0.0328,0,491400,37,1976,1976,Sowiesoso,Electronic,3.0
22941,['Daft Punk'],[667669],0.548,0.496,0.0973,102.062,-13.466,1,1,0.302,0.135,0.321,0.0355,0,96747,47,2010,1/1/2010,The Grid,Electronic,3.0
93003,['Tool'],[1340026],0.456,0.795,0.309,96.045,-7.408,1,2,0.000159,0.842,0.269,0.0363,0,515080,60,2001,5/15/2001,The Grudge,Electronic,3.0
93037,['Tool'],[1340026],0.603,0.422,0.0685,95.17,-15.598,1,7,0.281,0.776,0.0745,0.0631,0,441253,50,2006,4/28/2006,Intension,Electronic,3.0
81078,['Technotronic'],[25899],0.796,0.867,0.971,120.682,-9.543,1,10,0.0303,2.82e-06,0.134,0.0309,0,319373,43,1989,1989,Move This,Electronic,3.0
92153,['Timeflies'],[3044549],0.613,0.765,0.534,88.262,-3.909,1,1,0.0195,0.0,0.039,0.0984,1,225293,52,2014,1/1/2014,Monsters,Electronic,3.0
89421,['The Shamen'],[496370],0.64,0.983,0.823,121.41,-9.415,0,4,0.00716,6.97e-05,0.072,0.0553,0,206400,31,1990,1990,Move Any Mountain,Electronic,3.0
4225,['Morcheeba'],[597736],0.538,0.742,0.273,150.029,-7.924,0,11,0.0188,0.09,0.0749,0.038,0,348053,43,1998,3/13/1998,The Sea,Electronic,3.0
93008,['Tool'],[1340026],0.427,0.714,0.239,113.603,-7.967,1,9,0.000376,0.664,0.187,0.052,0,362890,53,1993,4/6/1993,4°,Electronic,3.0
24203,['David Guetta'],[213561],0.674,0.862,0.5,129.965,-4.614,1,11,0.0157,0.000427,0.169,0.0253,0,191000,52,2009,8/21/2009,When Love Takes Over (feat. Kelly Rowland),Electronic,3.0
22981,['Daft Punk'],[667669],0.669,0.743,0.279,119.882,-11.488,1,7,0.282,0.803,0.309,0.0494,0,227867,61,2001,3/7/2001,Voyager,Electronic,3.0
50695,['Kodomo'],[992260],0.759,0.491,0.355,99.011,-8.352,0,10,0.0726,0.772,0.0826,0.0592,0,307547,44,2008,7/10/2008,Concept *,Electronic,3.0
97728,['Yellow Magic Orchestra'],[683750],0.595,0.723,0.672,116.112,-4.495,0,5,0.00101,0.345,0.153,0.0302,0,216880,37,1979,1979,Behind the Mask,Electronic,3.0
1817,['Petit Biscuit'],[3413218],0.802,0.371,0.263,113.951,-9.087,0,6,0.571,3.82e-06,0.108,0.131,0,219933,62,2017,11/10/2017,Problems,Electronic,3.0
8523,['Aphex Twin'],[493848],0.645,0.393,0.441,101.757,-17.543,0,6,0.00903,0.89,0.364,0.043,0,323187,53,1992,2/10/1992,Ageispolis,Electronic,3.0
35391,['Gas'],[158888],0.479,0.744,0.714,119.463,-15.271,1,8,0.499,0.845,0.155,0.0352,0,591093,41,2000,2000,Pop 4,Electronic,3.0
31612,['Eric Prydz'],[184677],0.606,0.847,0.471,126.272,-5.974,1,10,0.00362,0.00123,0.785,0.382,0,169373,38,2004,10/26/2004,**** On Me - Radio Edit,Electronic,3.0
76342,['Skrillex'],[2365087],0.605,0.92,0.219,174.974,-2.298,0,4,0.0012,0.000596,0.483,0.0713,1,200787,59,2011,12/27/2011,Kyoto (feat. Sirah),Electronic,3.0
50999,['Kygo'],[3314964],0.621,0.551,0.222,105.052,-7.89,1,7,0.486,0.0,0.115,0.0474,0,233133,63,2016,5/13/2016,Carry Me (feat. Julia Michaels),Electronic,3.0
4341,['Cluster'],[129430],0.844,0.326,0.509,130.28,-17.932,1,1,0.155,0.893,0.105,0.0413,0,285933,31,1974,1/1/1974,Hollywood,Electronic,3.0
8920,['Armand Van Helden'],[928160],0.624,0.977,0.74,126.129,-3.34,0,11,0.00615,0.0,0.253,0.22,0,177573,65,2011,1/1/2011,Bonkers,Electronic,3.0
2456,['Fatboy Slim'],[133719],0.621,0.885,0.554,109.728,-6.826,1,1,0.0418,0.492,0.133,0.0473,0,227973,55,2006,1/1/2006,Praise You - Radio Edit,Electronic,3.0
18082,['Calvin Harris'],[945951],0.665,0.886,0.53,128.062,-4.175,0,9,0.0469,6.24e-05,0.0525,0.0514,0,240347,62,2012,10/29/2012,Drinking from the Bottle (feat. Tinie Tempah),Electronic,3.0
18090,['Calvin Harris'],[945951],0.819,0.913,0.536,119.989,-3.059,0,4,0.0935,3.72e-05,0.161,0.0427,0,219160,76,2016,9/16/2016,My Way,Electronic,3.0
50878,['Kraftwerk'],[104714],0.331,0.273,0.035,90.906,-14.131,0,1,0.987,0.124,0.192,0.0365,0,87147,30,1975,1975,Uranium - **** Remaster,Electronic,3.0
3796,['Nightmares on Wax'],[869417],0.774,0.244,0.421,103.464,-9.748,0,9,0.72,0.915,0.379,0.0299,0,210467,62,2006,2/20/2006,You Wish,Electronic,3.0
82516,['The Avalanches'],[43572],0.535,0.762,0.573,71.651,-8.821,1,5,0.129,0.0622,0.437,0.0391,0,202293,37,2000,1/1/2000,Two Hearts In 3/4 Time,Electronic,3.0
9845,['Avicii'],[2393596],0.601,0.834,0.352,125.991,-6.573,0,1,0.0295,0.888,0.34,0.0358,0,338867,59,2011,1/1/2011,Levels,Electronic,3.0
36527,['Gigi Masin'],[2518402],0.545,0.487,0.263,91.043,-11.874,0,8,0.916,0.811,0.0966,0.034,0,235400,31,1986,1986,Tears Of Clown,Electronic,3.0
93891,['Tycho'],[205959],0.659,0.716,0.382,139.952,-7.816,1,9,0.329,0.909,0.127,0.0317,0,316919,57,2011,10/4/2011,A Walk,Electronic,3.0
3825,['Squarepusher'],[158849],0.499,0.82,0.598,161.449,-8.835,0,5,0.0756,0.869,0.0849,0.0541,0,397133,43,1997,1997,Beep Street,Electronic,3.0
81076,['Technotronic'],[25899],0.79,0.727,0.67,123.958,-11.84,0,6,0.00418,0.000162,0.0628,0.105,0,337093,56,1989,1989,Get Up (Before The ***** Is Over),Electronic,3.0
51288,['Ladytron'],[780948],0.642,0.794,0.785,119.55,-7.908,1,8,6.98e-05,0.348,0.146,0.0309,0,277867,45,2002,2002,Seventeen,Electronic,3.0
94549,['Vangelis'],[840000],0.111,0.108,0.0451,93.489,-15.753,1,2,0.808,0.974,0.0857,0.043,0,243933,30,1975,1975,"Theme from the TV Series ""Cosmos"" (Heaven and ****, 3rd Movement)",Electronic,3.0
93695,['Troye Sivan'],[3271457],0.708,0.701,0.504,120.932,-5.196,1,0,0.031,0.0,0.392,0.0328,0,222097,66,2018,8/31/2018,Bloom,Electronic,3.0
3814,['Fischerspooner'],[178051],0.607,0.734,0.569,147.941,-7.622,1,10,0.0906,0.812,0.0925,0.0445,0,288307,55,2003,1/1/2003,Emerge,Electronic,3.0
76332,['Skrillex'],[2365087],0.366,0.572,0.356,119.938,-4.748,1,2,0.343,0.00895,0.186,0.0377,0,389024,46,2010,12/21/2010,"With You, Friends (Long Drive)",Electronic,3.0
94595,['Various Artists'],[258947],0.411,0.0293,0.434,126.52,-17.105,1,0,0.839,2.96e-06,0.154,0.0354,0,83427,0,1949,1949,South Pacific: Dites-Moi,Electronic,3.0
97714,['Yellow Magic Orchestra'],[683750],0.511,0.81,0.683,99.09,-8.547,0,9,0.287,0.0859,0.373,0.236,0,387200,31,1979,7/25/1979,Simoon,Electronic,3.0
50864,['Kraftwerk'],[104714],0.91,0.954,0.926,125.119,-6.75,0,0,0.269,0.449,0.0948,0.0598,0,375320,37,1977,1977,Showroom Dummies - **** Remaster,Electronic,3.0
57122,['Marconi Union'],[419197],0.273,0.174,0.286,64.758,-19.513,0,4,0.819,0.963,0.147,0.0368,0,310147,49,2012,2012,Weightless Part 6,Electronic,3.0
8515,['Aphex Twin'],[493848],0.278,0.0333,0.0477,72.045,-28.188,0,1,0.994,0.981,0.0928,0.0341,0,531427,36,1994,3/7/1994,#7,Electronic,3.0
93696,['Troye Sivan'],[3271457],0.625,0.716,0.538,94.986,-6.48,1,0,0.063,0.0,0.135,0.0498,1,213706,50,2015,12/4/2015,EASE,Electronic,3.0
98117,['Zara Larsson'],[3105903],0.665,0.699,0.585,124.896,-5.265,1,11,0.423,0.0,0.0969,0.0578,1,190932,79,2018,10/18/2018,Ruin My Life,Electronic,3.0
52791,['Lemon Jelly'],[241650],0.572,0.745,0.718,186.006,-8.208,1,5,0.0535,0.043,0.317,0.0521,0,405867,54,2000,10/23/2000,A Tune for ****,Electronic,3.0
22962,['Daft Punk'],[667669],0.934,0.76,0.864,121.302,-5.549,1,7,0.00417,0.906,0.0656,0.148,0,241467,51,2006,3/31/2006,Around the World - Radio Edit [Radio Edit],Electronic,3.0
22936,['Daft Punk'],[667669],0.83,0.884,0.735,124.304,-8.338,0,6,0.195,0.235,0.105,0.246,0,228293,46,1995,1995,Burnin' - Edit Version [Edit Version],Electronic,3.0
24403,['Deadmau5'],[879144],0.73,0.511,0.644,128.025,-5.198,1,1,8.76e-05,0.273,0.247,0.0712,0,243750,51,2012,9/25/2012,Professional Griefers - Vocal Mix,Electronic,3.0
2454,['Fatboy Slim'],[133719],0.572,0.862,0.111,124.708,-8.065,1,7,0.0127,0.388,0.674,0.101,0,387707,52,1998,1/1/1998,"Right Here, Right Now",Electronic,3.0
