,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),Unnamed: 19,genre,genre_id
12442,['Billie Holiday'],[79016],0.772,0.202,0.689,110.954,-10.188,1,10,0.945,3.65e-05,0.116,0.0689,0,180933,28,1933,1933,Getting **** Fun Out of Life,,Vocal,4.0
12443,['Billie Holiday'],[79016],0.628,0.226,0.608,99.392,-14.075,0,10,0.903,5.66e-06,0.171,0.0371,0,173493,36,1933,1933,Summertime,,Vocal,4.0
12444,['Billie Holiday'],[79016],0.699,0.24,0.56,96.547,-10.181,0,3,0.969,0.00286,0.147,0.034,0,206640,31,1933,1933,I Can't Give You Anything but Love (with Teddy Wilson & His Orchestra),,Vocal,4.0
12445,['Billie Holiday'],[79016],0.587,0.292,0.768,162.363,-11.303,1,8,0.893,3.04e-05,0.169,0.0714,0,162427,24,1933,1933,Yankee Doodle Never Went to Town (feat. Billie Holiday) - Take *,,Vocal,4.0
12446,['Billie Holiday'],[79016],0.409,0.145,0.399,96.814,-14.051,1,8,0.971,3.63e-06,0.257,0.0351,0,177867,29,1933,1933,***** and Day - Take *,,Vocal,4.0
12447,['Billie Holiday'],[79016],0.719,0.242,0.6,109.181,-12.646,1,5,0.896,4.11e-05,0.0792,0.0472,0,195560,26,1933,1933,Pennies from Heaven (with Teddy Wilson & His Orchestra) - Take *,,Vocal,4.0
12448,['Billie Holiday'],[79016],0.498,0.102,0.263,75.52,-11.698,0,7,0.981,0.0,0.111,0.0367,0,178067,26,1933,1933,**** Bless the Child (with Eddie Heywood & His Orchestra) - Take *,,Vocal,4.0
12449,['Billie Holiday'],[79016],0.743,0.261,0.814,88.275,-10.289,1,1,0.793,8.62e-06,0.149,0.0618,0,169493,30,1933,1933,He Ain't Got Rhythm (with Teddy Wilson & His Orchestra),,Vocal,4.0
12450,['Billie Holiday'],[79016],0.67,0.339,0.804,90.196,-11.999,1,7,0.935,0.0588,0.296,0.0373,0,182533,23,1933,1933,Life Begins When You're In Love (with Teddy Wilson & His Orchestra),,Vocal,4.0
12451,['Billie Holiday'],[79016],0.667,0.299,0.62,108.655,-11.774,1,7,0.908,0.00395,0.0864,0.042,0,185960,25,1933,1933,Carelessly (with Teddy Wilson & His Orchestra) - Take 3,,Vocal,4.0
12452,['Billie Holiday'],[79016],0.665,0.168,0.447,90.26,-13.042,1,10,0.942,0.0,0.195,0.0377,0,172427,26,1933,1933,You Go to My Head - Take *,,Vocal,4.0
12453,['Billie Holiday'],[79016],0.678,0.19,0.571,138.563,-13.395,1,10,0.967,0.000107,0.14,0.0429,0,175867,27,1933,1933,I've Got My Love to Keep Me Warm,,Vocal,4.0
12454,['Billie Holiday'],[79016],0.456,0.0718,0.267,81.663,-11.461,1,8,0.98,4.8e-05,0.143,0.0314,0,164827,22,1933,1933,Am I ***** - Take *,,Vocal,4.0
12455,['Billie Holiday'],[79016],0.726,0.28,0.805,96.286,-11.784,1,10,0.867,0.000509,0.255,0.0479,0,168507,25,1933,1933,Them There Eyes,,Vocal,4.0
12456,['Billie Holiday'],[79016],0.596,0.182,0.711,123.961,-12.232,1,5,0.815,0.0,0.15,0.0502,0,171467,24,1933,1933,A Fine Romance - Take *,,Vocal,4.0
12457,['Billie Holiday'],[79016],0.461,0.0478,0.26,87.4,-12.722,0,5,0.981,0.0,0.158,0.0375,0,188600,25,1933,1933,Until the Real Thing Comes Along (with Teddy Wilson & His Orchestra) - Take *,,Vocal,4.0
12458,['Billie Holiday'],[79016],0.588,0.229,0.731,129.597,-13.115,1,10,0.782,0.0,0.0384,0.0492,0,196680,24,1933,1933,Back In Your Own Backyard - Take *,,Vocal,4.0
12459,['Billie Holiday'],[79016],0.618,0.104,0.4,90.194,-11.784,0,0,0.978,0.000116,0.305,0.0387,0,199800,22,1933,1933,Love Me or Leave Me (with Teddy Wilson & His Orchestra),,Vocal,4.0
12460,['Billie Holiday'],[79016],0.489,0.0571,0.273,80.172,-16.976,0,7,0.988,2.22e-05,0.161,0.0336,0,198560,28,1933,1933,Georgia On My Mind (with Eddie Heywood & His Orchestra) - Take *,,Vocal,4.0
12461,['Billie Holiday'],[79016],0.499,0.155,0.254,81.169,-11.409,0,5,0.987,0.0,0.165,0.0355,0,157360,22,1933,1933,Ghost of *********,,Vocal,4.0
12462,['Billie Holiday'],[79016],0.736,0.181,0.405,91.972,-13.593,1,0,0.928,2.26e-06,0.0691,0.0388,0,199467,25,1933,1933,Things Are Looking Up (with Teddy Wilson & His Orchestra),,Vocal,4.0
12463,['Billie Holiday'],[79016],0.504,0.195,0.277,81.493,-11.368,0,5,0.972,0.0,0.245,0.0438,0,177200,22,1933,1933,Body and Soul,,Vocal,4.0
12464,['Billie Holiday'],[79016],0.641,0.238,0.669,101.132,-11.568,1,3,0.967,0.00656,0.296,0.0403,0,200360,22,1933,1933,It's Like Reaching for the Moon (with Teddy Wilson & His Orchestra),,Vocal,4.0
12465,['Billie Holiday'],[79016],0.531,0.107,0.295,76.245,-12.904,1,6,0.978,9.13e-06,0.15,0.0358,0,175560,26,1933,1933,I Cover the Waterfront,,Vocal,4.0
12466,['Billie Holiday'],[79016],0.743,0.371,0.806,115.099,-9.509,1,3,0.915,0.000309,0.353,0.0533,0,159200,26,1933,1933,Billie's ***** - Take *,,Vocal,4.0
12467,['Billie Holiday'],[79016],0.728,0.243,0.803,110.777,-12.76,0,5,0.955,0.00219,0.0882,0.0777,0,188760,26,1933,1933,That's Life I Guess (with Teddy Wilson & His Orchestra) - Take *,,Vocal,4.0
12468,['Billie Holiday'],[79016],0.728,0.189,0.613,101.408,-13.03,1,3,0.977,9.4e-06,0.523,0.054,0,179800,20,1933,1933,Let's **** a Heart a Heart,,Vocal,4.0
12469,['Billie Holiday'],[79016],0.783,0.187,0.662,99.912,-12.556,1,3,0.904,0.0,0.0931,0.0695,0,181067,23,1933,1933,My Man (with Teddy Wilson & His Orchestra),,Vocal,4.0
12470,['Billie Holiday'],[79016],0.66,0.246,0.66,101.028,-14.43,0,2,0.932,2.82e-06,0.158,0.0515,0,172467,22,1933,1933,You Let Me Down (with Teddy Wilson & His Orchestra),,Vocal,4.0
12471,['Billie Holiday'],[79016],0.772,0.202,0.583,146.212,-12.21,1,3,0.97,0.00895,0.215,0.0455,0,191067,23,1933,1933,Easy to Love (with Teddy Wilson & His Orchestra),,Vocal,4.0
12472,['Billie Holiday'],[79016],0.799,0.311,0.902,107.234,-11.475,1,0,0.855,0.00121,0.254,0.176,0,179933,18,1933,1933,Twenty-Four Hours a Day (feat. Billie Holiday) - Take *,,Vocal,4.0
12473,['Billie Holiday'],[79016],0.696,0.248,0.799,105.631,-12.103,1,1,0.903,0.001,0.114,0.0437,0,192240,20,1933,1933,These 'N' That 'N' Those (with Teddy Wilson & His Orchestra),,Vocal,4.0
12474,['Billie Holiday'],[79016],0.716,0.414,0.757,98.511,-9.705,1,5,0.839,0.0733,0.226,0.0521,0,165160,20,1933,1933,Your ******** Son-In-Law (with Benny Goodman & His Orchestra),,Vocal,4.0
12475,['Billie Holiday'],[79016],0.564,0.0837,0.451,97.535,-14.093,1,2,0.981,0.0,0.248,0.043,0,166707,23,1933,1933,I Can't Get Started - Take *,,Vocal,4.0
12476,['Billie Holiday'],[79016],0.613,0.194,0.792,136.768,-13.774,1,7,0.733,0.0,0.0678,0.0425,0,169960,19,1933,1933,Why Was I Born? (with Teddy Wilson & His Orchestra),,Vocal,4.0
12477,['Billie Holiday'],[79016],0.609,0.275,0.854,167.999,-11.307,1,0,0.927,4.8e-05,0.1,0.0974,0,132667,20,1933,1933,Trav'lin' All Alone,,Vocal,4.0
12478,['Billie Holiday'],[79016],0.695,0.225,0.572,92.326,-12.704,1,0,0.937,0.000131,0.104,0.041,0,189293,20,1933,1933,My Last Affair (with Teddy Wilson & His Orchestra),,Vocal,4.0
12479,['Billie Holiday'],[79016],0.768,0.43,0.957,113.136,-11.055,0,7,0.805,0.0458,0.219,0.0447,0,175840,18,1933,1933,"What a ****** What a Moon, What a **** (with Teddy Wilson & His Orchestra)",,Vocal,4.0
12480,['Billie Holiday'],[79016],0.628,0.226,0.608,99.392,-14.075,0,10,0.903,5.66e-06,0.171,0.0371,0,173493,18,1933,1933,Summertime,,Vocal,4.0
12481,['Billie Holiday'],[79016],0.799,0.311,0.902,107.234,-11.475,1,0,0.855,0.00121,0.254,0.176,0,179933,21,1933,1933,Twenty-Four Hours a Day (feat. Billie Holiday) - Take *,,Vocal,4.0
12482,['Billie Holiday'],[79016],0.725,0.294,0.557,117.937,-10.06,1,5,0.86,0.0761,0.127,0.041,0,187373,20,1933,1933,I'll Get By (As Long As I Have You) (with Teddy Wilson & His Orchestra) - Take *,,Vocal,4.0
12483,['Billie Holiday'],[79016],0.374,0.0439,0.162,155.725,-12.192,1,7,0.984,2.8e-06,0.378,0.035,0,193627,17,1933,1933,Solitude - Take *,,Vocal,4.0
12484,['Billie Holiday'],[79016],0.672,0.154,0.457,87.309,-14.243,0,5,0.926,0.0,0.214,0.0349,0,143560,22,1933,1933,When a Woman Loves a Man,,Vocal,4.0
12485,['Billie Holiday'],[79016],0.529,0.309,0.65,157.507,-9.255,0,5,0.982,0.0196,0.0765,0.0339,0,191227,17,1933,1933,I Cried for You (with Teddy Wilson & His Orchestra) - Take *,,Vocal,4.0
12486,['Billie Holiday'],[79016],0.799,0.492,0.828,134.571,-10.942,1,7,0.779,0.000108,0.154,0.0549,0,176027,17,1933,1933,What a Little Moonlight Can Do (with Teddy Wilson & His Orchestra),,Vocal,4.0
12487,['Billie Holiday'],[79016],0.583,0.235,0.855,162.321,-11.151,0,3,0.933,3.28e-05,0.249,0.0431,0,180067,18,1933,1933,The Way You Look ******* (with Teddy Wilson & His Orchestra) - Take *,,Vocal,4.0
12488,['Billie Holiday'],[79016],0.639,0.212,0.69,116.953,-13.085,1,1,0.986,0.00577,0.2,0.0545,0,156640,17,1933,1933,Let's **** the Whole Thing ***,,Vocal,4.0
12489,['Billie Holiday'],[79016],0.716,0.414,0.757,98.511,-9.705,1,5,0.839,0.0733,0.226,0.0521,0,165160,17,1933,1933,Your ******** Son-In-Law (with Benny Goodman & His Orchestra),,Vocal,4.0
12490,['Billie Holiday'],[79016],0.546,0.0851,0.531,98.872,-14.178,1,3,0.98,1.19e-05,0.228,0.0498,0,164893,18,1933,1933,The Very Thought of You,,Vocal,4.0
12491,['Billie Holiday'],[79016],0.719,0.216,0.696,79.54,-13.223,1,7,0.935,0.000352,0.315,0.0565,0,135293,16,1933,1933,Romance In the Dark (with Eddie Heywood & His Orchestra) - Take *,,Vocal,4.0
12492,['Billie Holiday'],[79016],0.674,0.297,0.722,128.844,-11.284,1,5,0.831,0.00306,0.111,0.0526,0,186360,16,1933,1933,Sun ******* (with Teddy Wilson & His Orchestra),,Vocal,4.0
12493,['Billie Holiday'],[79016],0.678,0.199,0.487,90.12,-13.567,1,10,0.926,0.0,0.0688,0.0383,0,182000,14,1933,1933,They Can't Take That Away from Me - Take *,,Vocal,4.0
12494,['Billie Holiday'],[79016],0.741,0.258,0.519,112.008,-11.811,1,3,0.737,0.000661,0.146,0.0412,0,181240,17,1933,1933,I ****** On the Moon (with Teddy Wilson & His Orchestra),,Vocal,4.0
12495,['Billie Holiday'],[79016],0.597,0.162,0.622,90.014,-15.215,1,10,0.971,0.000825,0.144,0.0458,0,183227,16,1933,1933,Moanin' Low (with Teddy Wilson & His Orchestra),,Vocal,4.0
12496,['Billie Holiday'],[79016],0.668,0.376,0.837,155.957,-11.406,1,3,0.729,4.97e-05,0.116,0.0682,0,178467,17,1933,1933,Miss ***** to You (with Teddy Wilson & His Orchestra),,Vocal,4.0
12497,['Billie Holiday'],[79016],0.721,0.186,0.77,129.452,-13.833,1,3,0.93,0.000145,0.351,0.0458,0,155667,17,1933,1933,No Regrets - Take *,,Vocal,4.0
12498,['Billie Holiday'],[79016],0.769,0.367,0.842,89.17,-9.196,0,9,0.842,0.0,0.214,0.0452,0,136333,15,1933,1933,Please Keep Me In Your Dreams,,Vocal,4.0
12499,['Billie Holiday'],[79016],0.601,0.253,0.729,144.696,-12.91,0,5,0.891,2.34e-05,0.306,0.0541,0,169840,16,1933,1933,Did I Remember? - Take *,,Vocal,4.0
12500,['Billie Holiday'],[79016],0.533,0.403,0.825,181.077,-9.786,1,8,0.952,0.343,0.631,0.149,0,151507,16,1933,1933,Riffin' the Scotch (with Benny Goodman & His Orchestra),,Vocal,4.0
12501,['Billie Holiday'],[79016],0.761,0.42,0.945,95.492,-10.011,1,10,0.958,0.0375,0.139,0.122,0,173667,16,1933,1933,Spreadin' Rhythm Around (with Teddy Wilson & His Orchestra),,Vocal,4.0
12502,['Billie Holiday'],[79016],0.587,0.292,0.768,162.363,-11.303,1,8,0.893,3.04e-05,0.169,0.0714,0,162427,15,1933,1933,Yankee Doodle Never Went to Town (feat. Billie Holiday) - Take *,,Vocal,4.0
12503,['Billie Holiday'],[79016],0.764,0.241,0.598,125.063,-14.939,0,5,0.796,0.0,0.152,0.06,0,149200,15,1933,1933,If I Were You - Take *,,Vocal,4.0
12504,['Billie Holiday'],[79016],0.449,0.0839,0.233,80.241,-10.074,1,8,0.972,9.2e-05,0.179,0.0304,0,170307,16,1933,1933,Am I *****,,Vocal,4.0
12505,['Billie Holiday'],[79016],0.578,0.234,0.928,172.403,-12.305,1,0,0.918,0.000391,0.0784,0.102,0,165133,15,1933,1933,Sugar (with Teddy Wilson & His Orchestra),,Vocal,4.0
12506,['Billie Holiday'],[79016],0.732,0.251,0.763,119.362,-12.347,1,0,0.908,0.000323,0.27,0.0494,0,177733,16,1933,1933,I'm Painting the Town Red (with Teddy Wilson & His Orchestra),,Vocal,4.0
12507,['Billie Holiday'],[79016],0.773,0.399,0.962,107.235,-10.119,1,7,0.902,0.00111,0.109,0.0538,0,165427,14,1933,1933,It's Too Hot for Words (with Teddy Wilson & His Orchestra),,Vocal,4.0
12508,['Billie Holiday'],[79016],0.721,0.186,0.77,129.452,-13.833,1,3,0.93,0.000145,0.351,0.0458,0,155667,15,1933,1933,No Regrets - Take *,,Vocal,4.0
12509,['Billie Holiday'],[79016],0.582,0.216,0.531,95.463,-12.579,1,7,0.934,0.000716,0.317,0.0423,0,197693,15,1933,1933,These Foolish Things (Remind Me of You) (with Teddy Wilson & His Orchestra),,Vocal,4.0
12510,['Billie Holiday'],[79016],0.553,0.1,0.234,82.041,-11.886,1,8,0.985,0.00244,0.244,0.0315,0,187840,13,1933,1933,I'm In a Low Down Groove,,Vocal,4.0
12511,['Billie Holiday'],[79016],0.67,0.339,0.804,90.196,-11.999,1,7,0.935,0.0588,0.296,0.0373,0,182533,14,1933,1933,Life Begins When You're In Love (with Teddy Wilson & His Orchestra),,Vocal,4.0
12512,['Billie Holiday'],[79016],0.615,0.115,0.404,105.704,-16.557,1,8,0.968,0.00061,0.127,0.0397,0,189867,15,1933,1933,If You Were Mine (with Teddy Wilson & His Orchestra),,Vocal,4.0
12513,['Billie Holiday'],[79016],0.675,0.213,0.59,153.835,-13.595,1,7,0.729,0.000122,0.0887,0.0793,0,169933,16,1933,1933,A Sunbonnet **** (And a Yellow Straw Hat) (with Teddy Wilson & His Orchestra),,Vocal,4.0
12514,['Billie Holiday'],[79016],0.704,0.27,0.793,98.152,-12.43,0,9,0.867,2.44e-05,0.102,0.0602,0,174893,16,1933,1933,"Swing! Brother, Swing!",,Vocal,4.0
12618,['Billie Holiday'],[79016],0.674,0.243,0.852,172.664,-11.334,0,9,0.971,0.0159,0.0941,0.0654,0,196240,15,1933,1933,With Thee I Swing (with Teddy Wilson & His Orchestra),,Vocal,4.0
12619,['Billie Holiday'],[79016],0.663,0.264,0.632,110.927,-12.514,0,10,0.817,1.31e-05,0.337,0.04,0,183840,15,1933,1933,I Can't Pretend - Take *,,Vocal,4.0
12620,['Billie Holiday'],[79016],0.758,0.254,0.468,123.542,-11.88,1,8,0.859,0.00109,0.171,0.0445,0,195400,15,1933,1933,Yours and Mine (with Teddy Wilson & His Orchestra),,Vocal,4.0
12621,['Billie Holiday'],[79016],0.731,0.447,0.925,104.298,-10.282,1,5,0.973,0.0,0.363,0.14,0,181573,14,1933,1933,Jeepers Creepers (with Benny Goodman & His Orchestra),,Vocal,4.0
12622,['Billie Holiday'],[79016],0.577,0.131,0.323,87.2,-14.881,1,0,0.894,0.0,0.147,0.0383,0,165333,15,1933,1933,Don't Know If I'm Comin' or Goin' - Take *,,Vocal,4.0
12623,['Billie Holiday'],[79016],0.813,0.482,0.911,126.618,-10.811,1,8,0.909,0.26,0.136,0.21,0,190933,15,1933,1933,Eeny Meeny Meiny Mo (feat. Billie Holiday) - Take *,,Vocal,4.0
12624,['Billie Holiday'],[79016],0.622,0.3,0.757,83.284,-10.205,1,5,0.929,4.04e-05,0.375,0.0404,0,159973,15,1933,1933,I Hear Music - Take *,,Vocal,4.0
12625,['Billie Holiday'],[79016],0.582,0.34,0.836,173.111,-10.582,0,10,0.952,3.25e-05,0.852,0.107,0,169067,15,1933,1933,"One, Two, Button Your Shoe",,Vocal,4.0
12626,['Billie Holiday'],[79016],0.721,0.148,0.54,102.664,-13.474,1,5,0.934,3.08e-05,0.0774,0.0404,0,168800,13,1933,1933,I Can't Believe That You're In Love with Me (with Teddy Wilson & His Orchestra) - Alternate Take,,Vocal,4.0
12627,['Billie Holiday'],[79016],0.675,0.213,0.59,153.835,-13.595,1,7,0.729,0.000122,0.0887,0.0793,0,169933,13,1933,1933,A Sunbonnet **** (And a Yellow Straw Hat) (with Teddy Wilson & His Orchestra),,Vocal,4.0
