,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),Unnamed: 19,genre,genre_id
39195,['Harry James'],[950571],0.631,0.328,0.629,129.948,-9.836,1,8,0.95,0.473,0.216,0.032,0,208640,1,1930,1930,Who's Sorry Now?,,Jazz,0
34740,['Frankie Carle'],[138560],0.779,0.247,0.732,135.87,-12.5,0,10,0.942,0.000578,0.153,0.0338,0,164160,5,1932,1932,Little **** Frost Get Lost (with Marjorie Hughes) - 78rpm Version,,Jazz,0
55626,"['Louis Prima', 'Keely Smith']","[272567, 495784]",0.502,0.799,0.94,207.37,-4.375,1,7,0.775,1.73E-05,0.273,0.181,0,139227,2,1932,1932,Oooh-Dahdily-Dah,,Jazz,0
81486,"['Tex Beneke', 'The Modernaires']","[30664, 476356]",0.423,0.417,0.873,201.613,-12.682,1,3,0.594,8.78E-05,0.311,0.0404,0,181453,2,1932,1932,Sleigh Ride (with Paula Kelly),,Jazz,0
81487,"['Tex Beneke', 'The Modernaires']","[30664, 476356]",0.761,0.211,0.728,86.161,-13.592,0,5,0.885,4.53E-05,0.0483,0.0559,0,203867,1,1932,1932,"Jingle Bells (feat. Tex Beneke, The Modernaires & Ernie Caceres)",,Jazz,0
9203,['Artie Shaw'],[511029],0.58,0.237,0.438,161.662,-11.568,0,7,0.993,0.398,0.246,0.0589,0,175973,24,1932,1932,There's Frost On The Moon,,Jazz,0
17827,['Cab Calloway'],[532957],0.511,0.413,0.429,96.055,-8.187,1,0,0.862,0,0.57,0.102,0,194173,1,1932,1932,Minnie The Moocher's Wedding Day,,Jazz,0
17639,['Bunny Berigan'],[639789],0.614,0.28,0.964,197.581,-13.556,1,5,0.923,0.918,0.0944,0.0701,0,154973,3,1932,1932,Jingle Bells,,Jazz,0
39210,['Harry James'],[950571],0.197,0.127,0.0463,87.097,-18.491,1,2,0.995,0.885,0.107,0.0382,0,198093,1,1932,1932,White Christmas (feat. Marion ******* - 78rpm Version,,Jazz,0
1172,['Woody Herman'],[958076],0.491,0.489,0.782,185.932,-7.301,1,1,0.87,0.159,0.186,0.0482,0,188493,1,1932,1932,Woodchopper's Ball,,Jazz,0
17640,['Bunny Berigan'],[639789],0.638,0.637,0.891,109.433,-9.097,1,5,0.953,0.878,0.0418,0.0578,0,185067,9,1934,1934,*********** Rose,,Jazz,0
17641,['Bunny Berigan'],[639789],0.698,0.578,0.807,94.772,-9.299,0,4,0.924,0.87,0.307,0.0535,0,163133,6,1934,1934,Troubled,,Jazz,0
17642,['Bunny Berigan'],[639789],0.59,0.253,0.613,104.993,-11.599,1,5,0.973,0.713,0.498,0.0583,0,193827,2,1934,1934,Nothin' But the *****,,Jazz,0
17643,['Bunny Berigan'],[639789],0.52,0.162,0.784,165.541,-15.741,1,5,0.983,0.0315,0.0896,0.0607,0,196800,2,1934,1934,Marie,,Jazz,0
17644,['Bunny Berigan'],[639789],0.607,0.0628,0.364,120.253,-15.865,1,0,0.972,0.667,0.263,0.0454,0,190440,0,1934,1934,Candlelights,,Jazz,0
17645,['Bunny Berigan'],[639789],0.518,0.319,0.33,139.697,-11.629,0,0,0.823,0.00124,0.844,0.0519,0,198493,1,1934,1934,I've Found A New Baby,,Jazz,0
17646,['Bunny Berigan'],[639789],0.711,0.25,0.704,116.423,-14.439,0,2,0.97,0.897,0.117,0.0421,0,185133,1,1934,1934,Russian Lullaby,,Jazz,0
17647,['Bunny Berigan'],[639789],0.63,0.225,0.662,146.572,-12.19,1,10,0.908,0.634,0.103,0.0915,0,211933,0,1934,1934,The Wearin' of The Green,,Jazz,0
17648,['Bunny Berigan'],[639789],0.546,0.402,0.965,173.455,-11.9,1,4,0.945,0.671,0.33,0.116,0,153667,0,1934,1934,Mendelssohn's Spring Song,,Jazz,0
17649,['Bunny Berigan'],[639789],0.689,0.156,0.725,144.133,-14.069,1,8,0.96,4.87E-05,0.329,0.0691,0,201240,1,1934,1934,The Pied Piper,,Jazz,0
17650,['Bunny Berigan'],[639789],0.78,0.205,0.58,84.562,-14.853,1,3,0.948,0.616,0.0585,0.0503,0,178040,0,1934,1934,*****,,Jazz,0
17651,['Bunny Berigan'],[639789],0.558,0.37,0.795,161.009,-11.277,0,7,0.934,0.868,0.0752,0.166,0,207773,1,1934,1934,Liebestraum,,Jazz,0
17652,['Bunny Berigan'],[639789],0.626,0.0802,0.383,125.848,-12.949,1,2,0.972,0.104,0.101,0.0393,0,198867,1,1934,1934,Trees,,Jazz,0
17653,['Bunny Berigan'],[639789],0.612,0.3,0.96,197.791,-13.226,1,5,0.905,0.924,0.0451,0.079,0,153827,1,1934,1934,Jingle Bells,,Jazz,0
19623,['Charlie Christian'],[805930],0.748,0.526,0.858,109.655,-10.356,1,1,0.923,0.89,0.0966,0.0374,0,182653,8,1935,1935,*********** Rose (feat. Charlie Christian),,Jazz,0
51393,"['Lambert, Hendricks & Ross']",[106987],0.475,0.29,0.317,132.75,-16.527,1,0,0.804,5.12E-05,0.101,0.0594,0,194667,1,1936,1936,Deck Us All With Boston Charlie,,Jazz,0
34741,['Frankie Carle'],[138560],0.788,0.213,0.752,135.7,-13.596,0,0,0.941,0.000429,0.177,0.0338,0,163600,1,1936,1936,Little **** Frost Get Lost (with Marjorie Hughes) - 78rpm Version,,Jazz,0
35791,['George Benson'],[201760],0.578,0.398,0.853,119.448,-14.038,0,9,0.692,0,0.179,0.0885,0,153667,1,1936,1936,A Foggy Day,,Jazz,0
53749,['Lester Young'],[259529],0.469,0.609,0.568,114.082,-14.109,0,2,0.954,0.761,0.318,0.0512,0,243867,2,1936,1936,*********** Rose - excerpt,,Jazz,0
53757,['Lester Young'],[259529],0.525,0.464,0.85,143.669,-14.609,1,5,0.982,0.948,0.192,0.0352,0,248533,3,1936,1936,I Got Rhythm,,Jazz,0
55674,['Louis Prima'],[272567],0.779,0.339,0.84,95.936,-10.252,1,7,0.985,0.586,0.294,0.0553,0,188373,16,1936,1936,What Will Santa Claus Say? (When He Finds Everybody Swingin') - 78 rpm Version,,Jazz,0
55684,['Louis Prima'],[272567],0.623,0.293,0.879,134.142,-10.25,0,7,0.855,0,0.108,0.0588,0,146107,2,1936,1936,Shake ***** with Santa Claus - Mono Recording,,Jazz,0
81488,"['Tex Beneke', 'The Modernaires']","[30664, 476356]",0.413,0.31,0.881,202.001,-16.858,1,3,0.593,7.13E-05,0.322,0.0506,0,180560,0,1936,1936,Sleigh Ride (with Paula Kelly),,Jazz,0
81489,['Tex Beneke'],[30664],0.393,0.155,0.158,83.689,-13.724,0,2,0.887,0.839,0.134,0.0292,0,169827,1,1936,1936,Snowfall (with The Glenn Miller Orchestra),,Jazz,0
60987,['Miles Davis'],[423829],0.427,0.228,0.37,93.662,-16.757,0,10,0.365,3.64E-06,0.172,0.0674,0,159773,3,1936,1936,**** Xmas (To Whom It May Concern),,Jazz,0
9219,['Artie Shaw'],[511029],0.568,0.125,0.398,162.888,-17.634,0,7,0.994,0.624,0.281,0.0811,0,175067,2,1936,1936,There's Frost On The Moon,,Jazz,0
17284,"['Buck Clayton', 'Don Byas']","[634674, 172350]",0.711,0.0468,0.463,79.847,-15.82,1,0,0.945,0.692,0.115,0.0896,0,177093,5,1936,1936,Sugar ***** (feat. Buck Clayton & Don Byas) - 78rpm Version,,Jazz,0
17285,"['Buck Clayton', 'Don Byas']","[634674, 172350]",0.718,0.201,0.728,100.381,-23.726,0,7,0.959,0.819,0.105,0.0443,0,197267,5,1936,1936,Farewell ***** (feat. Buck Clayton & Don Byas) - 78rpm Version,,Jazz,0
17286,"['Buck Clayton', 'Don Byas']","[634674, 172350]",0.619,0.34,0.699,141.561,-13.487,1,7,0.893,0.96,0.1,0.0408,0,197533,7,1936,1936,Cafe Society ***** (feat. Buck Clayton & Don Byas) - 78rpm Version,,Jazz,0
17287,"['Buck Clayton', 'Don Byas']","[634674, 172350]",0.711,0.404,0.826,110.99,-9.391,1,3,0.886,0.624,0.277,0.0883,0,141867,4,1936,1936,Bugle ***** (feat. Buck Clayton & Don Byas) - 78rpm Version,,Jazz,0
73894,['Russell Malone'],[808613],0.63,0.198,0.322,131.004,-17.561,1,7,0.96,0.881,0.0717,0.0448,0,158933,6,1936,1936,O Christmas Tree,,Jazz,0
39219,['Harry James'],[950571],0.211,0.0653,0.0486,133.594,-24.009,1,2,0.995,0.875,0.107,0.0414,0,197360,1,1936,1936,White Christmas,,Jazz,0
31750,['Erskine Hawkins'],[170690],0.575,0.155,0.766,149.513,-15.211,1,10,0.89,0.309,0.163,0.0512,0,195760,2,1937,1937,Tuxedo Junction,,Jazz,0
73496,"['Roy Eldridge', ""Anita O'Day""]","[346637, 479028]",0.525,0.323,0.571,76.412,-10.553,0,5,0.878,0.000427,0.0878,0.0708,0,183040,1,1937,1937,Let Me *** Uptown (feat. Roy Eldridge & Anita O'Day),,Jazz,0
9212,['Artie Shaw'],[511029],0.478,0.203,0.681,112.964,-16.632,1,10,0.964,0.659,0.399,0.0482,0,201067,2,1937,1937,I'm Confessin',,Jazz,0
9214,['Artie Shaw'],[511029],0.495,0.238,0.83,149.588,-12.187,0,9,0.95,0.0592,0.265,0.0447,0,182173,1,1937,1937,Frenesi,,Jazz,0
9217,['Artie Shaw'],[511029],0.697,0.185,0.592,140.136,-12.07,1,2,0.957,0.537,0.31,0.0414,0,192360,0,1937,1937,"Begin the Beguine (From the Musical Comedy ""Jubilee"")",,Jazz,0
19634,['Charlie Christian'],[805930],0.729,0.213,0.864,143.782,-13.841,1,8,0.986,0.351,0.0904,0.0411,0,167680,0,1937,1937,Rose Room (feat. Benny Goodman & Charlie Christian),,Jazz,0
40099,['Hot Lips Page'],[825032],0.643,0.254,0.713,135.471,-11.915,1,5,0.737,0,0.342,0.193,0,204000,8,1937,1937,There Ain't No Flies On Me,,Jazz,0
40100,['Hot Lips Page'],[825032],0.663,0.235,0.723,144.4,-13.817,0,2,0.595,0,0.293,0.126,0,188267,5,1937,1937,Got An Uncle In Harlem,,Jazz,0
40101,['Hot Lips Page'],[825032],0.587,0.18,0.64,118.688,-12.349,0,5,0.885,0.00095,0.106,0.0619,0,192493,4,1937,1937,St. James Infirmary,,Jazz,0
40102,['Hot Lips Page'],[825032],0.633,0.221,0.571,75.324,-13.625,1,10,0.793,0,0.2,0.251,0,180067,1,1937,1937,"Baby, It's Cold Outside",,Jazz,0
40103,['Hot Lips Page'],[825032],0.414,0.111,0.472,192.672,-15.665,0,0,0.903,0.000479,0.214,0.0789,0,186733,1,1937,1937,Long Gone *****,,Jazz,0
40104,['Hot Lips Page'],[825032],0.639,0.25,0.669,144.465,-11.785,1,7,0.869,0,0.79,0.282,0,180533,1,1937,1937,The Hucklebuck,,Jazz,0
40105,['Hot Lips Page'],[825032],0.682,0.593,0.768,141.12,-13.807,0,5,0.887,0.788,0.278,0.0647,0,170800,1,1937,1937,Limehouse ***** - Take *,,Jazz,0
40106,['Hot Lips Page'],[825032],0.72,0.63,0.775,139.404,-11.86,0,5,0.901,0.778,0.12,0.0487,0,173933,1,1937,1937,Limehouse ***** - Take *,,Jazz,0
40107,['Hot Lips Page'],[825032],0.403,0.448,0.76,202.27,-9.604,1,6,0.85,0.816,0.139,0.0456,0,156640,1,1937,1937,La Danse,,Jazz,0
40108,['Hot Lips Page'],[825032],0.602,0.146,0.419,110.974,-16.868,1,5,0.942,8.24E-06,0.123,0.0611,0,153467,1,1937,1937,Why Did I Always Depend On You?,,Jazz,0
40109,['Hot Lips Page'],[825032],0.603,0.196,0.643,142.786,-12.368,0,2,0.668,0,0.217,0.205,0,193160,2,1937,1937,Jeety-Boad Joad,,Jazz,0
40110,['Hot Lips Page'],[825032],0.607,0.264,0.648,123.252,-9.891,1,10,0.794,0.000246,0.181,0.0639,0,161667,1,1937,1937,Walkin' In A Daze - 78rpm Version,,Jazz,0
40111,['Hot Lips Page'],[825032],0.585,0.233,0.513,106.05,-12.285,1,3,0.874,3.87E-06,0.0953,0.0496,0,182893,1,1937,1937,Miss Larceny *****,,Jazz,0
40112,['Hot Lips Page'],[825032],0.628,0.383,0.919,203.139,-13.799,0,9,0.911,0.0125,0.0741,0.226,0,171000,2,1937,1937,Now You're Talking My Language,,Jazz,0
40113,['Hot Lips Page'],[825032],0.72,0.173,0.686,94.748,-13.008,0,7,0.981,2.09E-05,0.134,0.0622,0,194893,1,1937,1937,Lovin' Mama *****,,Jazz,0
40114,['Hot Lips Page'],[825032],0.511,0.324,0.855,179.699,-11.07,1,3,0.924,0.952,0.212,0.0556,0,176200,2,1937,1937,When You're Smiling,,Jazz,0
40115,['Hot Lips Page'],[825032],0.559,0.411,0.747,145.989,-9.55,1,1,0.501,1.36E-05,0.0565,0.0647,0,183573,1,1937,1937,"***** Champ, ****",,Jazz,0
40116,['Hot Lips Page'],[825032],0.698,0.246,0.73,156.189,-12.288,0,2,0.965,0.729,0.212,0.044,0,155667,1,1937,1937,I Can't Believe That You're In Love With Me,,Jazz,0
40117,['Hot Lips Page'],[825032],0.63,0.445,0.838,124.99,-12.331,0,7,0.969,0.0369,0.118,0.0771,0,202107,1,1937,1937,Jump For Joy,,Jazz,0
40118,['Hot Lips Page'],[825032],0.648,0.229,0.779,77.625,-12.844,1,0,0.856,0.000132,0.293,0.0577,0,170533,4,1937,1937,Take Your Shoes **** Baby,,Jazz,0
40119,['Hot Lips Page'],[825032],0.564,0.38,0.873,199.176,-13.764,0,9,0.926,0.145,0.207,0.185,0,170867,1,1937,1937,Indiana,,Jazz,0
40120,['Hot Lips Page'],[825032],0.555,0.35,0.769,120.607,-12.418,1,5,0.984,0.000738,0.214,0.0451,0,183267,1,1937,1937,"Baby, Look At You",,Jazz,0
71343,['Raymond Scott'],[873886],0.812,0.252,0.952,114.045,-12.249,1,5,0.906,0.792,0.195,0.0736,0,156467,40,1937,1937,In An **** Century Drawing Room,,Jazz,0
71344,['Raymond Scott'],[873886],0.78,0.314,0.607,113.281,-15.614,1,0,0.915,0.895,0.185,0.0639,0,177160,20,1937,1937,The Toy *******,,Jazz,0
71345,['Raymond Scott'],[873886],0.818,0.49,0.966,105.813,-11.359,0,5,0.872,0.888,0.232,0.0608,0,155867,14,1937,1937,The Penguin,,Jazz,0
71346,['Raymond Scott'],[873886],0.702,0.306,0.845,116.629,-16.071,1,5,0.945,0.872,0.0531,0.0513,0,158600,13,1937,1937,Manhattan Minuet,,Jazz,0
71347,['Raymond Scott'],[873886],0.548,0.545,0.806,155.924,-13.066,1,1,0.927,0.878,0.116,0.061,0,161400,12,1937,1937,Twilight In Turkey,,Jazz,0
71348,['Raymond Scott'],[873886],0.626,0.34,0.823,101.977,-15.396,1,0,0.934,0.87,0.231,0.0837,0,173160,12,1937,1937,Dinner Music For A Pack Of Hungry Cannibals,,Jazz,0
71349,['Raymond Scott'],[873886],0.823,0.284,0.849,116.289,-13.436,1,6,0.909,0.874,0.0814,0.085,0,153440,12,1937,1937,Tobacco Auctioneer,,Jazz,0
71350,['Raymond Scott'],[873886],0.67,0.356,0.886,126.54,-12.698,1,2,0.891,0.844,0.132,0.0534,0,135560,10,1937,1937,Moment Musical,,Jazz,0
71351,['Raymond Scott'],[873886],0.687,0.372,0.923,145.687,-12.216,1,0,0.92,0.903,0.126,0.0717,0,169360,9,1937,1937,Huckleberry Duck,,Jazz,0
71352,['Raymond Scott'],[873886],0.594,0.386,0.753,159.195,-12.352,1,8,0.912,0.816,0.186,0.0411,0,140000,10,1937,1937,New Years Eve In A Haunted House,,Jazz,0
71353,['Raymond Scott'],[873886],0.586,0.477,0.89,110.272,-12.336,0,9,0.903,0.923,0.297,0.0468,0,178893,9,1937,1937,The **** At The Typewriter,,Jazz,0
71354,['Raymond Scott'],[873886],0.52,0.417,0.641,174.6,-10.839,0,7,0.92,0.0239,0.273,0.0438,0,174133,9,1937,1937,At An Arabian House Party,,Jazz,0
71355,['Raymond Scott'],[873886],0.567,0.379,0.731,122.964,-12.956,0,2,0.967,0.9,0.356,0.0373,0,183760,10,1937,1937,Reckless ***** On Board An Ocean Liner,,Jazz,0
71356,['Raymond Scott'],[873886],0.573,0.502,0.589,172.192,-11.268,1,1,0.875,0.828,0.084,0.141,0,156227,8,1937,1937,Oil ******,,Jazz,0
71357,['Raymond Scott'],[873886],0.78,0.438,0.817,133.305,-12.056,1,9,0.812,0.919,0.191,0.0714,0,168640,8,1937,1937,Boy Scout In Switzerland,,Jazz,0
71358,['Raymond Scott'],[873886],0.659,0.331,0.906,102.377,-14.938,1,5,0.938,0.893,0.179,0.0526,0,168493,8,1937,1937,Minuet In Jazz,,Jazz,0
71359,['Raymond Scott'],[873886],0.578,0.438,0.863,137.186,-13.778,0,1,0.724,0.856,0.159,0.0315,0,170333,8,1937,1937,Siberian Sleighride,,Jazz,0
71360,['Raymond Scott'],[873886],0.587,0.605,0.643,85.552,-11.263,0,7,0.918,0.915,0.664,0.243,0,174800,7,1937,1937,Bumpy Weather Over Newark,,Jazz,0
71361,['Raymond Scott'],[873886],0.666,0.456,0.966,134.817,-11.32,1,3,0.953,0.929,0.0478,0.0449,0,157533,7,1937,1937,The Quintet Plays Carmen,,Jazz,0
71362,['Raymond Scott'],[873886],0.639,0.597,0.744,143.884,-8.817,0,7,0.751,0.868,0.131,0.0569,0,149640,8,1937,1937,War Dance For Wooden Indians,,Jazz,0
71363,['Raymond Scott'],[873886],0.49,0.443,0.651,142.131,-10.699,1,1,0.92,0.882,0.338,0.0369,0,168907,7,1937,1937,Peter **********,,Jazz,0
71364,['Raymond Scott'],[873886],0.738,0.314,1,119.255,-11.818,1,1,0.94,0.211,0.564,0.858,0,18855,0,1937,1937,Chatter,,Jazz,0
39193,"['Harry James', 'Kitty Kallen']","[950571, 99198]",0.708,0.149,0.305,100.095,-12.544,0,2,0.977,0.00136,0.196,0.0295,0,191573,7,1937,1937,I'm Beginning to See The Light,,Jazz,0
39217,['Harry James'],[950571],0.611,0.419,0.85,103.924,-13.556,1,5,0.99,0.902,0.879,0.133,0,149147,0,1937,1937,Ciribiribin (They're So In Love),,Jazz,0
9199,"['Artie Shaw', 'Helen Forrest']","[511029, 673360]",0.494,0.103,0.286,113.133,-12.758,1,0,0.964,0.000363,0.243,0.034,0,192493,21,1938,1938,All The Things You Are,,Jazz,0
9197,"['Artie Shaw', 'Billie Holiday']","[511029, 79016]",0.696,0.232,0.559,114.094,-9.606,1,0,0.968,0.000762,0.299,0.037,0,189787,13,1938,1938,Any Old Time,,Jazz,0
9204,['Artie Shaw'],[511029],0.5,0.237,0.816,149.213,-12.255,0,9,0.952,0.0933,0.308,0.0421,0,182413,32,1938,1938,Frenesi,,Jazz,0
9205,['Artie Shaw'],[511029],0.468,0.195,0.0789,67.586,-10.477,0,9,0.866,0.509,0.109,0.0295,0,168160,29,1938,1938,*********,,Jazz,0
9206,['Artie Shaw'],[511029],0.416,0.293,0.512,84.864,-8.912,1,5,0.972,0.668,0.221,0.0292,0,209987,13,1938,1938,Star Dust,,Jazz,0
9207,['Artie Shaw'],[511029],0.391,0.512,0.554,178.869,-9.907,1,10,0.918,0.357,0.11,0.109,0,553893,8,1938,1938,"Concerto for Clarinet, Pts. * and *",,Jazz,0
9208,['Artie Shaw'],[511029],0.688,0.216,0.55,140.332,-10.115,1,2,0.966,0.834,0.41,0.04,0,192720,8,1938,1938,"Begin the Beguine (From the Musical Comedy ""Jubilee"")",,Jazz,0
9209,['Artie Shaw'],[511029],0.504,0.223,0.416,108.947,-11.284,0,2,0.876,0.0167,0.217,0.036,0,191960,8,1938,1938,The Man I Love,,Jazz,0
9210,['Artie Shaw'],[511029],0.472,0.731,0.557,132.747,-8.679,0,0,0.684,0.569,0.553,0.113,0,134893,8,1938,1938,Traffic Jam,,Jazz,0
9211,['Artie Shaw'],[511029],0.799,0.13,0.503,132.477,-11.248,1,5,0.977,0.00827,0.0509,0.0433,0,165467,7,1938,1938,********* Angel,,Jazz,0
19624,['Charlie Christian'],[805930],0.644,0.0544,0.5,88.472,-22.787,0,0,0.986,0.29,0.117,0.0382,0,190507,11,1938,1938,Memories of You (with Charlie Christian),,Jazz,0
39189,"['Harry James', 'Helen Forrest']","[950571, 673360]",0.222,0.182,0.22,77.062,-10.254,1,10,0.989,0.0147,0.0528,0.0344,0,172187,1,1938,1938,"I Don't Want To Walk Without You - (from the film ""Sweater ******",,Jazz,0
33792,"['Frank Morgan', 'Bobby Watson']","[173007, 765494]",0.667,0.434,0.744,115.117,-16.736,1,3,0.859,8.05E-05,0.194,0.271,0,112427,31,1939,8/25/1939,The Merry Old Land Of Oz,,Jazz,0
33793,"['Frank Morgan', 'Bobby Watson']","[173007, 765494]",0.692,0.434,0.765,115.242,-16.845,1,3,0.834,0.000382,0.197,0.333,0,113773,15,1939,8/25/1939,The Merry Old Land of Oz,,Jazz,0
9213,['Artie Shaw'],[511029],0.311,0.169,0.188,106.766,-11.937,1,5,0.921,0.348,0.141,0.0311,0,182027,11,1939,1939,Dancing In The Dark,,Jazz,0
9215,['Artie Shaw'],[511029],0.484,0.148,0.428,104.645,-16.556,0,7,0.976,0.855,0.122,0.0281,0,208653,2,1939,1939,Moonglow,,Jazz,0
19633,['Charlie Christian'],[805930],0.609,0.0304,0.477,98.888,-17.401,1,3,0.979,0.133,0.162,0.0374,0,204253,7,1939,1939,On the Alamo (feat. Benny Goodman & Charlie Christian),,Jazz,0
39182,"['Harry James', 'Dick Haymes', 'Helen Forrest']","[950571, 253457, 673360]",0.67,0.329,0.764,199.676,-12.816,1,5,0.957,0.000938,0.143,0.135,0,162827,16,1939,1939,The Devil Sat Down And Cried,,Jazz,0
39186,"['Harry James', 'Helen Forrest']","[950571, 673360]",0.727,0.204,0.632,121.524,-12.44,0,9,0.988,0.885,0.279,0.0444,0,178467,21,1939,1939,I've Heard That Song Before,,Jazz,0
39187,"['Harry James', 'Helen Forrest']","[950571, 673360]",0.732,0.202,0.609,121.754,-12.403,0,2,0.988,0.87,0.268,0.0542,0,178947,20,1939,1939,I've Heard That Song Before,,Jazz,0
39188,"['Harry James', 'Helen Forrest']","[950571, 673360]",0.246,0.123,0.231,84.158,-13.937,1,10,0.989,0.0152,0.075,0.0323,0,171933,19,1939,1939,"I Don't Want To Walk Without You - (from the film ""Sweater ******",,Jazz,0
39190,"['Harry James', 'Helen Forrest']","[950571, 673360]",0.229,0.148,0.26,80.035,-12.398,0,7,0.986,0.01,0.0536,0.0331,0,172053,11,1939,1939,"I Don't Want To Walk Without You - (from the film ""Sweater ******",,Jazz,0
39183,"['Harry James', 'Frank Sinatra']","[950571, 792507]",0.314,0.105,0.253,130.771,-16.065,0,2,0.985,0.00639,0.242,0.0333,0,177413,39,1939,1939,All Or Nothing At All,,Jazz,0
39184,"['Harry James', 'Frank Sinatra']","[950571, 792507]",0.424,0.0467,0.212,112.791,-18.176,1,5,0.986,0.118,0.46,0.0405,0,187427,6,1939,1939,From The Bottom Of My Heart,,Jazz,0
39192,"['Harry James', 'Kitty Kallen']","[950571, 99198]",0.781,0.193,0.529,109.312,-11.748,1,8,0.761,0.00119,0.087,0.0341,0,194827,23,1939,1939,I'm Beginning to See The Light,,Jazz,0
39197,['Harry James'],[950571],0.271,0.219,0.375,74.68,-9.767,1,0,0.938,0.00086,0.263,0.031,0,203773,57,1939,1939,"It's Been a Long, Long Time",,Jazz,0
39198,['Harry James'],[950571],0.232,0.261,0.154,87.787,-11.319,0,4,0.989,0.914,0.108,0.0337,0,174867,25,1939,1939,Sleepy Lagoon,,Jazz,0
39199,['Harry James'],[950571],0.21,0.254,0.139,87.643,-11.831,0,4,0.989,0.937,0.115,0.0334,0,175200,24,1939,1939,Sleepy Lagoon,,Jazz,0
39200,['Harry James'],[950571],0.359,0.144,0.222,86.167,-12.566,1,8,0.993,0.763,0.206,0.0315,0,203093,24,1939,1939,I Had The Craziest Dream,,Jazz,0
39201,['Harry James'],[950571],0.439,0.419,0.901,207.68,-13.656,1,5,0.99,0.923,0.907,0.217,0,148893,19,1939,1939,Ciribiribin (They're So In Love),,Jazz,0
39202,['Harry James'],[950571],0.439,0.19,0.233,83.508,-10.864,0,7,0.947,0.93,0.561,0.0303,0,192760,19,1939,1939,You Made Me Love You,,Jazz,0
39203,['Harry James'],[950571],0.249,0.276,0.268,75.789,-9.721,1,3,0.978,0.89,0.109,0.032,0,199867,17,1939,1939,The Man With The Horn,,Jazz,0
39204,['Harry James'],[950571],0.289,0.178,0.192,138.205,-12.507,1,5,0.958,0,0.127,0.0331,0,177907,16,1939,1939,I Can't Begin To Tell You,,Jazz,0
39205,['Harry James'],[950571],0.354,0.414,0.469,115.038,-10.361,1,8,0.839,0.868,0.21,0.0392,0,193600,16,1939,1939,Carnival,,Jazz,0
39206,['Harry James'],[950571],0.475,0.483,0.413,103.296,-12.534,0,10,0.939,0.878,0.677,0.0707,0,114547,15,1939,1939,Flight Of The Bumble Bee,,Jazz,0
39207,['Harry James'],[950571],0.693,0.324,0.639,132.454,-9.099,1,0,0.921,0.645,0.106,0.0356,0,172960,15,1939,1939,Strictly ***********,,Jazz,0
39208,['Harry James'],[950571],0.81,0.16,0.759,131.56,-13.336,1,8,0.835,0.017,0.0508,0.0502,0,195373,15,1939,1939,Music Makers,,Jazz,0
39209,['Harry James'],[950571],0.468,0.517,0.695,90.145,-8.502,1,6,0.942,0.911,0.0956,0.0364,0,177733,13,1939,1939,******* ***** & Cantabile,,Jazz,0
39211,['Harry James'],[950571],0.461,0.173,0.24,83.503,-11.876,0,7,0.942,0.888,0.548,0.0306,0,192960,7,1939,1939,You Made Me Love You,,Jazz,0
